pIC50.location.k,pIC50.location.theta,pIC50.scale.k,pIC50.scale.theta,Hill.scale.k,Hill.scale.theta,Hill.shape.k,Hill.shape.theta,globalsigma.k,globalsigma.theta
8.126953,1.403115,5.041652,0.03711353,4.558403,0.3512812,8.126953,0.7015621,10.90805,0.6560324
