hERG_IC50,hERG_h,hERG_Bmax
12.86,1.396,98.81
12.25,1.198,99
13.08,1.244,98.13
10.05,1.523,87.98
10.61,1.373,90.73
10.21,1.508,87.87
12.09,1.388,95.17
13.48,1.283,99
10.04,1.498,88.37
13.41,1.34,99
10.24,1.55,89.86
9.824,1.563,87.68
13.39,1.364,99
13.45,1.215,98.8
13.13,1.329,96
11.86,1.446,97.74
10.33,1.368,88.39
12.57,1.254,99
14.36,1.275,99
11.26,1.296,94.21
13.56,1.321,99
12.56,1.24,99
14.16,1.299,99
10.73,1.347,96.77
13.89,1.336,99
13.92,1.367,99
9.372,1.373,85.01
14.08,1.368,99
12.5,1.278,93.61
13.13,1.275,99
8.856,1.527,83.27
13.26,1.263,98.55
11.93,1.427,93.48
13.9,1.162,99
13.54,1.269,98.24
10.51,1.408,89.97
10.07,1.483,91.89
11.84,1.338,96.35
12.77,1.384,99
12.5,1.422,96.83
9.941,1.539,87.47
9.266,1.583,84.82
14.82,1.219,99
11.7,1.455,93.56
13.63,1.141,99
13.47,1.277,99
8.123,1.789,80.1
13.52,1.248,99
13.5,1.307,99
11.36,1.389,88.38
10.4,1.326,89.41
12.9,1.289,99
9.494,1.689,84.32
13.49,1.204,99
10.63,1.341,91.87
12.75,1.398,99
10.56,1.372,92.37
10.55,1.458,94.22
13.79,1.273,99
10.51,1.397,86.88
8.925,1.759,82.39
14.03,1.209,98.46
12.7,1.237,95.38
14.07,1.312,99
14.27,1.378,99
12.71,1.329,95.35
11.25,1.385,91.53
13.66,1.327,99
11.68,1.433,94.59
13.54,1.331,99
13.42,1.228,99
14.46,1.3,99
12.89,1.342,99
9.831,1.607,86.87
10.96,1.239,91.45
12.07,1.394,93.62
11.18,1.397,90.92
7.826,1.831,81.84
13.48,1.305,98.6
13.49,1.269,99
14.23,1.22,98.45
12.39,1.35,99
10.19,1.528,85.75
11.47,1.387,92.36
9.607,1.487,86.94
10.48,1.336,89.49
10.12,1.544,88.08
12.68,1.276,99
10.84,1.523,90.81
13.13,1.185,99
14.54,1.24,99
13.51,1.244,99
13.4,1.173,99
12.16,1.342,94.84
13.26,1.348,99
14.3,1.258,99
10.07,1.423,87.32
12.92,1.361,99
9.979,1.545,90.83
12.47,1.338,99
8.503,1.9,82.04
10.56,1.556,91.5
12.4,1.307,95.32
11.55,1.434,92.13
11.33,1.481,94.57
13.95,1.282,99
9.477,1.504,89.8
9.624,1.284,89.55
12.7,1.32,98.16
12.88,1.304,99
13.48,1.344,99
12.91,1.285,99
10.29,1.52,89.92
8.293,1.844,83.99
