ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
1.26e+08,1.4,319.1,0.7286,8.786e+09,1.336,48980,1.117,2302,1.203,44350000,0.9908,9.815,1.996
113400,1.906,6.39e+08,1.337,532200000,1.148,211800,0.6802,775300,0.947,2.676e+09,1.312,13.37,1.398
3693000,0.6437,4.665e+09,0.9069,2.57e+08,0.9144,18920000,0.701,35690000,0.7549,711800,1.507,11.24,0.8581
2505,1.259,4923000,1.59,6221,1.995,19890000,1.506,8.971e+09,1.999,100700000,1.11,15.06,0.7426
10240000,0.6627,152500000,1.826,747300,0.7871,2.166e+09,1.172,183400000,1.924,299300,1.706,12.5,1.526
4e+06,1.136,62480000,0.5793,2582,1.901,39130000,1.656,1.771e+09,1.68,6360,1.519,12.43,1.77
114800000,1.225,40290,0.7455,125100000,0.6787,17500,0.7189,2.445e+09,0.9952,736800,1.417,12.47,1.322
15970000,0.6718,18140000,1.458,10530000,1.547,53220,0.6593,59040000,1.147,104900,1.882,13.43,1.066
139600,1.771,69600,1.699,1453000,0.8478,88330000,1.267,3.787e+09,0.773,1309000,1.157,15.03,1.107
5.78e+09,1.38,8.235e+09,0.5768,232700000,1.087,874.9,1.83,92300000,1.954,8987,1.927,14.86,1.122
6950,0.6934,1.25e+09,0.5915,30070000,1.294,1586000,1.245,3744,1.524,314300,1.525,17.35,0.9264
3.333e+09,1.368,827.6,0.8184,306500000,1.563,8709000,1.38,2373,1.366,11990,1.112,11.27,1.523
53970,0.6462,4.015e+09,1.416,4028000,1.642,1597000,0.7854,98510,1.305,13110000,0.8223,11.53,1.043
95270000,1.802,77890,1.815,1.565e+09,0.9,13220000,1.225,145200,1.083,26800,1.361,14.1,1.75
42500000,1.899,387200,1.037,87650000,1.145,1.223e+09,1.832,1652,0.7089,27220,1.751,17.67,1.419
23960000,1.093,11840,0.7263,4449000,0.5118,179100000,1.935,7511,0.756,6.04e+08,1.626,15.34,1.531
82350000,1.579,21750000,1.061,307700,1.625,482700000,1.705,6133,0.5045,567100,0.9116,12.69,1.049
1.016e+09,1.965,476200,1.873,169000,1.633,4.933e+09,1.625,872.2,1.618,6111,1.909,13.33,1.048
56280000,0.6678,36360000,0.7002,44830000,1.697,8.197e+09,1.714,10060,1.871,3029,0.9908,12.44,1.153
375800000,1.032,26680,0.7729,2289000,1.494,98270000,1.555,5.5e+07,1.902,111900,1.01,13.92,1.211
2967000,1.734,65570,1.039,24380,1.235,6121,1.54,564300,0.841,102900,1.413,20.79,1.502
108900000,1.459,2.127e+09,1.97,1398000,0.732,3446,1.519,2184000,1.162,5008,1.162,13.14,1.394
