ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
7.445e+09,1.938,20550,1.566,6896,1.893
1.169e+09,1.061,20910,1.661,6738,1.999
3.815e+09,1.346,18490,1.648,6732,1.996
4.937e+09,0.828,20360,1.541,6489,1.957
443300000,0.6442,23750,1.251,6746,1.981
23380000,1.761,17500,1.827,6436,1.923
453800000,1.053,20500,1.41,7043,1.948
16560000,1.869,22970,1.285,6807,1.949
18520000,1.021,22770,1.418,7065,1.962
1574000,1.25,19820,1.47,6353,1.667
712500,1.464,19610,1.596,7165,1.773
187600000,1.007,18500,1.644,5910,1.712
49170000,1.648,20320,1.581,6993,1.995
545900,1.549,22750,1.223,7630,1.986
16960000,0.854,19060,1.552,6911,1.782
897300000,1.002,19230,1.504,7629,1.987
1056000,1.288,18850,1.686,6898,1.921
678600,1.439,22700,1.215,6103,1.768
8.868e+09,0.8242,24780,1.095,5700,1.606
407900000,1.808,21800,1.442,5558,1.468
1.475e+09,1.252,19240,1.536,6802,1.648
137800000,1.836,22580,1.37,5865,1.985
583300000,0.9146,28730,1.043,5681,2
92570000,1.73,21720,1.344,5707,1.946
7.319e+09,1.86,19060,1.716,6405,1.832
9.533e+09,1.907,22740,1.333,6390,1.781
523100000,1.653,19510,1.596,6794,1.803
1227000,1.191,22200,1.142,5504,1.572
32740000,1.268,20660,1.466,6078,1.477
2.236e+09,1.415,19860,1.621,6687,1.847
1.706e+09,1.632,18730,1.72,6750,1.867
4.246e+09,1.78,23080,1.253,6565,1.449
977600000,1.411,24200,1.24,6555,1.748
470900000,1.532,21210,1.356,6836,1.832
339200,1.976,22240,1.349,6867,1.907
90000,1.897,19710,1.725,8286,1.891
242600,1.99,19020,1.949,7961,1.929
1035000,0.8416,17310,1.879,6265,1.763
42280000,1.796,16710,1.913,7121,1.657
50670000,0.802,18030,1.772,6308,1.732
56880000,1.229,19910,1.542,8779,1.961
2.92e+08,0.5843,21660,1.43,7366,1.976
2.356e+09,1.088,27010,1.1,7320,1.909
6.769e+09,0.7318,25370,1.27,6888,1.795
5.124e+09,0.9627,23310,1.368,7660,1.23
20040000,1.606,24430,1.226,5916,1.772
2.79e+08,1.616,23080,1.323,5866,1.922
1413000,1.86,22990,1.242,6460,1.875
193100000,1.256,20610,1.556,7066,1.63
4.416e+09,1.863,19010,1.706,8452,1.936
691000,1.959,19840,1.536,6131,1.71
3016000,0.8393,19390,1.632,8155,1.605
25620000,0.6031,17470,1.803,7215,1.883
2.173e+09,0.7985,17660,1.997,6804,1.939
42750000,1.078,16830,1.983,7429,1.813
5309000,1.386,19600,1.831,8046,1.519
5230000,1.436,18810,1.828,6224,1.571
19990000,1.735,30320,1.098,6595,1.823
2.08e+08,0.6258,18830,1.489,6921,1.985
1.441e+09,1.096,18320,1.725,6602,1.936
24010000,1.678,26860,1.133,6205,1.844
840500000,1.058,25310,1.145,7901,1.879
3.117e+09,0.9082,18990,1.622,5279,1.595
127400000,1.115,22340,1.352,4748,1.779
5.683e+09,0.7717,21120,1.335,6075,1.994
1869000,1.83,25570,1.12,5933,1.817
1337000,1.949,26670,1.102,7211,1.428
2641000,1.735,18010,1.789,6553,1.554
1.15e+09,0.7184,21740,1.195,8052,1.673
192700,1.863,24610,1.121,7077,1.756
67700000,1.841,29570,0.9893,6910,1.759
785500000,1.803,26440,1.169,6687,1.762
1244000,1.405,21180,1.562,6073,1.622
38380000,1.065,21720,1.289,7098,1.982
6.333e+09,0.5502,17750,1.928,6078,1.563
55420000,0.7932,21230,1.281,6374,1.949
1942000,1.504,18020,1.786,5668,1.962
2164000,1.031,19070,1.716,6396,1.828
29920000,0.5917,24340,1.199,6322,1.695
1.493e+09,0.8395,22840,1.274,6478,1.883
1.393e+09,1.36,19300,1.641,6718,1.8
8.159e+09,0.6953,23690,1.165,6051,1.967
584100000,0.7216,22530,1.332,6100,1.667
2.38e+09,1.805,20190,1.414,8195,1.791
2.057e+09,1.025,25130,1.289,7003,1.971
1.022e+09,1.289,30910,1.035,7231,1.84
3.186e+09,1.106,26150,1.13,7450,1.886
3.374e+09,1.596,18580,1.618,8090,1.949
1.24e+08,1.447,23900,1.185,4856,1.621
1.314e+09,0.7148,18770,1.745,5726,1.914
1.807e+09,0.7666,20940,1.421,7006,1.927
28920000,0.6787,20530,1.574,6681,1.871
6990000,1.311,24470,1.202,7438,1.984
622000,1.11,21630,1.423,7548,1.753
2.588e+09,0.5839,18760,1.597,6451,1.583
1872000,1.024,31000,1.026,6946,1.737
1340000,1.221,21750,1.424,6298,1.801
227700,1.392,26550,1.238,6611,1.777
6.702e+09,1.44,18550,1.771,6851,1.919
197200,1.004,20410,1.55,7609,1.741
289800,1.383,18680,1.625,6743,1.583
24170000,1.396,22310,1.319,6129,1.87
122100000,1.817,24120,1.309,7777,1.805
327400000,0.7423,20910,1.559,8433,1.946
2.449e+09,1.318,17970,1.703,8158,1.835
5028000,1.975,22730,1.304,7612,1.942
37640000,1.504,19150,1.555,6032,1.945
150700,1.494,20550,1.553,6450,1.924
1.07e+09,1.392,18790,1.699,6584,1.855
1.798e+09,0.53,29100,1.107,7281,1.897
202900000,1.695,38990,0.8519,5919,1.868
28720000,1.743,31610,1.028,5961,1.476
506200000,1.128,17060,1.904,6572,1.777
1806000,1.454,19970,1.31,5235,1.861
1.167e+09,1.343,17800,1.644,5745,1.67
1061000,1.302,17880,1.506,6701,1.982
5e+08,0.5718,23010,1.28,6721,1.96
13850000,1.063,20560,1.543,6124,1.669
43720000,1.388,16840,1.974,6956,1.478
