ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
7.648,0.5515,46800,1.958,8973,1.651
7.897,0.512,47310,1.831,8817,1.623
7.327,0.5209,45880,1.913,8488,1.659
6.829,0.5423,43130,1.755,5957,1.351
6.816,0.5282,47040,1.989,6106,1.047
6.427,0.5165,46770,1.894,8188,1.792
6.181,0.5002,45520,1.843,7485,1.423
7.861,0.5051,46580,1.986,7456,1.81
6.681,0.5017,46510,1.89,8187,1.682
7.17,0.5018,47540,1.771,7706,1.959
8.281,0.5186,47180,1.804,6118,1.987
9.945,0.5011,45690,1.74,7968,1.751
10.35,0.5046,47540,1.862,8233,1.774
8.919,0.5509,46340,1.793,7307,1.102
7.694,0.5007,46680,1.965,8505,1.579
5.993,0.5232,46500,1.99,6704,1.895
11.31,0.5051,45800,1.978,7305,1.701
8.211,0.566,47560,1.815,8151,1.614
7.338,0.5558,43800,1.796,7863,1.946
8.778,0.5002,47970,1.661,7137,1.271
8.188,0.5189,47130,1.811,7477,1.564
6.912,0.5027,44650,1.539,8040,1.664
7.114,0.5215,45610,1.963,9555,1.721
9.072,0.525,45030,1.833,7109,1.351
6.969,0.5396,45210,1.951,9122,1.943
9.143,0.5661,49300,1.755,7891,1.656
8.332,0.5872,49490,1.981,7970,1.52
7.614,0.5665,44790,1.958,7856,1.91
9.404,0.5861,46120,1.93,7469,1.674
6.39,0.6291,48590,1.877,8236,1.804
11.14,0.6888,52060,1.951,8004,1.412
10.57,0.6312,51470,1.849,6314,1.304
11.49,0.5499,50050,1.753,6547,1.471
7.229,0.5423,44980,1.997,7717,1.718
7.799,0.5358,45820,1.826,6064,1.442
7.696,0.5151,46140,1.634,5398,1.415
7.727,0.5106,43920,1.897,8889,1.772
8.48,0.5096,46380,1.819,7480,1.648
6.659,0.5087,46330,1.95,8613,1.514
10.27,0.5488,45380,1.624,9889,1.848
7.87,0.5115,45500,1.992,9471,1.842
7.524,0.5381,46490,1.865,8670,1.64
9.283,0.5218,45760,1.889,6204,0.9972
7.435,0.505,45870,1.869,9449,1.868
8.485,0.5081,44470,1.84,8301,1.671
7.209,0.5117,47180,1.896,8704,1.837
10.08,0.5257,46930,1.93,8314,1.326
7.398,0.5047,47960,1.949,8146,1.484
7.466,0.5308,48340,1.772,8560,1.936
9.442,0.5401,47310,1.91,8900,1.784
8.995,0.5034,44250,1.984,7284,1.649
7.397,0.5029,46310,1.956,7907,1.955
9.218,0.5014,47090,1.87,7432,1.529
9.037,0.5313,49540,1.876,8158,1.92
6.887,0.5332,46220,1.995,7972,1.998
7.39,0.5102,46980,1.964,8516,1.989
7.437,0.5129,47530,1.951,8390,1.903
6.91,0.5051,44960,1.9,7235,1.666
7.829,0.5077,44160,1.739,7590,1.691
9.975,0.5035,47580,1.984,8139,1.771
8.245,0.503,47020,1.894,8533,1.91
7.599,0.5028,45730,1.861,8457,1.987
8.426,0.5092,45640,1.836,7391,1.842
7.506,0.5574,46770,1.788,6744,1.713
7.653,0.5094,46430,1.957,6248,1.497
7.655,0.51,48660,1.828,10430,1.647
9.898,0.5043,44250,1.455,8088,1.426
9.236,0.51,45130,1.806,6750,1.539
6.79,0.5003,46480,1.971,7100,1.431
7.882,0.5541,46970,1.95,8421,1.516
8.624,0.6092,44100,1.731,7807,1.646
9.264,0.5311,47120,1.986,7701,1.58
7.368,0.502,46970,1.809,7520,1.808
7.764,0.5291,46110,1.862,8309,1.484
6.629,0.5047,45650,1.805,6888,1.49
6.093,0.5021,47590,1.953,6368,1.624
6.832,0.501,46660,1.701,8813,1.707
6.664,0.5039,46030,1.857,8175,1.85
7.345,0.5046,47360,1.547,7664,1.69
9.568,0.5312,45500,1.671,9147,1.749
10.83,0.5067,47280,1.865,7112,1.589
8.213,0.5154,45940,1.983,7269,1.706
6.625,0.5016,45960,1.984,9560,1.878
6.326,0.5071,45500,1.939,8270,1.994
7.181,0.5058,46650,1.752,7919,1.801
10.55,0.5126,42920,1.823,8010,1.494
9.07,0.5068,46340,1.698,6775,1.865
7.366,0.5036,45610,1.823,8488,1.814
5.865,0.5351,43690,1.783,6543,1.899
5.793,0.5317,46330,1.677,8569,1.466
8.117,0.517,47710,1.59,7920,1.658
6.238,0.5041,44450,1.853,7212,1.4
8.253,0.5105,47060,1.861,7817,1.459
8.828,0.5231,46630,1.706,9152,1.77
6.842,0.5051,44620,1.884,6613,1.104
7.203,0.5132,46940,1.967,6465,1.617
7.647,0.5568,47180,1.928,7438,1.689
8.654,0.5459,45890,1.523,7225,1.392
7.501,0.5724,45530,1.707,5605,0.9715
7.656,0.5084,44370,1.52,8201,1.457
6.943,0.5125,48890,1.978,6993,1.362
7.796,0.5038,49960,1.809,7520,1.81
8.536,0.5098,43810,1.76,7092,1.365
9.461,0.574,45620,1.942,8711,1.774
10.5,0.5763,45660,1.86,7813,1.327
8.494,0.5158,47640,1.851,7275,1.443
13.26,0.5322,46440,1.953,8896,1.95
9.012,0.546,46060,1.935,9050,1.954
6.763,0.5113,47980,1.77,11450,1.695
6.578,0.5096,44930,1.903,6467,1.597
6.907,0.5077,45680,1.854,7368,1.518
5.554,0.5597,45270,1.847,6412,1.195
7.446,0.5004,41070,1.551,6956,1.546
7.545,0.5004,48560,1.806,7482,1.635
8.148,0.503,49250,1.827,7074,1.669
7.589,0.5054,43420,1.929,7468,1.609
8.339,0.5044,46010,1.896,6672,1.801
7.728,0.5288,45760,1.897,8135,1.775
6.996,0.5043,43720,1.861,8657,1.541
8.228,0.5075,48550,1.836,7053,1.587
7.855,0.5105,46330,1.882,7403,1.788
8.115,0.5354,45670,1.93,9965,1.919
7.348,0.5196,42800,1.766,7537,1.762
7.86,0.5105,40340,1.89,7374,1.678
7.425,0.5195,43840,1.77,7664,1.643
6.392,0.5027,44940,1.715,7527,1.34
7.829,0.5151,43140,1.983,6643,1.725
8.898,0.548,45590,1.958,7605,1.722
7.459,0.512,47540,1.794,7674,1.875
6.761,0.5087,49340,1.778,8293,1.583
6.877,0.5028,44160,1.967,8662,1.561
6.873,0.521,46840,1.817,8656,1.702
8.258,0.514,46490,1.961,8894,1.677
7.872,0.502,46860,1.983,9340,1.861
7.352,0.5027,45170,1.894,7273,1.368
10.65,0.5259,46240,1.801,7541,1.56
10.2,0.5077,45700,1.904,7327,1.58
8.667,0.505,47410,1.745,8102,1.982
7.855,0.5168,47370,1.811,7350,1.831
7.996,0.5315,43790,1.83,7434,1.872
8.558,0.5169,46140,1.989,7432,1.626
8.137,0.5338,46580,1.898,9276,1.363
9.612,0.5138,46890,1.975,7751,1.747
8.324,0.54,44100,1.746,7919,1.81
7.496,0.5043,41950,1.861,6574,1.467
8.12,0.5047,45220,1.883,9360,1.361
7.691,0.5005,46570,1.922,7342,1.937
6.231,0.5572,46340,1.917,7674,1.879
6.339,0.5555,46730,1.932,8366,1.895
9.119,0.5661,44810,1.658,7603,1.864
6.964,0.5855,45850,1.857,7900,1.879
7.902,0.5217,47700,1.993,8299,1.686
7.327,0.5189,46580,1.805,9163,1.772
9.277,0.5399,47490,1.902,7923,1.542
7.738,0.5011,45450,1.74,6247,1.803
7.613,0.5364,47410,1.88,7847,1.362
7.322,0.5294,45350,1.99,8362,1.515
8.732,0.5106,47750,1.99,8486,1.891
7.263,0.502,47620,1.946,8831,1.967
7.183,0.5139,47770,1.958,8450,1.964
9.102,0.5167,45110,1.981,7209,1.729
8.308,0.5005,45190,1.851,6165,1.177
8.283,0.5092,45800,1.881,7706,1.888
7.7,0.5045,46060,1.925,7852,1.941
8.361,0.511,46580,1.991,8144,1.776
8.323,0.5213,42600,1.736,8051,1.996
9.227,0.5038,42260,1.488,7805,1.733
7.762,0.5103,43430,1.592,7562,1.57
9.179,0.5249,44830,1.78,6775,1.73
7.119,0.5182,45270,1.979,7402,1.937
7.821,0.5165,42390,1.88,7673,1.549
9.251,0.5068,45780,1.992,7935,1.991
9.78,0.5639,45990,1.821,7871,1.938
8.692,0.5265,46520,1.97,6595,1.979
10.35,0.5301,45650,1.939,5965,1.458
8.378,0.5014,45180,1.937,7751,1.988
7.991,0.5028,49880,1.755,8426,1.824
11.21,0.5138,46230,1.84,8084,1.936
8.979,0.5117,47430,1.859,7397,1.475
8.931,0.5179,48280,1.844,7504,1.793
8.533,0.5048,47160,1.87,7418,1.958
9.013,0.5067,47110,1.715,7084,1.829
7.087,0.5355,46450,1.693,8934,1.445
9.554,0.5255,42180,1.904,7735,1.334
6.116,0.5147,45140,1.83,8282,1.694
7.135,0.5071,43120,1.789,8367,1.866
