ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
9082,1.388,22760,1.861,6351,0.8497,86.8,1.185
611500,1.996,107700,1.628,5523,0.9146,84.9,0.9777
7.069e+09,0.6272,249000,1.975,3653,1.281,85.04,1.051
25050000,1.52,2.445e+09,1.234,7455,0.634,86.17,1.236
3318000,1.325,55350000,0.9796,3812,1.021,73.84,1.032
12280,1.222,71730000,0.7738,3889,1.869,82.46,1.071
1774000,1.864,200700,0.9829,8379,0.6396,81.56,1.106
484800000,1.392,4054000,1.904,3960,1.099,100.3,1.194
58400000,1.513,68500000,0.6155,3262,1.25,71.99,1.094
404000,1.367,124300000,1.771,3405,1.897,69.88,1.37
59810,1.945,92800000,1.061,4040,1.066,66.48,1.097
791400000,1.319,186100,1.304,8245,0.7114,76.68,1.299
74500000,1.183,9333000,1.519,8615,0.7229,77.11,1.058
10950,1.886,44110,1.009,7851,0.7952,88.26,1.297
32170000,0.5424,17870,1.786,3818,1.464,106.3,1.434
7.283e+09,1.368,77050000,1.165,4115,1.946,82.74,0.9837
9979000,1.337,1.403e+09,1.104,4738,1.93,85.6,1.174
5.996e+09,1.604,204800000,1.811,3045,1.259,87.06,1.248
20110000,0.896,39110,1.471,3081,1.515,73.79,1.242
394000,1.847,128400000,1.126,3890,1.744,72,1.167
101600,1.711,2.142e+09,1.448,5565,1.237,70.98,1.026
313100,1.704,53270,1.743,8969,0.5392,77.17,0.9474
71080,1.818,1130000,1.984,10400,0.6207,70.53,1.087
44360000,1.044,2.351e+09,0.5855,5231,0.8472,67.06,1.09
8064000,0.9969,8.669e+09,1.784,5698,1.09,68.09,1.115
51200,1.037,8011000,1.238,5442,0.8594,93.41,1.251
4.631e+09,1.902,3.332e+09,1.419,6930,0.7629,101.8,1.28
2900000,1.941,30900000,1.314,4177,1.251,68.66,1.107
149500,1.207,122700,1.68,8876,0.9657,82.31,1.074
8529,1.302,447700,1.31,3432,1.91,84.97,1.123
1428000,1.979,5500000,1.326,3271,1.18,84.77,1.082
1441000,0.6328,6.964e+09,0.5591,4171,1.412,69.14,1.181
2616000,1.405,239300000,1.703,8300,0.9179,118.1,0.9351
780400000,1.049,7779000,1.627,4730,1.246,95.48,1.187
1627000,1.049,106500,1.707,4708,0.91,64.7,1.392
140700,0.9394,442100,1.801,2590,1.965,69.06,1.425
18100,1.489,690800,1.901,10320,0.7166,96.68,1.06
661100,1.076,8146000,1.288,16830,0.5084,85.55,1.123
55450,0.7624,10050000,0.6644,4127,1.399,78.49,1.097
176500,1.065,10680000,0.7698,3957,1.76,80.23,1.131
576200,1.169,1.75e+08,1.584,3469,1.918,78.65,1.101
176700000,1.188,4684000,0.8868,5651,1.054,96.56,1.072
2.57e+08,1.558,64130000,0.8475,17820,0.7271,93.89,1.275
76690000,1.175,88990,1.653,2929,0.9456,88.49,1.187
53760000,1.291,5786000,1.748,4598,0.8208,85.21,1.332
68730000,1.363,589800000,0.8239,3701,1.252,82.07,1.066
20750000,1.79,5376000,1.719,6415,1.036,74.98,1.132
435600,0.507,28330000,1.857,5107,0.9009,82.19,1.068
2089000,0.5435,1.429e+09,1.371,5322,0.8034,80.27,1.06
4.215e+09,1.14,1.332e+09,1.854,5395,0.9738,83.72,1.178
1.728e+09,0.5612,2.061e+09,1.403,5268,1.587,75.09,1.232
231600000,0.8346,2564000,1.595,3550,1.71,72.9,1.3
4463000,0.7448,8314000,0.6919,3352,1.791,87.43,1.159
12180,1.013,34840000,1.212,4238,1.876,81.09,1.278
3.975e+09,1.567,50230000,1.594,3667,1.893,71.46,1.21
108100,1.067,25690,1.582,3962,1.866,83.26,1.025
34140000,1.21,294800000,0.9475,4051,1.628,70.99,1.248
1.146e+09,1.812,38490000,0.9044,3774,1.831,67.83,1.215
308000,1.226,4893000,1.355,6901,1.698,75.72,1.26
2.882e+09,1.234,1090000,1.606,5680,1.108,83.62,1.119
14340000,0.8973,52510,1.772,6643,0.9414,76.73,1.088
164200000,1.192,2.333e+09,1.141,7116,0.9947,87.35,1.198
4.336e+09,1.499,2.947e+09,1.693,3966,1.638,86.97,1.181
1.861e+09,1.064,201300000,0.6975,10310,0.9073,68.11,1.055
461900,1.674,4.882e+09,1.933,6479,0.9771,78.52,0.9531
925900,1.205,5.729e+09,1.734,6460,0.7683,72.73,1.18
27070000,1.659,663700,1.34,4455,1.137,76.24,1.31
430100000,0.5072,777300000,1.204,4356,1.473,89.66,1.403
298700000,0.5432,18680,1.873,6473,0.9006,72.23,1.046
51370,0.9223,350200,1.193,5968,0.7849,77.77,1.162
8204000,1.511,206700000,1.507,4477,1.583,77.58,0.9062
121100,0.6375,148600,1.666,5046,0.899,75.59,1.296
53280,1.693,88470000,0.8001,3681,1.884,69.49,1.243
756800,1.609,610700000,1.282,4659,1.106,83.31,1.121
302000,1.771,4985000,1.345,5070,1.038,74.61,1.114
6112000,1.388,10920000,1.79,2992,1.647,81.62,1.207
2.87e+08,1.986,1903000,1.735,46020,0.55,67.47,1.112
7760000,1.254,116100,1.546,3229,1.677,70.82,0.9935
47350000,1.227,3.123e+09,1.225,8024,0.8602,66.11,1.232
10850,1.706,8117000,1.7,6450,0.837,104.4,1.162
7619,1.654,2945000,0.5777,4694,1.143,73.82,1.058
1.556e+09,1.636,255000,1.484,3223,1.337,75.21,1.138
72820,1.774,46590000,0.9947,4230,1.147,76.55,1.325
38650,1.23,4818000,1.469,3751,0.8342,77.23,1.365
259700000,1.557,24730000,0.8709,4573,1.038,88.81,1.113
246100000,1.741,3419000,1.097,3733,1.67,82.41,1.145
4.21e+08,1.346,3379000,1.118,3356,1.824,79.81,1.16
8612,1.803,1.54e+09,1.582,3979,1.46,77.64,1.15
3219000,1.01,8.05e+09,0.528,4739,1.908,81.53,1.055
1811000,1.341,7.6e+07,0.7706,6115,0.8239,84.89,1.055
20250,1.665,3.184e+09,0.6492,7915,0.9443,80.82,1.193
146200000,1.979,55550000,0.8468,17300,0.5774,65.78,1.044
553300000,1.525,1.042e+09,0.9424,8308,0.9869,81.78,1.264
2.599e+09,1.121,104300,1.969,4341,1.392,72.6,0.9352
727400000,1.022,562100,1.549,4859,0.9987,70.65,1.071
4973000,1.807,5.611e+09,1.676,7962,0.7645,74.36,1.14
3.69e+09,1.309,1.673e+09,1.848,9579,0.6574,98.46,1.147
5.5e+07,0.5576,1252000,1.016,4525,0.9673,73.68,1.434
7380000,1.039,477600000,1.524,6167,0.836,92.21,1.184
27200000,0.6619,2.015e+09,1.146,7607,0.7463,72.01,1.455
4066000,0.5734,138800,1.893,30610,0.6184,92.37,1.324
42260000,0.9953,2273000,1.243,34650,0.6195,80.34,1.073
43670000,0.5679,2410000,1.352,6599,1.044,65.1,1.04
1.773e+09,1.486,1198000,1.737,4268,1.257,78.69,0.9243
2.059e+09,1.054,4.57e+08,0.735,3025,1.806,86.24,1.249
1.053e+09,0.9574,2.326e+09,0.5723,3507,1.887,71.78,1.142
317200000,1.029,53120000,0.7758,6444,1.14,69.14,1.172
2500000,0.6918,1.069e+09,0.7924,3792,1.384,75.9,0.9641
1.99e+09,0.9222,1.909e+09,0.5307,6767,0.7872,83.57,1.078
13040,1.929,4.712e+09,0.7799,5204,1.468,69,1.231
119800,1.164,115200000,0.5152,5584,1.09,92.33,1.114
414800,1.671,31960,1.927,11190,1.698,83.54,1.115
6487,1.695,15600000,0.5817,21720,0.6219,73.14,1.094
13820,1.776,543300000,0.6266,11160,0.7941,84.61,1.256
41560,1.548,75970000,0.5468,3559,1.524,78.08,1.074
391100000,0.9431,1796000,1.315,6097,1.243,63.59,1.228
3.411e+09,0.8879,691900,0.9098,5549,1.026,96.77,1.256
274400000,0.8077,55920,1.68,7625,1.558,90.48,0.9359
37600000,0.5299,120100,1.788,5959,1.504,69.5,0.9522
6.109e+09,0.5646,13590000,1.279,3356,1.837,65.04,1.287
727400000,0.5745,18380000,1.431,3496,1.757,92.34,1.387
139000,1.715,4292000,0.9801,5592,1.314,89.89,1.417
1793000,1.194,1.015e+09,0.8862,4037,1.638,96.78,1.081
44300000,1.29,146600,1.581,6251,1.443,93.87,0.9417
1795000,1.856,106800,1.867,4387,1.431,121.7,1.137
358000,1.724,824000,1.16,3177,1.791,92.86,1.262
12080000,0.8192,197500000,1.665,2874,1.625,98.55,1.267
3.228e+09,0.8103,9.394e+09,1.838,4935,0.8549,85.5,0.9241
5626000,1.204,1.399e+09,1.522,6547,1.023,78.75,1.075
35390,1.323,2.876e+09,0.9254,5797,0.6329,107,1.222
7102000,0.92,39830,1.593,3293,1.643,101.5,1.346
104500000,1.312,238400,1.225,3137,1.822,71.58,1.238
56550,1.763,344000,1.717,3762,1.682,73.96,1.243
84470000,1.896,45250,1.678,3774,1.936,82.13,1.234
2.457e+09,1.884,86890000,1.189,3074,1.555,75.07,1.068
92940,1.684,357200,1.805,3481,1.841,82.08,1.126
1.95e+09,0.9804,505400000,0.7225,3851,1.765,72.73,1.027
1075000,0.8748,590900000,1.836,6034,1.143,79.31,1.17
18230000,1.475,3915000,1.214,9351,0.8283,84.9,1.113
1.58e+09,1.429,121100,1.168,3742,1.303,73.62,1.207
9.159e+09,1.212,406200,1.203,5015,1.417,78.98,1.226
7.148e+09,0.9207,16510000,0.6937,4683,1.25,71.77,1.061
