ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
10040,1.441,9941,1.002,568.4,1.288,40.03,1.103
9879,0.8269,8214,1.009,597,1.351,41.35,1.147
7924,1.115,9745,1.016,556.7,0.9219,40.33,1.084
4564,1.146,12350,0.8091,509.4,1.16,42.55,1.06
5471,0.8271,8172,1.223,518,1.189,39.53,1.112
7790,0.8615,8650,1.063,562.7,1.074,41.34,1.256
5983,1.088,7100,1.454,537.9,1.095,46.86,1.197
7598,0.8226,8540,1.008,621.7,0.8683,39.67,1.082
6603,0.9659,8775,1.027,525.5,1.452,48.04,1.06
7957,0.8184,10260,1.315,610.1,1.294,53.26,1
7245,1.221,9348,1.087,397,0.7084,50.5,1.212
9628,0.9536,9455,1.381,551.8,0.9385,41.83,1.181
11090,0.6503,10620,1.265,509.4,0.9629,43.26,1.131
13620,0.7312,8423,1.162,429.6,1.467,47.16,1.104
9480,1.217,9227,1.483,584.9,1.359,42.85,1.142
7645,0.7438,8599,1.171,453.9,1.889,39.16,1.187
6754,0.7312,7533,0.9708,442.7,0.8137,39.03,1.032
7971,0.9429,8975,0.8759,505.3,0.9168,36.41,1.067
8352,0.8908,9958,1.213,411.2,1.078,42.76,1.236
6592,1.054,10240,1.189,476.6,1.037,43.07,1.076
6598,1.111,8043,1.087,670.6,1.108,44.76,1.096
7497,0.877,6590,1.35,742.8,1.074,42.98,1.071
7562,0.9451,6803,1.179,642.9,1.153,42.13,1.15
7302,0.7507,8969,1.149,490.9,1.432,43.36,1.077
7233,0.8626,9379,1.061,616.3,1.236,42.57,1.095
7568,0.8818,8270,1.142,491.3,0.7879,41.42,1.229
6031,1.06,7504,0.9597,590,0.9967,43.26,1.015
5078,1.125,7228,1.114,695.1,1.069,40.6,1.022
5454,0.7444,7713,1.01,522,1.536,44.19,1.045
6590,0.8228,11060,1.384,773.9,1.279,42.2,1.129
7579,1.081,8262,0.8666,425.3,0.8522,45.05,1.101
7907,1.303,7481,0.9685,622,1.107,43.14,1.122
11610,1.554,6712,1.209,484.1,1.214,43.47,1.077
7632,0.9196,11840,1.445,535.2,1.116,43.54,1.085
14660,0.9179,8025,1.172,528.7,1.133,40.35,1.21
6485,1.313,8488,0.9773,430.4,1.344,39.88,1.212
6551,1.062,9711,1.108,423.1,1.246,41.37,1.044
6681,1.28,6985,0.8991,789.1,0.9422,45.61,1.139
6313,0.7676,8273,1.166,618.9,0.761,44.45,1.207
9643,1.161,10510,1.435,396.9,1.034,45.18,1.261
8002,1.162,8378,1.216,431.4,1.104,46.33,1.051
14980,1.494,7539,0.969,482.2,0.9522,46.97,1.132
6785,1.362,10490,1.456,556.7,0.8907,40.72,1.186
5212,1.169,7558,1.14,754,1.084,44.73,0.9967
7675,1.168,7890,1.217,602.1,0.9356,45.24,1.068
6193,0.9672,9154,1.094,519.1,0.8249,37.36,1.147
5582,0.5955,7655,0.9205,518.3,1.2,45.54,1.039
7246,0.7792,7472,1.576,413.4,0.8458,44.01,1.034
7232,1.09,7057,1.274,469.7,0.9325,41.13,1.077
7145,0.9745,6636,1.003,656.3,0.9007,42.84,1.198
13230,0.9209,7142,1.015,447.3,0.9492,39.43,1.119
12990,1.014,8679,0.9907,503.2,0.9572,48.2,1.093
8533,0.6344,8017,1.073,515.1,0.9784,40.13,1.226
8209,0.8901,8964,0.8876,523.3,1.028,41.74,1.055
7200,0.8124,8231,1.299,428.8,1.027,44.25,1.105
8975,0.89,7353,1.018,662.4,1.176,43.69,1.085
7858,0.8157,12080,1.191,457.8,1.178,43.1,1.189
7633,1.023,7709,1.123,568.6,1.118,44.31,1.138
10570,1.678,9769,1.261,475.3,1.279,46.36,1.019
11270,1.226,6958,1.023,668.9,1.266,41.85,1.278
10270,0.8293,5420,1.085,445.4,1.196,44.61,1.018
5706,1.041,6122,0.9052,424.9,1.301,42.2,1.096
6151,0.8153,12320,1.243,600.5,1.203,42.39,1.284
5266,0.9353,6471,1.72,680.1,0.9477,40.85,1.175
6331,0.8234,6525,1.206,554.3,0.948,38.14,1.247
8387,1.356,6352,1.526,524.8,0.9277,44.73,1.157
8397,0.9046,7758,1.226,550.5,0.9108,41.88,1.11
8001,0.7576,9626,1.264,730.6,1.006,39.71,1.166
15770,0.526,12970,1.592,450.7,1.362,41.87,1.235
