Kmax,Ku,n,halfmax,Vhalf,slope
55.74,0.01465,1.037,330800,-103.2,0.0001685
22.68,0.01751,1.067,167100,-85.36,0.0001357
53.06,0.03375,0.98,191200,-160,0.0002775
129.2,0.01707,0.9435,323600,-84.82,0.0003993
43.39,0.01349,0.9315,95820,-82.16,0.0004528
131100,0.4676,0.867,171200000,-80.66,0.0007658
37.27,0.01354,1.016,175600,-86.87,0.0002122
9347,0.02018,0.8367,9112000,-94.87,0.001026
26.29,0.0233,1.079,203000,-112.2,0.0001295
145.1,0.01485,0.9305,354400,-81.91,0.0004094
35.68,0.4364,0.8634,41150,-93.29,0.0008671
31.33,0.1054,1.029,158300,-155.5,0.0001979
33.54,0.02145,1.076,272400,-88.64,0.0001231
82.35,0.9762,0.845,89700,-92.76,0.0009181
33.16,0.2012,0.9918,128100,-92.98,0.0002589
68.57,0.01838,0.9916,278000,-93.39,0.0002467
63.11,0.9949,0.9387,163900,-92.11,0.0003851
104700,0.01509,0.8451,110400000,-84,0.0009484
1844,0.9959,0.7985,1239000,-164.6,0.001488
27.85,0.01468,0.9611,71030,-91.52,0.0003921
37360,0.8474,0.9447,104700000,-89.95,0.0003568
25.3,0.03291,0.9901,96470,-143.9,0.0002623
334400,0.03395,0.8838,509100000,-94.87,0.0006568
43.89,0.01358,1.086,406400,-100.3,0.000108
42370,0.03385,0.8923,72040000,-101.1,0.0005881
227500,0.02756,0.7572,105400000,-87.57,0.002158
311.2,0.01319,0.8924,492300,-89.13,0.0006321
33.89,0.03149,1.01,142500,-163.3,0.0002378
22.08,0.9999,1.151,356900,-173,6.187e-05
2484,0.02415,0.8956,4435000,-84.99,0.0005601
23.58,0.02345,1.015,106000,-101.8,0.0002225
36.26,0.01579,1.079,304500,-94.24,0.0001191
35.05,0.9909,0.9758,118200,-86.78,0.0002965
333.6,0.01524,0.8881,509200,-84.7,0.0006551
132.6,0.02253,0.8929,195900,-142.1,0.0006769
286500,0.0232,0.8518,340700000,-84.29,0.0008409
131,0.01238,0.9322,304100,-85.27,0.0004308
27.44,0.0203,1.131,359700,-170.3,7.629e-05
73.78,0.01478,0.9406,187000,-83.14,0.0003945
46.47,0.03395,0.9789,151200,-169.8,0.0003073
95.39,0.981,0.8467,99840,-91.81,0.0009554
87.53,0.01776,0.9788,309600,-84.7,0.0002827
28.68,0.02312,1.013,125600,-88.06,0.0002283
27.68,0.0227,0.9833,97790,-108.7,0.0002831
56.3,0.02464,0.8965,90670,-105.3,0.0006209
158.8,0.01217,0.848,169200,-88.35,0.0009385
60.44,0.01406,0.9497,159100,-104.8,0.0003799
66.35,0.01619,0.9157,141100,-78.82,0.0004702
58.09,0.03133,0.936,123800,-163.2,0.0004692
34.63,0.01959,1.108,400900,-81.88,8.638e-05
30.22,0.282,1.029,155300,-159.9,0.0001946
28.2,0.02224,1.038,155800,-87.5,0.000181
27.16,0.01719,1.064,197300,-87.46,0.0001377
45.55,0.01468,1.033,261800,-92.24,0.000174
1658,0.01385,0.8601,1991000,-83.36,0.0008327
22.31,0.8985,0.9812,77240,-104.5,0.0002888
44.58,0.01978,1.024,212400,-170.9,0.0002099
53.09,0.01496,0.9793,183200,-87.39,0.0002898
93.72,0.01676,0.8907,148100,-102.7,0.0006328
72.22,0.01467,0.9033,117000,-88.14,0.0006173
584.7,0.289,0.8386,577500,-160.8,0.001012
31.85,0.1334,1.038,196100,-82.85,0.0001624
231.8,0.03249,0.8091,172500,-151.6,0.001344
39.72,0.01937,0.9723,122600,-117.3,0.000324
49.07,0.01874,0.9312,109100,-97.81,0.0004498
26.13,0.01844,0.9609,72340,-86.54,0.0003612
32.77,0.04202,0.9846,110300,-156.1,0.0002971
24.18,0.0182,0.9977,91370,-89.03,0.0002646
27.84,0.0296,1.046,160300,-160.9,0.0001737
36.83,0.02141,1.005,156300,-132.6,0.0002356
61.55,0.9531,0.9947,263400,-164.7,0.0002337
37.66,0.01957,0.9883,155600,-81.27,0.000242
34.12,0.0362,0.9934,124800,-88.23,0.0002734
37.94,0.01438,0.9638,106200,-94.22,0.0003573
60.69,0.01218,0.9733,214000,-89.44,0.0002836
338500,0.01422,0.861,430700000,-83.7,0.0007859
28.67,0.02769,1.012,126600,-169.9,0.0002265
206700,0.01353,0.8686,293600000,-79.33,0.000704
101.5,0.01471,0.9618,312400,-86.62,0.0003249
18.4,0.02147,1.097,168800,-153.7,0.000109
135700,0.02375,0.8296,119900000,-176.4,0.001132
655300,0.0182,0.8211,568200000,-96.33,0.001153
358.5,0.01139,0.8325,363300,-82.64,0.0009868
36.42,0.01525,0.9634,108000,-89.74,0.0003372
24.43,0.01739,1.102,267300,-90.18,9.14e-05
32.96,0.9997,1.029,164600,-159.9,0.0002002
36.38,0.04207,0.9099,61050,-88.86,0.0005959
27.02,0.9706,1.06,186000,-159.8,0.0001453
68.76,0.0198,1.004,294600,-92.11,0.0002334
115.2,0.02022,0.9484,323900,-98.69,0.0003557
122,0.02482,0.8497,131100,-86.07,0.0009306
53.55,0.0126,0.9299,119900,-90.73,0.0004466
81.93,0.0139,0.877,121500,-79.46,0.0006743
45.56,0.9957,0.9319,108600,-88.27,0.0004195
28.52,1,0.9447,66340,-148.5,0.0004299
78.19,0.01527,0.9152,153800,-87.76,0.0005084
69.93,0.0159,0.8618,82160,-83.97,0.0008511
64.74,0.9933,0.9399,157400,-173.9,0.0004113
20.73,0.01772,1.125,265800,-85.45,7.799e-05
40.1,0.01944,0.8959,59230,-86.58,0.000677
34.5,0.9913,0.9645,105400,-84.03,0.0003273
