ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
1.792e+09,1.586,35050000,1.982,2154000,0.9053,86650,1.187,5887,0.9878,409600,0.6845,3149,1.127
7.33e+09,1.636,2.52e+08,1.114,148700000,1.815,95520,1.801,5188,0.9469,401600,0.7266,3414,1.169
241300,1.862,440200000,0.621,2246000,1.729,125800,1.073,5895,1.084,230000,0.9555,2959,0.8326
186300,1.689,179900000,1.963,5.435e+09,1.354,78340,0.9325,5876,0.9687,470600,0.5861,3118,0.9828
285200,1.194,672700000,0.9771,1.422e+09,1.468,77300,1.013,5835,0.956,502800,0.6772,3091,0.9183
3.277e+09,1.772,3.197e+09,0.8705,6378000,0.6369,107400,1.083,5949,0.9169,409800,0.5801,3362,1.251
1.361e+09,0.9264,7.11e+09,0.8387,32750000,1.569,83610,1.697,5395,0.9653,375500,0.6734,3294,1.447
346800000,0.7877,5225000,0.7882,830100000,1.788,86080,0.9424,5776,0.8818,512800,0.6817,4028,1.778
55970000,1.97,1173000,0.9431,46560000,0.7084,96790,1.094,5898,0.9493,597100,0.63,3759,1.083
3124000,1.212,268600,1.299,8.42e+08,1.878,80300,1.354,6061,0.9377,599300,0.6281,3813,1.16
2138000,0.8979,2988000,0.6469,7.362e+09,0.9663,109400,0.7764,6048,0.9917,563000,0.5979,3389,1.356
608500,0.7403,2269000,0.943,11690000,1.483,81670,1.279,6276,0.9609,310400,0.7353,3216,1.225
10460000,0.6506,227600000,0.5253,1.37e+09,1.91,75300,1.326,5915,0.8745,344800,0.5969,3960,1.26
495300,1.09,1.902e+09,1.837,1205000,1.318,88720,1.043,6078,0.9442,350500,0.7801,3478,1.183
522500,0.7579,17590000,0.9636,5576000,1.076,79860,0.8489,6345,0.9694,435800,0.6515,3615,1.229
1262000,0.7708,1.82e+08,0.956,4943000,0.9683,65010,1.292,6457,0.9375,902100,0.5057,3531,1.167
393100,1.039,15440000,1.199,57340000,0.6666,101300,0.8952,6342,0.9313,591000,0.626,2933,1.023
389200,1.009,722500,1.889,1976000,1.31,78760,1.08,6247,1.044,904800,0.5213,3348,1.191
53730000,0.9933,324500,1.856,1269000,1.521,79110,1.33,5941,0.978,1046000,0.5279,3096,0.9813
40230000,1.089,256400,1.706,3.581e+09,0.7443,109400,0.9912,5504,0.9742,728200,0.5717,4062,1.165
448200000,1.678,10180000,0.7558,16430000,0.7976,106000,1.084,6492,1.046,639100,0.5434,3118,1.172
8.45e+08,1.37,959800,0.7827,20940000,1.472,64620,1.048,6718,0.8951,430400,0.7086,3166,1.024
331800000,1.842,258800000,0.5544,6.499e+09,0.6884,82840,1.213,5485,1.088,604700,0.6086,3129,1.191
120400000,1.932,17970000,0.6543,15920000,1.918,99240,0.8812,6207,1.017,484100,0.6576,2122,0.7569
9552000,1.995,10840000,1.083,16350000,1.297,58930,1.331,5344,0.9736,567100,0.6438,2326,0.99
2189000,0.5053,139300000,1.405,29080000,1.664,108000,1.027,5546,0.9519,796600,0.5912,4261,1.561
3.439e+09,1.263,4.04e+08,1.186,1.318e+09,1.86,81690,1.445,5534,1.025,649900,0.5648,3285,1.272
6.913e+09,0.7589,11100000,1.094,11420000,1.688,88830,0.9275,5967,1.144,614500,0.624,3295,1.189
3.35e+09,1.607,1267000,1.382,1.599e+09,0.8462,78200,1.011,5867,0.9525,313100,0.7271,3472,1.421
679600,0.9276,215300000,1.968,925800,1.832,73200,1.176,5698,1.004,4e+05,0.6066,2965,1.104
993100,0.8205,2222000,1.534,118800000,1.692,82900,1.286,5882,1.057,568900,0.5577,2517,0.8517
1464000,0.6631,5.781e+09,1.927,59340000,1.871,103400,0.763,5824,1.024,606900,0.5352,3464,1.181
425800000,1.223,7.705e+09,1.824,2.07e+09,1.592,132900,0.6408,6269,1.054,440700,0.6613,3567,1.264
1273000,1.68,474100000,1.999,1215000,1.45,133900,0.6893,6074,0.9443,570000,0.6329,4334,1.373
322600000,1.953,183300000,1.488,615600000,1.279,94910,1.024,5957,0.9699,794400,0.5521,3626,1.218
274800000,0.5644,11490000,1.651,115700000,0.6549,75150,0.9393,5628,0.998,542000,0.6563,3688,1.142
4.361e+09,1.34,180400,1.461,7919000,1.094,96030,0.8968,5687,0.9814,992200,0.5162,3356,1.177
136300000,1.987,250200,1.834,607800,1.075,74970,1.241,5723,0.9878,377100,0.7272,2745,0.8742
1.778e+09,1.938,4.829e+09,1.463,2.15e+09,1.881,95180,1.018,6669,1.236,510800,0.5811,2600,0.7858
416400,1.365,1.979e+09,1.412,41540000,1.944,107400,0.8197,5812,1.077,483000,0.68,3319,1.315
34360000,1.774,1.34e+08,1.094,35290000,1.662,70470,1.201,5712,0.9819,401600,0.6855,2756,0.9237
442100,1.255,1.67e+08,0.876,6.046e+09,1.793,57830,1.394,6026,1.055,459800,0.5914,3443,1.016
291700,1.687,8301000,1.494,6.585e+09,1.39,51570,1.293,6355,0.9391,313900,0.7333,3308,0.8526
5732000,0.6161,5.81e+08,1.519,285100000,0.8634,124800,1.008,5845,1.042,440000,0.675,2987,1.115
1881000,0.5195,235000,1.466,1939000,1.837,63660,1.499,6421,1.059,834500,0.5276,3083,1.033
708000,0.6396,350400,1.857,57090000,1.144,165400,0.5407,5499,0.9905,377100,0.6981,3795,1.496
317300,1.559,477400,1.403,24180000,1.782,115300,0.7914,6002,0.972,559800,0.5704,3854,1.408
820900,0.9696,17220000,1.681,583300,1.846,92680,1.213,6170,1.002,594100,0.5813,3024,1.054
295400,1.176,1.277e+09,1.537,1.38e+09,1.915,101000,1.125,5597,0.9874,511600,0.6919,3084,1.026
152900000,1.612,2966000,1.537,5.761e+09,0.9046,86930,0.8455,5921,1.086,468100,0.5845,3551,1.014
422500,1.096,864000,1.184,210500000,0.9048,100600,1.134,6659,1.1,772800,0.526,3290,1.342
166800,1.826,4945000,1.408,6.612e+09,1.358,99800,1.3,6570,0.986,974900,0.5386,2560,0.9496
523100,0.6016,1.538e+09,0.5932,14450000,0.5281,106100,1.081,5576,0.9953,426700,0.7215,2596,0.886
333900,1.337,7539000,0.9479,10010000,1.283,85240,0.9648,6496,0.9083,998300,0.5846,3926,1.449
12210000,0.5695,1806000,1.238,35360000,0.5611,77110,1.121,4853,0.9887,374100,0.766,2746,0.9281
70990000,0.9524,567700,0.9645,5713000,1.54,68400,1.404,5774,0.9239,730800,0.5419,3583,1.163
2069000,0.7245,276900,1.715,68520000,1.451,85550,0.7211,5666,0.878,504600,0.6042,4188,1.378
1872000,0.6639,8.498e+09,0.9626,1096000,1.378,75120,0.987,5783,1.048,502800,0.6993,3342,0.9233
136900000,0.9835,31720000,1.692,3862000,1.394,71280,0.9578,6108,1.044,693700,0.5317,2539,0.7044
2936000,0.5476,549100000,1.942,4.299e+09,1.695,61720,1.016,6467,1.046,623400,0.6572,3487,1.159
1780000,0.6523,360900,1.929,3.669e+09,1.987,104000,0.9261,6632,1.055,331500,0.7779,3422,1.272
1691000,0.5376,219900,1.886,109100000,1.175,72190,1.493,5654,1.151,509900,0.5858,3323,1.071
1363000,0.6582,272800,1.814,73010000,1.7,90610,0.9373,6210,1.05,593200,0.5573,3802,1.19
417400,1.801,268800,1.805,44210000,1.182,86530,0.8951,6418,0.9737,578500,0.5636,3035,1.138
159700,1.948,4.7e+09,1.322,2119000,1.844,76330,1.23,5590,0.945,795600,0.5011,3654,1.145
2.919e+09,1.706,1.39e+08,0.9801,486800000,1.38,54200,1.307,6204,0.8951,627200,0.5818,3826,1.105
1226000,0.7445,15890000,1.119,351500000,1.84,85810,1.463,6347,0.9478,447600,0.6329,3006,1.006
629000,1.838,14870000,1.832,18040000,1.972,59080,1.198,6082,0.903,502200,0.6748,3424,0.9902
113800000,0.755,371500,1.996,88310000,1.449,95770,1.043,5668,0.9017,515800,0.6654,3532,0.9598
780700,1.301,338100,1.653,169500000,1.447,125200,0.8264,6004,0.9376,539000,0.6607,3136,0.9284
180500,1.886,98650000,1.167,4175000,1.588,68390,1.178,6290,1.016,386300,0.6882,3697,1.737
6.827e+09,1.999,366200,1.055,10370000,1.672,106700,0.8468,5772,0.9618,753000,0.5527,3882,1.284
6.827e+09,1.999,448800,1.235,758100000,1.506,144700,0.9234,5742,1,630900,0.5795,4034,1.415
2314000,0.7208,481500,0.8773,812500000,1.72,78810,0.9495,5828,0.9724,799900,0.5034,4049,1.039
2.519e+09,1.285,1.39e+08,1.806,64380000,1.993,64210,0.9401,6044,0.9796,838400,0.517,3016,1.113
378700,1.212,52280000,0.5982,1.435e+09,0.7435,92170,0.9873,6299,1.001,744000,0.6201,3003,0.9594
4.701e+09,1.87,216000,1.863,422300,1.875,70000,0.9341,5910,0.9775,416800,0.7261,4171,1.025
836100000,1.71,381500,1.71,442500000,1.596,95640,0.9339,6073,1.068,403800,0.7782,3146,0.8805
58430000,1.729,49520000,1.274,8.791e+09,1.445,69400,1.404,5532,0.8769,268400,0.8882,2618,0.7712
8.712e+09,1.847,375200,1.367,1.936e+09,0.5737,70760,1.16,5702,0.7813,396300,0.7365,2746,1.079
1560000,1.896,403000,1.409,18440000,1.907,96350,0.8038,5674,0.866,658900,0.5632,2920,0.8078
255600000,1.196,220600,1.947,517600,1.121,81130,0.9277,5735,0.9026,579600,0.5993,3508,1.155
268400,1.688,742400,1.775,409100,1.974,90820,1.245,5903,0.9856,446700,0.5798,3413,1.216
909900,1.008,24160000,1.437,3161000,1.76,75570,1.018,6106,0.9856,331700,0.6987,3698,0.9549
381900,1.749,3.09e+09,1.287,2.344e+09,0.6472,85550,1.134,5981,0.9185,910800,0.6212,3813,1.127
3029000,0.9071,4690000,1.935,3089000,0.8159,81020,1.167,6259,1.01,338900,0.7872,3582,0.9028
234500,0.9953,392700000,0.8726,18250000,1.069,91810,1.077,5529,0.8722,413000,0.746,2825,0.9782
745600,0.7843,4.227e+09,1.143,2.018e+09,1.963,93660,0.9567,5805,0.9292,826800,0.5119,3215,0.9889
912400,1.71,973100,0.8878,9.721e+09,1.497,96440,0.9121,5663,0.9082,591000,0.6073,3418,1.075
13550000,1.722,4735000,0.9588,317700000,1.175,79090,1.392,5707,0.972,437600,0.6729,3580,1.007
205100000,0.904,16950000,0.9132,706600000,0.8796,79100,1.296,6079,0.7884,476900,0.6314,3313,1.265
1223000,1.719,1590000,0.8494,63880000,0.7026,106700,0.6895,6436,1.016,550400,0.6593,3564,1.372
773900,1.607,328200,1.26,3290000,1.333,114900,0.8271,5904,0.8985,437700,0.6694,2736,1.058
12420000,1.031,235900,1.454,13850000,0.706,131600,0.7635,6279,0.8706,894100,0.526,2812,0.8997
193800,1.71,2121000,0.5844,3.101e+09,0.5335,127600,1.023,5767,1.036,685800,0.5618,2734,0.8745
191600,1.833,22300000,0.7693,1.22e+09,1.99,98840,1.012,5918,0.9151,763500,0.5833,3157,0.9895
292200,1.657,4442000,0.7235,27230000,1.656,70270,0.974,5877,0.9849,386300,0.6868,3097,1.127
89480000,1.325,1510000,0.7503,4.613e+09,1.017,67680,1.037,6011,1.067,541900,0.5677,3265,1.028
4.178e+09,1.357,8373000,0.6529,273900000,1.776,110200,1.005,5475,0.9434,528500,0.6319,4047,1.088
717700000,1.801,239400,1.392,5291000,1.617,110800,0.9486,5688,0.916,347900,0.8285,3216,0.8633
1910000,1.048,1016000,1.27,38810000,0.7332,124200,0.9229,5867,0.9571,341400,0.8294,2968,1.206
1061000,0.7696,33600000,0.899,12880000,1.683,77850,1.797,6148,0.9866,369400,0.7469,2973,1.046
1287000,0.5964,357400,1.481,19780000,0.7968,86540,1.472,5343,0.8841,288400,0.8006,3873,1.13
3.28e+09,1.702,16320000,0.9511,82180000,0.7325,81610,1.348,5850,0.9439,852100,0.5205,3277,0.8983
9.847e+09,1.148,7.817e+09,1.203,773700000,1.167,60100,1.396,5835,1.083,716500,0.5447,3003,0.9447
640400000,1.553,228900000,1.103,39250000,1.279,116400,1.209,5810,1.046,624500,0.5423,2802,1.037
705400000,1.634,3621000,0.9678,140800000,0.6097,81680,0.9746,5914,0.9205,548100,0.6063,3099,1.018
31420000,1.076,222800000,0.8997,9160000,1.774,52300,1.364,6063,1.004,402900,0.6688,2962,1.088
920900,0.5963,279600,1.402,3312000,1.232,73680,0.9615,6272,0.99,414700,0.6942,3399,1.22
737500,0.7994,2207000,0.7753,2458000,1.524,66320,1.485,6149,0.9795,445200,0.7113,2895,1.138
206300,1.087,7452000,0.5151,8.374e+09,1.595,87780,0.8329,5996,0.9759,691800,0.5833,3215,1.396
3.871e+09,1.205,31380000,0.9258,615200000,1.682,79400,1.182,5939,0.8363,615300,0.5293,3399,1.633
198300000,1.46,8988000,1.718,21010000,1.697,83080,0.7768,4788,0.9785,617400,0.5449,3615,1.055
2550000,1.819,282100,1.851,44090000,1.639,132700,0.8362,5650,0.9495,817400,0.5239,3810,1.049
7750000,0.6909,221600,1.154,29190000,1.355,82320,1.15,6069,0.9061,666900,0.5819,4609,1.053
14050000,0.6364,17960000,0.9977,1099000,1.126,77690,1.479,5956,0.9537,523700,0.5563,4463,1.157
2.255e+09,1.853,8484000,0.6213,258600000,1.404,67490,1.127,5617,1.028,737700,0.5281,3216,0.9079
5234000,1.053,10210000,0.6497,1444000,1.651,105400,0.8726,5514,0.9659,833400,0.5434,3432,1.274
190600,1.567,673700,0.6925,32610000,1.539,99550,0.9872,5580,1.052,354400,0.7283,3442,1.239
500300,1.75,891600,0.6322,352700000,0.7335,91020,1.171,6058,1.07,561500,0.6661,3615,1.453
347200,1.128,66020000,0.5216,135200000,1.046,71550,1.17,5920,0.9408,557600,0.6588,3871,1.323
355500,1.112,161900,1.796,1.883e+09,1.447,112200,1.238,5850,1.019,460900,0.6868,2809,0.8575
326900,0.9313,516600,1.844,45190000,1.558,75170,1.473,5627,0.8546,1345000,0.5008,2712,0.9553
43380000,0.7133,4101000,0.6434,63210000,1.356,75320,1.341,5526,1.051,852700,0.5468,3664,1.218
525800,1.057,1260000,1.058,3947000,1.295,128800,1.084,5369,0.9903,527600,0.585,3381,0.9776
722800,1.819,58980000,0.5073,6116000,1.673,107200,1.271,5448,0.9576,753100,0.5121,3821,1.28
271700000,0.8733,2783000,0.6036,1.674e+09,1.78,88800,0.8006,6280,1.1,543900,0.6912,3607,1.612
881700,0.6913,813200000,1.143,2.196e+09,1.651,92100,0.7604,5664,1.019,371500,0.7496,3525,1.073
1286000,0.6074,470700,0.8322,133800000,1.95,71740,1.131,5653,1.025,604200,0.6001,2774,1.448
1521000,0.9133,2835000,0.7567,3881000,0.985,62070,1.314,5739,0.992,422300,0.6591,3754,1.232
1.944e+09,1.427,11720000,0.7278,262500000,0.5095,79830,1.149,5915,0.8982,699700,0.5353,3941,1.021
33180000,1.054,6354000,0.764,6032000,1.71,75340,1.15,6025,0.8914,520500,0.6185,3452,1.293
917800000,1.725,3011000,0.7358,2860000,1.405,61970,1.161,6216,1.035,645800,0.5651,3263,1.103
27160000,0.5015,1.491e+09,1.165,1.109e+09,0.8592,89920,1.415,6181,0.9903,378000,0.7036,3523,1.061
5193000,0.7695,980100000,0.7206,4.86e+08,0.5985,63510,0.9737,6089,0.9069,642100,0.5988,4524,1.546
1861000,0.8894,41660000,0.6053,9.132e+09,1.441,70830,0.9673,6104,0.8789,717300,0.5552,2382,0.8966
508500,1.838,5432000,0.5342,317100,1.886,86320,0.8683,5863,0.9301,433500,0.6578,3716,1.108
363900,1.756,5.004e+09,1.782,1.501e+09,0.8079,77250,1.181,5974,0.9145,711800,0.5585,3521,1.027
394000,0.9318,653900,1.661,741200000,1.596,99840,1.16,5376,0.8989,742400,0.5629,2969,0.9562
336600,1.254,328900,1.087,19020000,1.012,120200,0.823,6143,0.9574,524200,0.5807,3250,1.36
1532000,0.6643,64370000,1.366,3198000,0.8336,112500,0.8764,6252,0.9481,479000,0.5734,3333,1.283
65480000,1.51,11110000,1.63,1.132e+09,0.5514,71390,1.1,6045,0.9976,673500,0.5817,3095,1.129
960700,1.132,6056000,1.986,367200000,1.726,92350,0.9183,6838,1.058,533300,0.5072,2997,1.128
5982000,0.5063,487200,1.819,247600000,1.189,58050,1.467,6110,0.9741,423000,0.583,3003,1.171
