ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
6080,1.831,13410,1.178,2999,1.11
5813,1.605,13630,1.006,4180,0.784
4696,1.734,14250,1.06,1705,0.5893
5552,1.737,13180,1.287,5095,0.5151
4908,1.419,13500,1.218,3214,0.5342
4408,1.543,13950,1.015,2390,0.8629
4730,1.541,14280,1.111,4550,0.6716
6281,1.995,12220,1.279,2833,0.7231
4012,1.714,13900,1.293,4485,0.586
3914,1.357,13120,1.288,2929,0.709
5161,1.449,13390,1.104,3295,0.5389
5060,1.74,13840,1.108,3523,0.7768
4758,1.701,13140,1.096,2449,1.037
4642,1.754,12180,1.266,3533,0.6204
4483,1.414,14280,1.044,3157,0.7915
5568,1.577,15540,1.079,2503,0.6386
5776,1.875,13620,1.288,3748,0.8467
5173,1.578,13450,1.344,5699,0.9057
4861,1.625,12440,1.203,2644,0.9077
4845,1.713,13320,1.449,3197,0.7084
4100,1.555,11810,1.636,5059,0.7305
4795,1.551,12880,1.513,4790,0.565
5315,1.644,12100,1.656,2834,0.7947
5956,1.959,14700,1.154,3153,0.8939
4831,1.959,13080,0.9938,2430,0.631
5974,1.53,13090,1.12,2730,0.6796
4135,1.546,14110,1.141,3825,0.5935
4245,1.519,14760,1.073,2743,0.761
4915,1.906,15030,1.009,2972,0.7678
5129,1.71,13860,1.068,3544,0.8093
4434,1.526,12860,1.361,4548,0.6081
5700,1.856,13840,1.004,2394,0.784
4783,1.888,14670,1.056,3915,0.8196
5393,1.907,14700,1.012,4785,0.6866
5420,1.696,14130,1.064,5852,0.5645
4621,1.69,13740,1.034,4377,0.7045
4723,1.469,13730,1.163,5065,0.6233
4862,1.705,13190,1.106,4216,0.6099
4899,1.892,12190,1.375,2866,0.7684
5307,1.635,14860,1.08,5159,0.5913
4659,1.537,13340,1.138,4998,0.7292
4557,1.551,12670,1.208,3209,0.7052
4852,1.485,11790,1.221,3699,0.5609
5682,1.709,12520,1.448,3295,0.757
4070,1.659,12200,1.185,3461,0.6595
5126,1.771,13250,1.107,2458,0.7159
5438,1.654,13210,1.034,4675,0.5961
4936,1.717,13820,1.056,4447,0.5712
5377,1.65,14540,0.9341,2883,0.7126
4985,1.737,12720,1.241,3340,0.631
5447,1.492,13690,1.206,3863,0.7355
5138,1.388,13620,1.046,4604,0.812
4333,1.42,14830,1.155,3035,0.6009
5276,1.561,13310,1.276,3110,0.7033
4141,1.476,12620,1.342,3784,0.6691
