ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
344.1,0.8576,18380,0.97,13360,0.5747
219.2,0.8585,86220,0.6539,18650,0.535
244,0.7773,89690,0.6209,20430,0.5207
218,0.7623,26710,0.9497,15080,0.502
238.4,0.8371,15750,1.028,8690,0.7027
272.7,0.8534,5216,1.635,7838,0.593
272.6,0.8864,32910,0.8001,10590,0.6234
289.2,0.8267,6821,1.46,16760,0.5038
247.5,0.9854,8705,1.233,16600,0.5868
264,0.8479,36760,0.8234,14390,0.6366
265.8,0.843,6387,1.382,19990,0.5135
258.5,0.8238,16660,0.9774,19240,0.5315
277.8,0.6443,16410,1.055,11100,0.6863
234.4,0.7974,8639,1.393,6388,0.7511
271,0.8584,22800,0.9275,10390,0.7079
285.9,0.7911,13670,1.043,17030,0.502
310,0.8735,5730,1.657,18430,0.5001
327.6,0.6196,4905,1.633,17400,0.5238
241.4,0.7929,24630,0.977,18600,0.557
208.3,0.9737,8760,1.134,11600,0.572
214.5,0.7675,5604,1.746,12850,0.5392
264.7,0.9386,18620,0.8583,17320,0.5081
246.4,0.9011,28890,0.8868,14740,0.5315
274.7,0.6718,35000,0.8075,19180,0.5436
319.8,0.745,26000,0.8298,11790,0.5576
266.4,0.7227,5654,1.678,10840,0.6446
317.8,0.7918,99200,0.6917,21410,0.5408
229.3,0.8577,8445,1.314,9889,0.5701
221.8,0.8168,22500,0.883,10090,0.5933
296.4,0.8791,37500,0.7796,15520,0.5394
264.3,0.848,40150,0.7989,11660,0.5814
256.6,0.8926,14260,1.074,11830,0.5115
237.4,0.8436,27600,0.7933,9684,0.5838
256.1,0.7046,15750,1.053,11790,0.553
267.1,0.9527,18470,1.034,15080,0.543
236.1,0.8671,39420,0.7472,15550,0.5187
282.4,0.8687,32970,0.8178,15630,0.5292
268.9,0.7743,6596,1.407,8619,0.5578
262.3,0.7947,29590,0.8098,9595,0.6505
237.3,0.8068,19560,0.8701,20640,0.5053
274.4,0.8842,36180,0.7846,10750,0.565
195.6,0.7684,181100,0.5712,16950,0.5416
256.4,0.7804,152800,0.5674,7165,0.6416
270,0.8246,56090,0.7242,13700,0.5919
280.8,0.9851,67150,0.7525,11400,0.5378
275.4,0.7488,88220,0.6295,16530,0.5076
246.3,1.038,84520,0.6478,13450,0.6019
272.6,0.9833,40080,0.7915,11140,0.5872
282.1,0.798,12920,1.17,11760,0.5734
243.3,0.7719,15260,1.011,12640,0.5484
302.5,0.7381,24260,0.8439,16490,0.5619
274.9,0.8189,4236,1.617,8432,0.6924
278.4,0.7658,11930,1.075,8552,0.6376
242.2,0.9187,160700,0.5932,9366,0.6371
259.7,0.7573,202700,0.5367,13260,0.6055
289.8,0.822,251500,0.5186,17830,0.5203
238.7,0.6836,282400,0.5036,6098,0.7501
218.7,0.85,244200,0.5605,5976,0.6816
246.1,0.9346,314700,0.512,5146,0.7722
