ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
64500,1.661,1013000,1.263,3283000,1.462
4075000,1.452,1154000,1.191,22760,1.677
124300,1.901,105800,1.244,2.655e+09,0.6824
19450,1.662,30790,1.523,1.286e+09,0.8637
652800000,1.245,269800000,1.498,52840000,1.506
53570,1.187,56750,1.967,723100,1.114
1.857e+09,0.8909,1.569e+09,1.462,87970,1.022
9705000,1.817,692000,1.757,2025,1.303
774000,1.87,12890000,1.817,5.005e+09,1.402
34800,1.152,27970000,0.5926,1.621e+09,0.8642
1733000,0.7771,2220000,0.919,145300000,1.505
1356000,0.5885,1.33e+08,0.7546,50670,1.472
32800000,1.146,179600000,0.7733,705500000,1.261
5739000,0.5674,299600,1.119,26740,1.762
4.676e+09,0.8102,2.037e+09,1.445,43300,1.129
1.552e+09,0.7424,22770000,1.753,884.3,1.568
7951000,1.521,158900000,1.708,2164,1.999
5678000,1.881,68990,1.154,146100,1.598
40430000,0.9705,3.11e+08,1.679,201700,1.187
3.381e+09,1.494,20770,1.671,1149000,1.954
81730000,1.337,141600000,1.883,26310,1.214
83470,1.779,40590000,1.14,2008,1.643
1150000,1.893,6.114e+09,0.7877,537600000,1.417
8984000,0.7666,7064,1.66,1.44e+08,1.547
46910000,0.8259,1.482e+09,0.7197,2.28e+09,1.306
31600,1.241,2.4e+09,0.9791,1.678e+09,1.064
35410000,0.5298,1071000,1.046,69340000,1.938
144200000,1.447,47560000,1.451,5685,0.7806
605600,0.8234,4324000,1.97,114000,0.9816
273900,1.377,1298000,1.905,13450,0.9065
5417000,1.408,598800,1.188,117100,1.643
2.839e+09,0.9839,571400,0.8724,11960,1.854
16770,1.94,9775,0.9791,4161000,1.969
781700,1.291,7707000,0.9992,250400000,1.806
1.004e+09,0.7806,4408000,1.276,9.11e+09,1.636
116200000,1.869,6681000,1.649,18270000,0.9331
171300000,0.5526,6.422e+09,0.5774,2.375e+09,1.619
44030,1.185,1979000,1.585,33490000,1.545
34320000,0.7187,193700000,0.8807,193600000,0.9377
109500000,1.713,10200000,1.182,30730000,1.464
173400000,1.626,3.746e+09,1.371,35450,1.513
55020,1.778,1170000,0.7487,35950000,0.6173
971600000,1.782,231500,1.068,89820000,1.485
1.172e+09,1.826,93880000,1.755,171600,1.739
4430000,0.78,8878000,0.773,121800,1.375
153000,1.943,3036000,0.795,1770,1.646
956300,1.795,1310000,1.593,2657000,1.224
1068000,1.171,51890000,0.8904,19030000,1.304
6.651e+09,1.018,846800,0.8854,50130000,1.59
6.932e+09,1.349,41870000,0.5522,4.77e+08,0.5538
6857000,1.036,5.784e+09,0.7603,421400000,1.11
5.716e+09,1.804,3.443e+09,1.066,8471000,0.5893
1.158e+09,1.755,159600000,1.216,1241000,0.636
21130000,1.447,536700000,0.6769,2812000,0.7645
9863000,1.121,46240000,0.8549,268100,1.233
2.368e+09,1.211,570100,0.8638,962800,0.9534
5.821e+09,1.391,271400,1.535,16350,1.566
92540000,1.628,1.392e+09,1.823,61830000,0.5023
2968000,1.148,452900000,1.936,2438000,1.177
302700,1.946,3.897e+09,1.145,1025000,1.897
36690000,1.353,646100000,1.984,1961000,0.8269
271300000,0.6643,190600000,1.358,2e+05,1.533
416700000,1.119,10800,1.674,755200000,1.031
553700,0.6455,417700000,0.8939,57580,1.448
51850,1.068,705100,0.9985,145500,0.5969
636500000,1.342,128500,1.537,14600000,0.6901
20090,1.487,8647,1.659,171100000,0.9565
175700000,1.35,33320,1.749,1170000,1.071
245900,1.009,630400,0.9792,2135000,1.772
3098000,1.254,2481000,1.678,431800000,1.581
