hERG_IC50,hERG_h,hERG_Bmax
8.058,1.216,71.06
9.036,1.095,73.08
8.203,1.098,73.94
34.39,0.6128,99
15.12,0.8179,80.1
9.536,1.079,75.03
17.06,0.8941,88.24
16.41,0.742,85.32
10.68,1.044,75.3
17.15,0.8909,87.19
13.37,0.9111,81.21
10.58,1.163,81.67
14.4,0.9653,82.07
10.62,0.9885,76.56
9.684,1.125,78.86
18.23,0.8695,86.36
15.33,0.9177,83.57
14.29,0.9122,85.45
13.14,0.9777,84.58
9.129,1.113,81.77
8.157,1.072,73.18
34.59,0.6649,99
20.83,0.6748,86.74
10.89,0.8009,79.65
11.27,1.112,82.37
10.35,1.076,79.04
16.6,0.8307,85.51
9.092,1.504,77.13
31.7,0.6028,95.86
10.73,1.035,78.09
9.289,1.116,79.63
15.14,1.02,80.29
9.445,1.242,81.09
8.165,1.155,71.38
11.22,0.9707,81.58
9.49,1.096,84.13
27.61,0.6655,95.81
11.26,1.167,79.04
36.53,0.6262,99
8.162,1.343,75.43
8.44,1.016,79.83
20.62,0.8138,84.22
12.07,1.122,78.87
8.676,1.135,72.57
9.443,1.048,77.42
32.85,0.6323,99
12.73,0.8683,81.11
9.094,1.141,75.06
19.37,0.8144,84.37
12.21,1.017,83.64
9.25,0.9519,80.65
14.71,1.004,83.7
7.579,1.028,75.52
40.13,0.6389,99
8.978,1.245,77.61
13.8,0.9304,78
9.959,1.078,79.49
10.22,1.299,80.85
14.61,0.9605,78.01
33.08,0.6607,99
15.69,0.9307,80.82
16.85,0.7456,83.84
21.69,0.7056,91.13
9.946,1.227,77.78
6.991,1.022,71.53
15.86,0.8027,78.45
9.659,1.3,79.85
13.4,0.9204,81.64
10.39,1.008,80
26.74,0.6587,95.36
10.32,1.06,79.18
11.58,0.8607,74.4
13.39,0.9726,81.71
12.22,0.9595,80.24
11.82,1.13,81.94
7.917,1.101,74.19
10.06,1.278,74.55
10.07,1.316,82.49
9.63,1.116,77.31
7.977,1.302,70.7
10.92,1.119,80.38
8.921,1.251,77.31
8.554,1.459,82.36
11.26,0.9976,74.11
21.14,0.7863,87.81
7.432,1.199,70.7
13.36,0.7969,80.55
9.715,0.968,76.06
12.71,1.162,81.93
12.32,0.8128,76.91
9.58,1.132,74.07
9.849,1.039,77.52
9.933,1.041,79.36
25.22,0.7075,90.06
8.71,1.041,84.11
12.47,0.9623,81.93
9.925,0.9965,75.19
9.027,1.141,82.82
10.83,1.202,77.98
14.92,0.9274,80.55
9.771,1.051,84.2
11.57,1.123,79.86
18.16,0.7324,85.77
11.78,0.8643,88.41
7.618,1.355,70.7
10.68,1.003,82
11.11,1.181,81.33
12.19,1.215,82.19
30.52,0.6528,93.73
12.34,1.024,82.56
10.31,1.212,76.19
45.15,0.5965,99
11.54,1,82.13
9.297,0.8921,76.6
10.95,1.545,78.81
7.906,1.397,73.08
8.741,1.092,77.34
11.83,0.8474,80.17
15.42,0.8454,83.83
12.04,0.9811,77.57
11.79,1.101,76.52
17.87,0.6918,82.19
8.228,1.086,81.65
11.29,1.152,75.45
44.1,0.5602,99
11.99,0.9915,81.61
14.02,0.9447,81.66
11.98,0.9672,78.84
15.59,1.008,82.02
13.74,0.8182,85.23
10.03,1.392,78.98
9.401,1.078,80.69
16.48,0.7637,84.7
12.45,1.121,80.26
8.716,1.033,74.77
8.884,1.166,76.93
13.18,0.9211,84.55
12.11,0.9566,82.71
9.581,0.9715,76.83
15.43,0.7463,83.43
11.88,1.32,81.33
9.286,1.17,77.1
9.947,0.9522,77.12
13.98,0.9066,83.73
17.17,0.7205,82.83
10.19,1.277,80.37
10.01,1.015,77.24
42.47,0.6034,99
8.889,1.247,72.61
10.02,1.058,77.18
10.89,0.9912,84.08
15.89,0.9844,82.43
10.12,1.155,79.62
11.35,0.8678,81.97
12.98,0.8448,85.38
8.88,0.9658,75.89
11.16,1.048,80.72
14.86,0.8772,84.18
9.523,1.105,75.77
11.52,1.164,81.24
10.77,1.004,80.23
10.32,1.253,81.64
13.42,0.9559,80.24
11.24,1.05,79.39
25.4,0.7393,89.69
10.09,1.404,82.03
14.12,0.8841,87.07
14.14,0.9092,84.41
9.807,1.078,85.27
10.27,1.396,77.61
11.45,1.129,80.62
10.24,1.168,79.78
11.2,1.136,80.01
12.62,0.9885,80.19
9.979,1.123,82.6
13.16,1.067,82.02
20.17,0.9033,87.23
10.23,0.8417,75.12
11.82,0.8871,72.95
15.37,0.7933,84.92
25.49,0.714,88.95
11.06,1.154,83.06
8.39,1.18,72.82
8.952,1.003,78.55
10.76,1.084,76.33
24,0.766,91.21
9.726,1.174,80.59
10.64,1.36,82.12
11.62,0.8652,78.28
9.406,0.917,80.04
28.9,0.6619,93.15
11.39,0.9346,80.47
11.06,1.112,77.16
11.91,0.9221,80.41
9.386,1.06,78.75
10.8,1.153,77.85
12.2,0.9571,82.83
14.24,0.8215,83.37
14.52,0.9283,88.1
10.86,0.9795,75.3
11.59,1.001,79.45
7.137,1.094,70.7
10.71,1.113,76.01
11.4,1.073,81.46
10.97,1.115,80.8
12.47,0.9585,80.06
10.51,1.124,77.73
7.156,1.375,70.7
10.13,0.9169,78.85
14.02,0.9943,83.48
10.28,1.095,80.91
22.64,0.7272,90.37
37.32,0.6102,99
20.61,0.8059,87.2
13.34,0.9349,83.85
11.73,1.061,80.53
9.062,1.262,79.98
14.05,1.018,83.02
12.7,0.9322,77.89
22.94,0.6974,85.77
11.6,0.9316,79.09
10.71,1.399,77.8
16.06,0.8233,80.64
13.9,0.8022,82.53
10.15,0.9311,76.3
9.747,0.9725,74.07
11.65,1.048,75.29
10.1,1.122,75.03
8.448,1.088,72.4
18.66,0.8438,80.92
15.09,0.8484,79.53
12.2,0.9674,86.21
10.65,1.088,77.52
11.33,1.091,78.34
16.1,0.8325,82.5
11.93,1.021,81.02
13.9,0.7835,76.73
35.06,0.5996,98.6
14.23,0.8998,81.07
23.66,0.7225,87.18
8.35,1.439,75.58
12.94,1.012,83.4
42.18,0.6322,99
8.403,1.036,70.7
9.791,1.104,76.48
11.54,1.047,79.66
14.71,0.8462,84.68
7.426,1.23,74.44
10.21,1.036,83.54
15.61,0.8824,82.4
15.49,0.9095,87.3
7.123,1.307,73.36
12.77,0.7367,83.33
16.82,0.8413,82.82
13.06,0.8565,78.44
18.11,0.758,86.81
10.1,0.9262,81.91
10.63,1.308,80.1
12.78,0.9393,85.95
10.05,1.101,74.34
13.3,1.06,81.16
7.32,1.311,73.87
9.437,1.198,76.99
10.39,1.121,77.87
9.28,1.026,84.45
15.07,1.261,84.7
14.94,0.9261,82.43
11.89,0.8544,82.1
11.72,1.239,79.13
9.331,1.121,76.53
10.39,1.233,78.6
9.651,1.014,78.16
11.91,0.8708,80.91
12.79,0.8531,81.6
10.82,1.045,72.46
7.823,1.331,74.98
14.05,0.9381,82.14
14.01,0.9026,82.53
11.33,0.9892,83.9
10.49,1.037,80.88
8.377,1.181,70.7
8.484,0.9895,78.06
19.76,0.6786,87.4
14.27,1.007,81.99
9.703,1.072,77.34
19.62,0.8425,86.85
10.34,0.9815,75.27
8.913,1.018,74.73
13.59,0.9269,81.93
10.39,1.056,83.69
41,0.6333,99
10.2,0.8276,75.88
9.982,0.9974,80.15
15.05,0.9097,89.22
13.14,0.9371,82
9.954,1.156,71.21
8.86,1.415,76.04
7.872,1.216,75.65
11.02,0.9025,85.75
13.72,0.9746,85.12
15.25,0.909,88
9.406,1.097,81.25
11.2,0.9557,77.88
8.232,1.213,75.69
15.95,0.7867,86.91
11.15,1.24,83.06
25.93,0.5564,92.12
11.09,0.9974,75.81
15.6,0.8889,81.99
8.199,1.262,74.49
7.55,1.316,72.78
15.33,0.7449,82.04
7.92,1.129,72.82
9.654,0.9541,75.68
12.16,0.9908,84.26
9.252,1.057,75.62
9.599,1.112,76.61
11.09,1.234,76.7
11.32,0.8555,78.76
14.91,0.8627,85.24
9.215,1.219,76.95
13.11,1.215,78.45
10.3,1.031,77.5
10.67,1.009,73.97
15.81,0.8948,86.31
8.795,1.197,73.21
10.29,1.073,79.27
11.92,1.13,78.97
11.84,1.088,81.83
12.94,1.002,82.31
10.75,0.9157,82.58
12.76,1.451,79.96
8.71,1.121,75.05
11.1,1.009,81.66
8.255,1.265,75.18
16.17,0.8595,88.97
16.69,0.8471,84.93
11.81,0.9599,79.18
22.83,0.7235,88.11
9.446,1.171,76.59
17.17,0.7634,86.73
30.55,0.6022,92.84
12.49,0.9056,88.57
9.646,1.168,78
10.17,0.9603,77.62
13.89,0.8553,87.5
8.934,1.026,74.33
36.43,0.6302,99
10.99,0.8516,81.95
10.37,0.9318,80.06
10.99,1.074,78.6
14.51,0.9507,82.01
13.96,0.9557,83.85
14.46,0.9097,88.09
10.52,1.102,74.14
8.583,1.286,71.76
10.81,1.174,81.88
11.93,0.9265,83.16
12.45,1.072,79.57
10.65,0.9882,80.25
12.44,0.9544,84.89
8.576,1.181,81.67
12.46,1.079,81.51
10.86,1.265,79.13
10.94,0.9563,76.04
9.71,1.005,78.11
10.53,1.119,77.49
16.37,0.8709,82.97
11.39,1.093,78.13
9.961,1.326,76.7
17.28,0.7963,85.62
9.544,1.014,79.63
11.52,0.9746,77.65
18.07,0.8625,82.22
7.57,1.267,72.6
10.01,1.364,75.12
17.48,0.8305,81.62
10.93,1.142,79.84
13.55,0.8754,80.7
16.19,0.9032,85.03
10.45,1.158,81.81
10.75,1.01,73.9
9.034,1.211,76.49
12.54,1.097,79.48
11.4,1.237,78.91
15.63,0.8491,86.14
18.94,0.7435,87.06
12.85,0.8603,85.33
10.81,1.002,77.47
8.427,1.023,76.47
11.68,1.06,82.39
9.583,1.328,78.53
13.6,1.044,84.46
10.88,1.055,80.21
15.38,1.028,84.34
34.07,0.6014,94.78
11.85,1.062,76.97
17.14,0.8484,85.27
14.73,0.9081,79.17
9.198,1.313,79.52
10.14,1.314,80.13
15.19,1.113,82.35
9.032,1.197,75.66
8.064,1.127,76.64
11.19,1.204,81.47
11.97,1.231,83.06
8.517,1.059,79.97
9.807,1.04,78.29
9.802,1.09,75.48
11.07,0.9629,74.23
9.107,0.9694,76.04
18.34,0.9611,84.72
13.54,0.9593,80.88
12.85,0.8603,80.45
9.247,1.082,76.24
10.22,1.04,81.56
9.83,1.331,79.43
9.587,1.244,75.95
16.1,0.7829,80.86
11.93,1.241,81.22
11.73,0.9277,87.51
19.55,0.7402,90
9.691,1.09,84.61
20.37,0.6861,85.63
14.57,0.7607,82.63
11.31,0.9604,80.06
11.54,0.9787,78.9
10.6,1.122,81.45
13.09,0.8545,84.46
18.39,0.8057,85.73
8.974,1.027,76.38
18.89,0.7634,87.83
10.03,1.11,77.64
9.491,0.9269,77.81
9.853,1.054,78.98
11.1,1.128,81.7
12.6,1.124,79.6
12.03,1.062,83.71
10.49,1.086,75.69
8.998,1.192,74.09
8.259,1.119,81.18
11.07,1.043,80.25
9.217,1.058,78.07
7.673,1.339,75.5
44.65,0.5863,99
18.45,0.7265,84.33
7.991,1.216,73.94
8.151,1.182,73.3
12,1.162,84.83
11.7,0.9824,84.18
9.204,1.376,81.16
10.76,0.9792,84.38
8.523,1.469,73.48
10.78,1.103,82.45
35.13,0.6073,99
11.37,0.8268,81.38
12.64,0.9915,78.55
11.69,0.9736,80.57
13.6,0.9012,83.26
9.522,1.364,77.83
10.83,0.9518,73.71
8.284,1.303,70.7
10.29,1.067,84.26
23.03,0.6389,89.96
10.8,1.138,81.32
26.45,0.7065,90.16
10.72,1.125,78.94
9.669,1.045,72.06
9.308,1.321,75.54
13.43,0.9844,80.91
16.15,1.049,84.86
10.47,1.046,76.04
34.91,0.655,95.24
14.99,0.8537,78.5
10.76,1.116,85.85
