Kmax,Ku,n,halfmax,Vhalf,slope
10.4,4.168e-05,0.6058,3.941,-72.75,2.639
10.85,4.219e-05,0.6336,4.259,-71.53,2.548
9.522,4.571e-05,0.5866,3.541,-38.91,2.689
12.83,4.447e-05,0.5525,5.589,-68.22,2.296
9.502,4.206e-05,0.5919,3.537,-73.11,2.686
8.829,4.447e-05,0.6067,3.229,-68.56,2.734
12.74,4.633e-05,0.5467,5.135,-37.22,2.481
12.97,4.931e-05,0.5828,6.598,-72.76,1.966
9.371,4.593e-05,0.6307,3.395,-43.73,2.76
27.81,3.834e-05,0.5864,14.86,-166.4,1.871
13.67,4.102e-05,0.5581,5.91,-81.58,2.313
10.42,4.196e-05,0.5707,3.67,-61.32,2.839
7.107,4.8e-05,0.6895,2.298,-54.47,3.093
11.69,4.172e-05,0.635,5.226,-81.14,2.237
9.554,5.056e-05,0.5385,3.946,-64.06,2.421
14.04,4.531e-05,0.5237,5.98,-69.2,2.348
22.17,5.013e-05,0.5345,11.02,-10.39,2.012
37.95,4.321e-05,0.5701,20.57,-77.48,1.845
12.62,4.734e-05,0.5479,5.059,-39.82,2.495
11.6,4.926e-05,0.5356,5.076,-65.5,2.285
15.95,4.444e-05,0.5279,6.954,-70.46,2.294
10.03,3.845e-05,0.7689,4.184,-86.24,2.397
369300,4.245e-05,0.5048,208500,-75.6,1.771
12.35,3.841e-05,0.5841,4.608,-59.66,2.68
14.14,4.509e-05,0.5749,6.669,-76.86,2.12
11.8,3.962e-05,0.5923,4.473,-75.58,2.638
13.38,4.502e-05,0.6012,5.79,-70.03,2.311
8.605,4.845e-05,0.6089,3.242,-68.74,2.654
8.61,4.352e-05,0.6752,2.872,-63.18,2.998
25.2,4.372e-05,0.5648,12.16,-71,2.072
9.731,4.416e-05,0.6399,4.228,-78.22,2.302
23.56,4.264e-05,0.5415,11.68,-75.94,2.017
9.739,4.077e-05,0.6373,3.355,-62.22,2.903
7.458,4.532e-05,0.6636,2.363,-59.69,3.156
30.49,4.066e-05,0.5362,14.51,-72.11,2.101
13.03,3.825e-05,0.5706,4.837,-60.16,2.694
18.36,3.918e-05,0.5809,9.088,-137.2,2.02
6.947,4.834e-05,0.6479,1.855,-12.48,3.745
10.74,4.127e-05,0.5923,3.967,-56.59,2.707
11.11,4.366e-05,0.5699,4.192,-43.93,2.65
7.518,4.412e-05,0.6356,2.37,-61.2,3.172
9.328,4.004e-05,0.6054,3.104,-63.8,3.005
17.61,4.889e-05,0.5288,9.006,-73.04,1.955
17.11,4.21e-05,0.5461,7.609,-71.02,2.249
7.497,4.958e-05,0.7163,2.553,-41.58,2.937
29.89,3.569e-05,0.514,12.56,-79.21,2.38
8.317,4.285e-05,0.6427,2.663,-63.96,3.123
10.29,3.834e-05,0.5747,3.614,-77.06,2.847
7.286,4.547e-05,0.6167,2.58,-70.99,2.824
15.15,3.673e-05,0.562,6.071,-75.42,2.495
14.02,4.34e-05,0.5792,6.496,-77.93,2.158
16.63,4.48e-05,0.549,7.151,-33.18,2.326
9.08,4.393e-05,0.6542,3.239,-51.41,2.803
7.844,4.564e-05,0.6677,2.578,-58.19,3.043
22.62,4.735e-05,0.5405,12.07,-72.68,1.874
20.56,4.667e-05,0.5229,9.997,-66.44,2.057
13.17,4.725e-05,0.5434,5.735,-68.72,2.296
12.1,3.827e-05,0.5483,4.635,-90.14,2.611
12.95,4.199e-05,0.614,5.487,-71.49,2.36
17.95,3.991e-05,0.5912,8.918,-127.2,2.013
13.11,4.632e-05,0.5555,6.046,-75.82,2.168
9.988,3.725e-05,0.6311,3.792,-86.29,2.634
42.03,3.831e-05,0.5548,22.39,-111.3,1.877
30.7,3.895e-05,0.535,13.86,-46.28,2.215
13.24,4.547e-05,0.55,5.64,-69.44,2.348
13.12,4.22e-05,0.6067,5.647,-71.33,2.323
13.33,4.584e-05,0.5423,5.688,-70.64,2.344
9.747,4.603e-05,0.6101,3.947,-69.46,2.469
9.719,4.362e-05,0.6163,3.5,-38.44,2.777
7.688,3.847e-05,0.6695,2.154,-69.46,3.569
10.53,4.062e-05,0.6125,3.837,-60.16,2.744
28.47,4.529e-05,0.5,13.53,-13.8,2.104
10.12,4.592e-05,0.5965,4.061,-69.47,2.492
8.563,4.356e-05,0.6465,2.945,-50.32,2.908
30.31,3.716e-05,0.5712,15.77,-124.4,1.922
23.48,4.499e-05,0.5395,12.01,-76.6,1.955
11.32,3.966e-05,0.5972,4.387,-75.67,2.58
21.38,3.851e-05,0.536,9.736,-82.89,2.196
13.04,4.126e-05,0.5428,5.121,-37.01,2.546
50.8,4.374e-05,0.5067,26.39,-65.13,1.925
11.36,3.638e-05,0.5896,3.966,-78.4,2.864
16.1,4.869e-05,0.583,8.103,-54.66,1.987
12.93,3.378e-05,0.5683,4.556,-79.98,2.838
11.28,4.665e-05,0.5658,4.761,-68.33,2.369
13.05,4.672e-05,0.573,5.521,-20.06,2.364
250.2,4.401e-05,0.5,144.2,-57.59,1.735
12.38,4.766e-05,0.6065,5.697,-62.69,2.173
14.76,3.788e-05,0.6356,7.091,-160.6,2.082
10.14,4.918e-05,0.6164,4.394,-67.15,2.308
7.779,4.618e-05,0.6607,2.279,-11.85,3.413
13.23,3.735e-05,0.5788,5.097,-76.68,2.596
11.84,3.597e-05,0.6327,4.609,-114.7,2.569
10.29,4.356e-05,0.6023,3.999,-72.46,2.573
7.788,3.723e-05,0.6327,2.316,-79.01,3.363
8.807,4.143e-05,0.6031,3.197,-88.01,2.755
24.48,4.419e-05,0.5002,10.73,-41.25,2.281
15.74,4.037e-05,0.5769,6.891,-71.06,2.284
104,3.958e-05,0.5498,59.13,-137,1.759
8.133,4.314e-05,0.6695,2.645,-57.3,3.075
12.34,3.838e-05,0.5652,4.65,-75.62,2.654
12.91,3.954e-05,0.7206,6.481,-148.6,1.992
13.19,4.857e-05,0.5527,5.759,-18.3,2.29
