drug,conc,units,channel,block
nifedipine,77,nM,hERG,2.503
nifedipine,51100,nM,INa,67.173
nifedipine,7.7,nM,INa,3.035
nifedipine,7.7,nM,INa,-17.509
nifedipine,7.7,nM,INa,3.703
nifedipine,7.7,nM,INa,-0.898
nifedipine,77,nM,INa,-10.726
nifedipine,7.7,nM,hERG,13.908
nifedipine,7.7,nM,hERG,7.178
nifedipine,7.7,nM,hERG,9.225
nifedipine,7.7,nM,hERG,7.745
nifedipine,77,nM,hERG,11.375
nifedipine,51100,nM,INaL,98.86
nifedipine,7700,nM,INaL,88.475
nifedipine,7700,nM,INaL,82.398
nifedipine,7700,nM,INaL,87.645
nifedipine,51100,nM,hERG,63.194
nifedipine,7700,nM,hERG,18.088
nifedipine,51100,nM,INaL,93.698
nifedipine,51100,nM,INaL,95.817
nifedipine,51100,nM,ICaL,103.762
nifedipine,51100,nM,ICaL,106.612
nifedipine,51100,nM,ICaL,89.856
nifedipine,51100,nM,ICaL,104.816
nifedipine,77,nM,hERG,11.476
nifedipine,7700,nM,hERG,20.274
nifedipine,7700,nM,hERG,19.149
nifedipine,77,nM,hERG,13.534
nifedipine,51100,nM,hERG,62.192
nifedipine,7700,nM,hERG,15.225
nifedipine,51100,nM,hERG,66.697
nifedipine,51100,nM,hERG,71.006
nitrendipine,30200,nM,ICaL,106.296
nitrendipine,3.02,nM,ICaL,-6.296
nitrendipine,3.02,nM,INa,1.772
nitrendipine,3.02,nM,INa,1.2
nitrendipine,3.02,nM,INa,-19.508
nitrendipine,30200,nM,ICaL,104.495
nitrendipine,30.2,nM,INaL,12.294
nitrendipine,30.2,nM,INaL,12.762
nitrendipine,30200,nM,ICaL,106.801
nitrendipine,3.02,nM,ICaL,10.411
nitrendipine,3.02,nM,ICaL,0.497
nitrendipine,30.2,nM,ICaL,33.615
nitrendipine,30.2,nM,ICaL,37.186
nitrendipine,30.2,nM,ICaL,-8.245
nitrendipine,30.2,nM,ICaL,4.799
nitrendipine,3020,nM,ICaL,77.415
nitrendipine,3020,nM,ICaL,72.979
nitrendipine,3020,nM,ICaL,67.551
nitrendipine,3020,nM,ICaL,60.01
nitrendipine,30200,nM,ICaL,98.096
nitrendipine,30200,nM,hERG,80.833
nitrendipine,3.02,nM,ICaL,10.441
nitrendipine,3020,nM,INa,13.155
nitrendipine,3020,nM,INa,4.107
nitrendipine,3020,nM,INa,5.547
nitrendipine,3020,nM,INa,50.501
nitrendipine,30200,nM,INa,79.618
nitrendipine,30200,nM,INa,65.331
nitrendipine,3.02,nM,INa,-17.094
nitrendipine,3.02,nM,INaL,1.504
nitrendipine,3.02,nM,INaL,2.773
nitrendipine,3.02,nM,INaL,8.749
nitrendipine,30.2,nM,INa,8.209
nitrendipine,3.02,nM,hERG,6.074
nitrendipine,3.02,nM,hERG,2.571
nitrendipine,30.2,nM,INaL,4.188
nitrendipine,30.2,nM,INaL,7.014
nitrendipine,3020,nM,INaL,88.207
nitrendipine,3020,nM,INaL,88.475
nitrendipine,30200,nM,INa,85.014
nitrendipine,30200,nM,INa,83.519
nitrendipine,30200,nM,INaL,98.065
nitrendipine,30200,nM,INaL,94.629
nitrendipine,30200,nM,INaL,94.629
nitrendipine,30200,nM,hERG,72.979
nitrendipine,30200,nM,hERG,84.793
nitrendipine,30.2,nM,hERG,5.512
nitrendipine,30.2,nM,hERG,-2.263
nitrendipine,3020,nM,INaL,90.831
nitrendipine,3.02,nM,hERG,-3.423
nitrendipine,30200,nM,INaL,90.088
nitrendipine,3020,nM,hERG,17.515
nitrendipine,30.2,nM,INa,-19.444
nitrendipine,3020,nM,INaL,84.988
nitrendipine,3.02,nM,hERG,4.5
nitrendipine,3020,nM,hERG,19.881
nitrendipine,3020,nM,hERG,17.335
nitrendipine,30.2,nM,INa,0.494
nitrendipine,30.2,nM,hERG,18.154
nitrendipine,30.2,nM,hERG,20.475
nitrendipine,30200,nM,hERG,84.83
nitrendipine,3020,nM,hERG,2.054
disopyramide,70,nM,ICaL,-15.312
disopyramide,70,nM,ICaL,-32.827
disopyramide,70,nM,hERG,12.936
disopyramide,70,nM,hERG,5.947
disopyramide,70,nM,ICaL,23.113
disopyramide,700,nM,ICaL,-1.629
disopyramide,700,nM,ICaL,15.891
disopyramide,70,nM,hERG,5.031
disopyramide,70,nM,ICaL,1.248
disopyramide,70,nM,hERG,22.376
disopyramide,70000,nM,hERG,107.321
disopyramide,70000,nM,hERG,103.8
disopyramide,70000,nM,ICaL,52.069
disopyramide,700,nM,hERG,49.649
disopyramide,700,nM,hERG,42.536
disopyramide,700,nM,hERG,41.619
disopyramide,700,nM,ICaL,9.634
disopyramide,7000,nM,ICaL,5.044
disopyramide,7000,nM,ICaL,8.6
disopyramide,7000,nM,ICaL,6.52
disopyramide,70000,nM,hERG,107.063
disopyramide,700,nM,INa,-8.916
disopyramide,700,nM,INa,-0.678
disopyramide,700,nM,INa,-3.388
disopyramide,70000,nM,ICaL,32.786
disopyramide,70000,nM,ICaL,50.237
disopyramide,70000,nM,ICaL,26.707
disopyramide,700,nM,hERG,36.909
disopyramide,7000,nM,hERG,91.777
disopyramide,7000,nM,hERG,81.546
disopyramide,7000,nM,hERG,85.332
disopyramide,7000,nM,hERG,86.932
disopyramide,70000,nM,hERG,112.958
disopyramide,70000,nM,INaL,64.969
disopyramide,70000,nM,INaL,79.87
disopyramide,70,nM,INaL,-3.176
disopyramide,70,nM,INaL,13.956
disopyramide,7000,nM,INa,15.447
disopyramide,7000,nM,INa,-6.914
disopyramide,7000,nM,INa,5.438
disopyramide,7000,nM,INa,35.77
disopyramide,70000,nM,INa,50.417
disopyramide,70000,nM,INa,61.412
disopyramide,70000,nM,INa,33.581
disopyramide,70000,nM,INa,49.499
disopyramide,70000,nM,INaL,77.326
disopyramide,70,nM,INa,-8.624
disopyramide,700,nM,INa,-6.935
disopyramide,70,nM,INaL,-1.977
disopyramide,700,nM,INaL,13.725
disopyramide,700,nM,INaL,21.293
disopyramide,700,nM,INaL,1.293
disopyramide,700,nM,INaL,7.014
disopyramide,7000,nM,INaL,25.452
disopyramide,7000,nM,INaL,36.586
disopyramide,7000,nM,INaL,27.64
disopyramide,7000,nM,INaL,29.06
disopyramide,70000,nM,INaL,67.265
disopyramide,70,nM,INa,-3.642
disopyramide,70,nM,INaL,3.824
disopyramide,70,nM,INa,-2.264
disopyramide,70,nM,INa,38.503
pimozide,4.3,nM,INa,-2.006
pimozide,0.43,nM,INa,0.305
pimozide,0.43,nM,hERG,-14.073
pimozide,0.43,nM,hERG,-10.291
pimozide,0.43,nM,INaL,11.944
pimozide,0.43,nM,hERG,5.176
pimozide,4.3,nM,hERG,3.006
pimozide,4.3,nM,hERG,3.305
pimozide,0.43,nM,hERG,-5.821
pimozide,4.3,nM,hERG,3.462
pimozide,0.43,nM,INa,-7.424
pimozide,0.43,nM,INa,-13.229
pimozide,0.43,nM,INa,-7.901
pimozide,4.3,nM,ICaL,4.263
pimozide,0.43,nM,INaL,-4.092
pimozide,0.43,nM,INaL,-0.015
pimozide,0.43,nM,INaL,13.889
pimozide,4.3,nM,INaL,11.918
pimozide,4.3,nM,INaL,8.385
pimozide,0.43,nM,ICaL,-5.824
pimozide,0.43,nM,ICaL,5.289
pimozide,0.43,nM,ICaL,-24.887
pimozide,0.43,nM,ICaL,-17.639
pimozide,4.3,nM,ICaL,-22.464
pimozide,4.3,nM,ICaL,4.102
pimozide,43,nM,hERG,36.091
pimozide,43,nM,hERG,43.57
pimozide,43,nM,hERG,47.911
pimozide,430,nM,hERG,99.875
pimozide,4.3,nM,INa,-13.333
pimozide,4.3,nM,INa,-5.767
pimozide,4.3,nM,INa,-8.277
pimozide,43,nM,INa,-1.56
pimozide,43,nM,INa,-8.856
pimozide,43,nM,INa,-1.328
pimozide,43,nM,INa,3.526
pimozide,4.3,nM,hERG,1.147
pimozide,43,nM,hERG,55.277
pimozide,430,nM,INa,8.853
pimozide,430,nM,INa,0.863
pimozide,430,nM,INa,-8.876
pimozide,430,nM,INaL,27.447
pimozide,430,nM,hERG,98.328
pimozide,430,nM,hERG,103.319
pimozide,430,nM,hERG,96.209
pimozide,430,nM,ICaL,58.509
pimozide,430,nM,ICaL,24.468
pimozide,430,nM,ICaL,55.64
pimozide,430,nM,ICaL,57.454
pimozide,43,nM,INaL,16.005
pimozide,430,nM,INa,-9.226
pimozide,43,nM,INaL,-1.977
pimozide,43,nM,INaL,13.062
pimozide,43,nM,INaL,-1.243
pimozide,430,nM,INaL,16.32
pimozide,43,nM,ICaL,-18.462
pimozide,43,nM,ICaL,36.895
pimozide,43,nM,ICaL,3.937
pimozide,4.3,nM,INaL,-13.512
pimozide,4.3,nM,INaL,-3.938
pimozide,430,nM,INaL,16.861
pimozide,430,nM,INaL,18.771
cisapride_1_phase2,3,nM,hERG,25.195
cisapride_1_phase2,3,nM,hERG,12.566
cisapride_1_phase2,3,nM,hERG,-3.233
cisapride_1_phase2,3,nM,hERG,-8.551
cisapride_1_phase2,30,nM,hERG,33.006
cisapride_1_phase2,30,nM,hERG,36.367
cisapride_1_phase2,30,nM,hERG,29.112
cisapride_1_phase2,30,nM,hERG,25.752
cisapride_1_phase2,300,nM,hERG,90.447
cisapride_1_phase2,300,nM,hERG,83.875
cisapride_1_phase2,300,nM,hERG,78.856
cisapride_1_phase2,300,nM,hERG,92.955
cisapride_1_phase2,3000,nM,hERG,102.516
cisapride_1_phase2,3000,nM,hERG,103.031
cisapride_1_phase2,3000,nM,hERG,98.292
cisapride_1_phase2,3000,nM,hERG,106.474
nifedipine_1_phase2,3,nM,ICaL,-11.041
nifedipine_1_phase2,3,nM,ICaL,13.6
nifedipine_1_phase2,3,nM,ICaL,-11.759
nifedipine_1_phase2,30,nM,ICaL,41.513
nifedipine_1_phase2,30,nM,ICaL,22.502
nifedipine_1_phase2,30,nM,ICaL,22.308
nifedipine_1_phase2,300,nM,ICaL,69.308
nifedipine_1_phase2,300,nM,ICaL,49.018
nifedipine_1_phase2,300,nM,ICaL,77.396
nifedipine_1_phase2,3000,nM,ICaL,85.053
nifedipine_1_phase2,3000,nM,ICaL,89.624
nifedipine_1_phase2,3000,nM,ICaL,81.769
nifedipine_1_phase2,3000,nM,ICaL,82.775
cisapride_2_phase2,3000,nM,hERG,103.219
cisapride_2_phase2,3000,nM,hERG,104.163
cisapride_2_phase2,3,nM,hERG,13.67
cisapride_2_phase2,3,nM,hERG,10.994
cisapride_2_phase2,3,nM,hERG,-3.335
cisapride_2_phase2,3,nM,hERG,-5.256
cisapride_2_phase2,30,nM,hERG,39.897
cisapride_2_phase2,30,nM,hERG,37.55
cisapride_2_phase2,30,nM,hERG,30.212
cisapride_2_phase2,30,nM,hERG,24.202
cisapride_2_phase2,300,nM,hERG,89.543
cisapride_2_phase2,300,nM,hERG,85.561
cisapride_2_phase2,300,nM,hERG,81.391
cisapride_2_phase2,300,nM,hERG,87.026
cisapride_2_phase2,3000,nM,hERG,102.212
cisapride_2_phase2,3000,nM,hERG,104.446
nifedipine_2_phase2,300,nM,ICaL,71.295
nifedipine_2_phase2,300,nM,ICaL,68.348
nifedipine_2_phase2,3000,nM,ICaL,73.223
nifedipine_2_phase2,3,nM,ICaL,7.619
nifedipine_2_phase2,3,nM,ICaL,23.306
nifedipine_2_phase2,3,nM,ICaL,4.409
nifedipine_2_phase2,3,nM,ICaL,-11.133
nifedipine_2_phase2,30,nM,ICaL,21.895
nifedipine_2_phase2,30,nM,ICaL,40.914
nifedipine_2_phase2,30,nM,ICaL,19.293
nifedipine_2_phase2,30,nM,ICaL,19.541
nifedipine_2_phase2,300,nM,ICaL,59.558
nifedipine_2_phase2,300,nM,ICaL,57.265
nifedipine_2_phase2,3000,nM,ICaL,89.077
nifedipine_2_phase2,3000,nM,ICaL,74.325
nifedipine_2_phase2,3000,nM,ICaL,74.247
verapamil_1_phase2,300,nM,hERG,67.581
verapamil_1_phase2,300,nM,INa,5.163
verapamil_1_phase2,300,nM,INa,9.007
verapamil_1_phase2,300,nM,INa,-5.913
verapamil_1_phase2,300,nM,INa,3.059
verapamil_1_phase2,3000,nM,INa,15.981
verapamil_1_phase2,3000,nM,INa,-1.959
verapamil_1_phase2,3000,nM,INa,23.155
verapamil_1_phase2,3000,nM,INa,16.533
verapamil_1_phase2,30000,nM,INa,72.361
verapamil_1_phase2,30000,nM,INa,73.491
verapamil_1_phase2,30000,nM,INa,72.63
verapamil_1_phase2,30000,nM,INa,77.295
verapamil_1_phase2,300,nM,INaL,17.062
verapamil_1_phase2,300,nM,INaL,-8.863
verapamil_1_phase2,300,nM,INaL,2.773
verapamil_1_phase2,300,nM,INaL,-7.731
verapamil_1_phase2,3000,nM,INaL,56.198
verapamil_1_phase2,3000,nM,INaL,55.068
verapamil_1_phase2,3000,nM,INaL,55.929
verapamil_1_phase2,3000,nM,INaL,55.564
verapamil_1_phase2,30000,nM,INaL,96.921
verapamil_1_phase2,30000,nM,INaL,92.965
verapamil_1_phase2,30000,nM,INaL,95.991
verapamil_1_phase2,30000,nM,INaL,94.751
verapamil_1_phase2,300,nM,hERG,65.223
verapamil_1_phase2,300,nM,hERG,54.936
verapamil_1_phase2,300,nM,hERG,53.511
verapamil_1_phase2,3000,nM,hERG,96.204
verapamil_1_phase2,3000,nM,hERG,95.18
verapamil_1_phase2,3000,nM,hERG,96.725
verapamil_1_phase2,3000,nM,hERG,96.028
verapamil_1_phase2,30000,nM,hERG,102.511
verapamil_1_phase2,30000,nM,hERG,102.74
verapamil_1_phase2,30000,nM,hERG,102.935
verapamil_1_phase2,30000,nM,hERG,105.15
verapamil_1_phase2,3000,nM,ICaL,42.899
verapamil_1_phase2,30000,nM,ICaL,65.192
verapamil_1_phase2,30000,nM,ICaL,80.022
verapamil_1_phase2,300,nM,ICaL,28.454
verapamil_1_phase2,300,nM,ICaL,40.643
verapamil_1_phase2,300,nM,ICaL,26.148
verapamil_1_phase2,300,nM,ICaL,-0.784
verapamil_1_phase2,3000,nM,ICaL,57.626
verapamil_1_phase2,3000,nM,ICaL,50.524
verapamil_1_phase2,3000,nM,ICaL,47.113
verapamil_1_phase2,30000,nM,ICaL,65.976
verapamil_1_phase2,30000,nM,ICaL,74.441
verapamil_1_phase2,3e+05,nM,ICaL,100.094
verapamil_1_phase2,3e+05,nM,ICaL,103.95
verapamil_1_phase2,3e+05,nM,ICaL,99.373
verapamil_1_phase2,3e+05,nM,INaL,92.212
verapamil_1_phase2,3e+05,nM,INaL,92.941
verapamil_1_phase2,3e+05,nM,INaL,86.017
verapamil_1_phase2,3e+05,nM,INa,93.224
verapamil_1_phase2,3e+05,nM,INaL,83.781
verapamil_1_phase2,3e+05,nM,INa,98.411
verapamil_1_phase2,3e+05,nM,INa,98.067
verapamil_1_phase2,3e+05,nM,INa,98.466
verapamil_1_phase2,3e+05,nM,hERG,103.65
verapamil_1_phase2,3e+05,nM,hERG,105.661
verapamil_1_phase2,3e+05,nM,hERG,103.841
verapamil_1_phase2,3e+05,nM,hERG,107.909
verapamil_2_phase2,3000,nM,ICaL,32.089
verapamil_2_phase2,3000,nM,ICaL,57.385
verapamil_2_phase2,3000,nM,ICaL,20.252
verapamil_2_phase2,300,nM,ICaL,20.997
verapamil_2_phase2,300,nM,ICaL,37.083
verapamil_2_phase2,300,nM,ICaL,21.101
verapamil_2_phase2,300,nM,ICaL,20.617
verapamil_2_phase2,3000,nM,ICaL,44.688
verapamil_2_phase2,30000,nM,ICaL,88.971
verapamil_2_phase2,30000,nM,ICaL,88.87
verapamil_2_phase2,30000,nM,ICaL,54.038
verapamil_2_phase2,30000,nM,ICaL,71.109
verapamil_2_phase2,3e+05,nM,ICaL,107.623
verapamil_2_phase2,3e+05,nM,ICaL,97.467
verapamil_2_phase2,3e+05,nM,ICaL,99.21
verapamil_2_phase2,30000,nM,INaL,98.341
verapamil_2_phase2,30000,nM,INaL,92.502
verapamil_2_phase2,30000,nM,INaL,90.178
verapamil_2_phase2,300,nM,INaL,39.124
verapamil_2_phase2,300,nM,INaL,5.73
verapamil_2_phase2,300,nM,INaL,0.203
verapamil_2_phase2,300,nM,INaL,14.481
verapamil_2_phase2,3000,nM,INaL,57.313
verapamil_2_phase2,3000,nM,INaL,57.548
verapamil_2_phase2,30000,nM,INaL,95.757
verapamil_2_phase2,3000,nM,hERG,97.86
verapamil_2_phase2,300,nM,INa,3.255
verapamil_2_phase2,3e+05,nM,INaL,88.596
verapamil_2_phase2,3e+05,nM,INaL,96.778
verapamil_2_phase2,3e+05,nM,INaL,95.637
verapamil_2_phase2,3e+05,nM,INaL,82.372
verapamil_2_phase2,3e+05,nM,hERG,110.588
verapamil_2_phase2,3e+05,nM,hERG,108.376
verapamil_2_phase2,3e+05,nM,hERG,102.199
verapamil_2_phase2,3000,nM,INaL,54.91
verapamil_2_phase2,3000,nM,INaL,59.16
verapamil_2_phase2,300,nM,hERG,55.769
verapamil_2_phase2,30000,nM,INa,79.812
verapamil_2_phase2,3000,nM,hERG,103.517
verapamil_2_phase2,3000,nM,hERG,100.665
verapamil_2_phase2,300,nM,INa,-12.695
verapamil_2_phase2,300,nM,INa,-2.75
verapamil_2_phase2,300,nM,hERG,66.785
verapamil_2_phase2,3e+05,nM,hERG,110.633
verapamil_2_phase2,300,nM,hERG,56.969
verapamil_2_phase2,30000,nM,INa,75.815
verapamil_2_phase2,30000,nM,hERG,105.237
verapamil_2_phase2,30000,nM,INa,75.658
verapamil_2_phase2,3e+05,nM,INa,97.102
verapamil_2_phase2,3000,nM,hERG,95.873
verapamil_2_phase2,3000,nM,INa,2.256
verapamil_2_phase2,30000,nM,hERG,102.362
verapamil_2_phase2,30000,nM,hERG,101.382
verapamil_2_phase2,30000,nM,hERG,102.972
verapamil_2_phase2,3e+05,nM,INa,98.489
verapamil_2_phase2,3000,nM,INa,16.53
verapamil_2_phase2,300,nM,hERG,50.141
verapamil_2_phase2,30000,nM,INa,80.764
verapamil_2_phase2,3000,nM,INa,17.708
verapamil_2_phase2,3e+05,nM,INa,98.43
verapamil_2_phase2,3e+05,nM,INa,99.549
verapamil_2_phase2,300,nM,INa,17.794
verapamil_2_phase2,3000,nM,INa,9.479
