Kmax,Ku,n,halfmax,Vhalf,slope
305600,1,0.8804,6.28e+08,-81.17,0.0004866
78950,0.1725,0.8807,162200000,-168.2,0.0004867
440300,0.9905,0.8889,988600000,-84.44,0.0004454
200900,0.1678,0.9217,621900000,-166.6,0.000323
122600,0.1038,0.9372,457200000,-148.5,0.0002682
179900,0.9881,0.9192,540200000,-80.82,0.000333
36.47,0.999,1.113,662700,-83.06,5.503e-05
213800,0.2579,0.9198,642500000,-90.88,0.0003328
109300,0.9791,0.9601,519700000,-83.46,0.0002103
91610,0.1377,0.9802,477100000,-158.5,0.000192
85500,0.1536,0.9204,248500000,-168.2,0.0003441
104900,0.1486,1.001,731200000,-130.7,0.0001435
125.4,0.1471,0.9875,726100,-157.6,0.0001727
69220,0.9752,0.9372,265300000,-83.06,0.0002609
88560,0.2817,0.9209,271400000,-90.33,0.0003263
66330,0.241,0.9795,371300000,-91.22,0.0001786
72160,0.146,0.954,303400000,-89.47,0.0002378
57780,0.1482,0.9613,2.7e+08,-89.54,0.000214
547500,0.1687,0.8702,1e+09,-110.5,0.0005475
86.87,0.1932,1.024,676700,-94.42,0.0001284
59.05,0.9884,1.071,781100,-83.91,7.56e-05
136400,0.9976,0.9143,397700000,-84.04,0.000343
124400,0.7022,0.917,376200000,-85.5,0.0003307
188200,0.1468,0.9633,945200000,-165,0.0001991
121300,0.1674,0.9503,505900000,-101.2,0.0002398
76.26,0.3632,0.9799,397900,-88.41,0.0001917
58.6,0.3922,1.062,716800,-87.95,8.175e-05
32860,0.1345,0.9626,147100000,-176.2,0.0002234
138400,0.5065,0.9394,504300000,-86.47,0.0002744
117200,0.1463,0.9576,553100000,-184.5,0.0002119
62500,0.9703,0.9882,405300000,-83.62,0.0001542
62280,0.9515,0.9609,288300000,-81.96,0.000216
53560,0.3901,0.9837,311400000,-86.94,0.000172
397400,0.1735,0.8915,9.44e+08,-177.1,0.000421
194800,0.1692,0.9295,666100000,-168.7,0.0002924
47810,0.149,0.9749,257800000,-86.63,0.0001855
114.6,0.1621,1.046,1195000,-99.63,9.59e-05
238300,0.1544,0.9329,798200000,-173.1,0.0002985
55560,1,0.9967,372700000,-81.77,0.0001491
124900,0.1697,0.9112,345500000,-101,0.0003615
411900,0.3296,0.8897,959400000,-90.66,0.0004293
289400,0.1455,0.8822,593100000,-93.31,0.0004879
80270,0.2277,0.9709,424800000,-92.9,0.000189
