ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
6519,1.714,18210,1.964,1822,1.007,1271,1.04
2729,1.362,9795,1.273,2358,1.139,1357,1.667
2325,1.736,12070,1.542,2299,0.9819,964.7,1.957
2668,1.888,6579,1.037,1604,1.301,1056,1.728
1477,1.732,10480,1.026,1414,1.625,1037,1.39
2048,1.425,17320,1.325,1244,1.608,1073,1.578
2462,1.661,13430,1.4,1407,1.28,1386,1.493
2056,1.847,18260,1.516,1915,1.081,1223,1.641
7103,1.465,23280,1.792,1703,1.409,1410,1.36
1889,1.908,11900,1.649,1203,1.657,1169,1.834
2816,1.553,15240,1.78,1179,1.855,1210,1.061
2285,1.817,19470,1.884,1386,1.529,1012,1.503
2584,1.385,12990,1.155,1958,1.107,1130,1.526
1620,1.754,5849,0.928,925.4,1.601,1081,1.604
1594,1.868,10350,1.541,1498,1.911,1238,1.455
7634,1.924,18520,1.873,2375,0.9,1161,1.919
2689,1.553,5974,0.8975,1338,1.383,1280,1.595
2322,1.52,9736,1.295,2089,1.585,1131,1.629
1389,1.928,16550,1.244,4197,1.118,1183,1.612
2429,1.672,7983,1.179,1692,1.858,1018,1.582
6167,1.422,7715,1.068,974.9,1.784,1042,1.766
1685,1.811,15560,1.247,2609,0.7055,1078,1.641
3657,1.788,17580,1.757,1385,0.9895,1072,1.652
6615,1.967,12940,1.178,2682,1.075,767.3,1.993
10040,1.943,14250,1.51,2407,0.9577,960.5,1.809
4599,1.8,9694,1.156,2334,0.8593,883.4,1.946
5432,1.099,16380,1.714,1629,0.8739,900.7,1.859
4656,1.705,10550,1.301,1193,1.529,1102,1.421
3648,1.012,11940,1.374,1142,1.488,905.6,1.868
5442,1.181,13480,1.55,2192,1.3,748.2,1.684
4799,1.142,14720,1.603,1152,1.107,1021,1.659
1125,1.853,13590,1.172,1697,1.067,1047,1.685
3190,1.434,14200,1.501,1213,1.473,1125,1.492
2638,1.142,19390,1.528,3573,1.013,1289,1.572
2475,1.62,11180,1.037,3973,1,1277,1.573
3502,1.844,13630,1.489,2182,0.8962,1224,1.488
5151,1.395,13610,1.17,1892,1.041,943.4,1.653
4089,1.877,11910,1.261,1695,1.836,1018,1.8
2913,1.414,12610,1.788,2176,1.233,1353,1.625
2136,1.938,16430,1.553,1582,1.317,1184,1.76
1905,1.481,14220,1.352,1946,1.09,1326,1.605
2523,1.677,9396,1.161,1258,1.765,857,1.756
2049,1.979,17670,1.559,1351,1.466,983.2,1.594
5723,1.802,14380,1.158,1446,1.495,1059,1.749
1314,1.758,8695,1.024,2867,1.082,992.6,1.979
6122,1.887,19110,1.512,3267,1.047,1043,1.628
2248,1.519,16250,1.497,5315,0.6231,951.9,1.661
7223,1.551,19770,1.869,2092,1.108,1290,1.624
1540,1.692,18360,1.954,3988,1.652,1441,1.615
1510,1.892,15110,1.457,2060,0.9553,875.2,1.78
1584,1.819,16640,1.8,1843,1.115,1441,1.555
2427,1.483,16130,1.773,3146,1.137,1469,1.193
3847,1.551,17570,1.903,2709,1.039,1312,1.469
2556,1.548,12000,1.414,1068,1.784,1254,1.124
10270,1.524,17360,1.605,2386,1.609,1214,1.274
6095,1.636,8826,1.429,1543,1.702,1493,1.132
2672,1.539,10140,1.535,2144,1.228,1314,1.538
1572,1.733,12180,1.754,1786,0.9408,1074,1.251
4135,1.263,7701,1.592,1956,1.805,1245,1.233
3299,1.318,15730,1.547,3807,0.9809,1117,1.712
5863,1.798,16860,1.772,1921,1.166,979.6,1.683
2589,1.708,8071,1.534,1914,1.061,1727,1.346
2251,1.302,16660,1.689,2881,1.063,908.9,1.611
5448,1.521,16690,1.855,2455,1.703,1023,1.88
2964,1.464,10710,1.476,3573,1.065,1179,1.776
2425,1.973,8644,0.9915,4659,1.023,1295,1.612
3888,1.675,8995,0.8083,4058,0.6985,1075,1.686
2374,1.737,11540,0.9155,2971,0.9654,1003,1.759
4549,1.792,14310,1.382,1157,1.584,912.3,1.793
2724,1.423,11990,1.741,1452,1.792,789.9,1.977
4054,1.478,6047,0.9199,2227,1.335,2082,1.37
6854,1.477,9402,1.51,1726,0.8775,1403,0.8632
1397,1.764,15940,1.467,1044,1.961,2201,1.112
1742,1.648,10810,1.032,1904,1.194,1176,1.671
2836,1.377,18530,1.988,2252,0.9415,1330,1.31
2250,1.222,12610,1.256,3477,0.9909,1720,1.342
3362,1.033,11710,1.162,3374,1.21,1595,1.309
2125,1.975,13850,1.209,2937,1.332,877.3,1.906
4862,1.71,10710,1.251,3021,1.19,919.6,1.945
1678,1.901,10620,0.8678,1738,1.518,949.1,1.997
1955,1.893,10580,1.378,1925,1.266,904.5,1.977
4141,1.83,10390,1.12,2987,1.394,1221,1.429
5513,1.417,15630,1.845,1345,1.803,1715,1.318
3076,0.6678,16270,1.685,1007,1.796,1294,1.26
9564,1.845,16650,1.778,1150,1.289,1359,1.116
2258,1.489,11540,1.186,1961,0.967,1542,1.607
8165,1.753,16780,1.417,1607,1.346,1352,1.825
4578,1.679,13200,1.4,2248,1.031,1183,1.415
3082,1.106,23550,1.851,3606,0.8205,1062,1.592
2002,1.273,12690,1.137,2380,1.247,1819,1.109
4404,1.135,12240,1.345,1209,1.575,1331,1.408
3066,1.157,7660,1.112,1608,1.743,895.2,1.866
2234,0.971,9333,1.466,1821,1.297,936.5,1.996
1662,1.69,12160,1.492,2464,1.225,864.6,1.938
2765,1.882,6973,1.111,1690,1.153,1546,1.095
2368,1.296,11960,1.311,1739,0.9146,1074,1.434
2208,1.289,11010,1.239,1409,1.238,1199,1.763
4360,1.061,12350,1.63,1901,1.072,1342,1.444
3811,1.248,16490,1.479,2039,1.147,1436,1.14
4663,1.404,12820,1.636,1678,1.772,1335,1.274
7301,1.714,16150,1.477,1398,1.713,936.8,1.826
2297,1.996,9673,1.351,1424,1.775,1002,1.64
1203,1.789,14180,1.22,2724,1.046,1031,1.683
3357,1.906,14360,1.171,1323,1.555,1083,1.335
1967,1.772,15450,1.263,2812,1.082,1257,1.144
2355,1.961,11470,1.325,1775,1.054,1615,1.385
1686,1.978,13830,1.456,2255,1.426,1102,1.492
2981,1.167,8292,0.9682,2486,0.7712,1179,1.537
1827,1.758,13570,1.358,1825,1.117,1652,1.129
7458,1.33,15360,1.266,1465,1.303,1090,1.998
4313,1.494,12980,1.13,1339,1.026,1014,1.897
2534,1.122,9128,0.9831,3670,0.7749,1256,1.59
1911,1.763,13770,1.688,4357,1.471,1255,1.63
