hERG_IC50,hERG_h,hERG_Bmax
8096,1.058,82.94
13380,0.8081,90.87
7902,1.141,77.91
13910,0.785,99
11130,1.135,82.6
8479,0.983,84.85
7751,0.9235,80.49
15340,0.6575,99
15160,0.7196,99
16500,0.8347,99
12350,0.9553,88.49
14020,0.6246,99
16180,0.7362,97.57
9588,1,84.82
11130,1.135,82.6
13470,0.7281,99
8864,0.9104,84.81
15310,0.7122,99
7626,1.097,81.72
18960,0.7335,96.43
14570,0.8527,97.45
9627,0.8678,81.7
6640,1.538,73.53
18750,0.8268,96.69
8390,0.9204,83.1
18110,0.7794,99
13750,0.9183,94.82
7991,0.9647,79.5
12600,0.6854,99
11830,0.9663,90.22
16030,0.6658,99
7478,1.117,77.93
12640,0.7053,99
5927,1.106,80.18
19750,0.6974,99
14180,0.6132,99
18030,0.6745,99
13630,0.7303,99
16350,0.8344,99
11070,1.036,86.69
14190,0.6882,99
14270,0.8428,92.95
16640,0.7346,99
6641,1.126,77.03
15560,0.7416,99
13310,0.706,99
14840,0.7081,99
18910,0.9905,99
8050,1.015,86.33
8932,1.036,84
11640,0.8391,91.3
8303,1.248,81.09
9171,1.016,83.12
16050,0.8087,96.11
15660,0.6984,99
13410,0.6373,97.37
17040,0.7987,99
7434,0.9091,84.02
17370,0.8967,97.82
9141,0.7259,85.57
13560,0.7159,99
13730,0.8533,90.97
6425,1.343,71.84
9067,1.142,79.36
14640,1.013,89.26
8604,1.096,83.19
16020,0.6612,99
16920,0.7315,99
6704,1.002,80.07
7431,0.8238,80.4
12610,0.9151,87.29
10100,0.8926,92.25
13030,1.019,90.06
15430,0.7695,99
17090,0.7995,99
15000,0.7861,99
16720,0.8259,99
16400,0.6772,99
17790,0.844,99
11800,0.7397,91.71
9542,0.944,84.79
9209,0.8977,84.23
13460,0.6097,99
8791,0.8977,82.55
13410,0.8695,90.82
14090,0.8082,99
16850,0.7854,98.47
19330,0.7243,99
10060,1.124,87.08
6575,1.507,75.39
13150,0.715,99
17870,0.685,99
17430,0.6913,99
14730,0.7418,99
15060,0.767,99
18640,0.7459,99
15290,0.763,99
9160,0.9951,81.73
16200,0.7552,99
9663,1.121,84.3
20670,0.696,99
10490,0.9553,83.78
20060,0.9166,99
6976,0.9604,82.88
6888,1.176,78.64
15410,1.025,91.04
16560,0.781,99
18610,0.7049,99
14970,0.6857,99
10330,0.9126,85.5
11330,0.7536,91.6
10970,0.9652,83.52
9848,1.108,83.54
17370,0.7876,99
16950,0.7316,99
12500,0.8125,92.64
9800,1.017,85.23
9351,1.022,82.89
12050,0.9089,86.84
12700,0.7358,94.05
9648,0.8197,86.51
18160,0.6644,99
14820,0.8499,99
12050,0.9085,86.85
10240,1.053,83.06
9714,1.055,83.87
9039,1.094,85.96
15740,0.7594,99
9689,0.9951,87.1
11120,0.7834,88.33
13810,0.7541,94.17
7194,1.082,79.42
14760,0.8533,96.6
8907,0.8423,85.61
17630,0.6787,98.39
13910,0.7514,95.35
12790,1.001,85.13
14600,0.7461,96.11
15870,0.6902,98.91
15510,0.6666,99
18520,0.7108,99
15750,0.7043,99
15500,0.7337,99
13750,0.7303,99
11510,0.9907,89.23
14560,0.6823,99
14770,0.8457,99
8958,1.069,80.1
14310,0.6852,99
7133,1.402,76.6
14880,0.8483,92.05
19220,0.8312,99
16960,0.7735,99
9542,0.944,84.79
15150,0.8074,99
13670,0.765,99
14030,0.7046,99
14160,0.9371,87.33
17760,0.8463,99
15810,0.5985,98.9
17090,0.7654,99
16020,0.7581,98.58
7880,1.045,80.57
8433,1.291,77.9
18150,0.7533,99
18310,0.6664,99
17010,0.6772,99
13420,0.7382,94.1
6112,1.66,74.49
12130,0.7609,99
7443,1.094,79.53
17370,0.8967,97.82
15480,0.666,99
6359,1.346,71.68
13300,0.7738,93.35
17890,0.8847,99
15560,0.8376,99
18780,0.7055,99
6283,0.892,79.79
9328,0.8852,84.04
11990,1.096,85.55
10050,0.8669,86.62
11480,0.7744,93.04
17960,0.7857,97.81
10230,0.8377,89.29
7845,0.8959,81.89
18150,0.6069,98.87
15860,0.6982,99
18360,0.8694,99
16840,0.6161,99
6029,1.073,78.28
12050,0.9089,86.84
13790,0.8432,96.65
12910,0.7932,95.42
18960,0.6796,99
14990,0.8102,99
13980,0.8622,94.85
8901,0.8719,86.12
12970,0.7409,99
17260,0.706,99
19480,0.7179,99
9351,0.9325,83.81
13850,0.6856,97.3
