ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
10870,1.849,13860,1.764,3321,1.521,111.8,1.086
9782,1.974,20400,1.979,3927,1.393,127.4,1.059
9997,1.921,16220,1.422,3965,1.532,113.8,1.079
10310,1.872,20170,1.571,3427,1.42,105.4,0.9928
9118,1.867,23880,1.358,3194,1.595,106.5,1.022
9912,1.891,17910,1.683,3252,1.103,114.4,1.003
8971,1.924,19360,1.809,3617,1.448,142.9,0.9487
8806,1.912,14960,1.603,3624,1.57,123.5,1.052
7962,1.868,19780,1.824,4614,1.438,130.6,1.126
10750,1.964,18500,1.843,3874,1.042,124.8,1.149
8464,1.766,18660,1.494,3828,1.159,128.2,0.9566
11170,1.696,19120,1.482,3972,1.315,125.3,0.9982
12200,1.827,19140,1.344,3110,1.344,115.3,1.12
8920,1.993,17950,1.368,3473,1.38,122.5,1.089
8340,1.843,16740,1.357,3729,1.423,125.4,1.079
7410,1.887,20680,1.365,3888,1.348,129.4,0.9764
10140,1.442,22050,1.88,3792,1.388,118.6,0.8904
9795,1.841,20300,1.921,3376,1.291,129,0.9922
9579,1.6,21390,1.863,4019,1.387,120.8,1.063
10070,1.91,18260,1.928,3512,1.097,116.6,1.037
9022,1.95,18510,1.933,3920,1.253,117.4,0.9499
9403,1.683,18880,1.928,3857,1.294,126.9,1.054
12090,1.853,18130,1.584,4262,1.394,119.2,1.012
10050,1.99,19570,1.887,4265,1.139,124.6,1.062
8974,1.827,18280,1.894,4298,1.608,102.5,0.9595
9699,1.736,21850,1.42,3620,1.425,103.2,1.093
11560,1.971,22200,1.2,3814,1.474,110.6,1.014
11000,1.933,20010,1.037,3768,1.419,109.4,0.9953
7802,1.943,18100,1.55,3573,1.675,117.8,1.063
9306,1.692,20740,1.458,4047,1.411,114.7,0.8857
7838,1.704,16300,1.374,3522,1.299,112.6,1
11190,1.787,17800,1.543,3959,1.211,127.7,0.9262
10260,1.937,22480,1.756,3619,1.408,121.1,0.9866
8326,1.685,27710,1.048,3684,1.522,120,0.9265
10500,1.543,24050,0.8812,3821,1.396,104.1,1.003
8505,1.631,18580,1.731,3638,1.559,126.3,1.143
8677,1.683,16200,1.91,4226,1.557,104.1,1.061
10900,1.522,17570,1.983,3255,1.371,112.9,1.071
9797,1.694,19010,1.934,4030,1.292,117.6,1.192
6865,1.985,17630,1.925,3663,1.546,113.5,1.167
9719,1.823,19650,1.707,3426,1.696,122.2,0.9612
8988,1.854,18490,1.863,3412,1.785,128.4,0.936
10200,1.998,18920,1.916,3632,1.693,125.3,1.079
