ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
181500,0.8446,138000,1.979,281100,0.7267,63910,1.217,4529,1.083,229800,0.7079,39410,0.8022
181400,1.122,110900,1.268,199100,0.884,62000,1.371,4436,0.9762,189000,0.9438,35420,0.9751
156500,0.9871,251400,0.6876,169100,1.527,63640,1.433,4855,0.8704,190500,0.9987,33170,0.9663
147000,0.9464,193600,0.8735,139600,0.8713,79670,0.9316,4997,1.049,411700,0.6262,42590,0.8993
139100,1.698,146000,1.047,108400,0.943,66730,1.38,5016,1.088,392300,0.6226,47540,0.848
127500,1.605,167100,1.276,139200,0.8555,66990,1.099,4262,0.9278,258600,0.6674,37650,0.8392
136000,0.9789,188100,1.152,132200,1.068,63660,0.9916,4913,1.055,207300,0.7791,32890,1.048
316000,0.5334,113200,1.14,205400,0.8777,65880,1.494,5144,1.081,188800,0.8245,35410,1.097
176900,0.6982,198700,1.116,172700,0.5764,71100,1.079,4574,1.062,333900,0.6505,31100,1.194
216800,0.7527,97370,1.155,249700,1.624,72470,1.256,4126,0.9008,216600,0.7143,31850,1.019
307300,0.6816,117400,1.442,124000,1.376,58980,1.358,4615,0.9557,190600,0.8512,32540,0.9965
276100,0.8998,127700,1.025,115600,1.042,80940,1.086,4788,1.036,208900,0.8999,39550,0.9752
172800,1.237,193100,1.634,117600,1.231,74400,1.667,3815,1.032,215000,0.7908,37380,0.9975
127300,1.558,216700,0.9215,228600,0.965,65830,1.561,4716,0.9518,157200,0.8113,32150,1.082
134100,1.211,177500,1.197,139000,1.536,69800,1.412,5154,1.018,188600,0.7851,39420,1.129
215200,1.009,121800,1.779,94430,1.466,72300,1.163,4784,0.9718,212600,0.7929,41340,1.12
234300,0.8156,173400,1.6,112600,1.528,73540,1.04,4536,0.9783,322500,0.6084,34230,1.091
162000,0.9829,121600,1.856,194100,0.8631,63930,1.354,4624,0.8788,181600,0.8975,34450,1.065
164200,0.9503,110900,1.929,225500,0.7326,78660,1.206,4794,0.9443,171000,0.9276,33570,1.059
106800,1.537,215400,0.8619,181300,0.9711,75740,1.118,5371,0.9742,166600,0.921,31000,0.7811
226400,0.9472,138700,0.7124,219100,1.007,71450,1.361,5004,0.955,264900,0.6975,38980,0.7979
157400,0.7392,208200,0.9945,150500,1.785,71000,1.342,5095,0.9829,209500,0.7048,37930,0.7991
437200,0.6506,178600,1.838,119300,1.987,72320,1.363,4133,0.8855,194800,0.7629,30740,0.9517
370500,0.5741,155300,1.706,139400,1.85,63150,1.398,4678,1.065,193000,0.864,30850,0.9384
355800,0.7586,228500,0.7379,125600,1.803,55300,1.092,4509,0.881,212400,0.7755,33630,0.9391
153500,1.525,103700,1.752,210500,1.449,61080,1.084,4823,0.9929,205600,0.8294,33810,1.139
207600,0.696,76130,0.8937,94070,1.994,64870,1.245,6155,1.118,200300,0.8276,38530,0.8905
297600,0.6629,98930,1.822,106700,1.686,69050,1.133,5179,1.015,237400,0.7324,38360,0.8435
263700,0.6956,163900,1.253,254700,1.184,60420,1.223,3730,0.9535,250900,0.8335,44930,0.9619
136300,1.259,118600,1.196,330500,0.8292,74880,1.032,4642,0.993,205400,0.7929,30370,0.9819
141300,1.888,563000,0.961,135100,1.035,65780,1.387,4783,1.022,217700,0.7578,39470,1.019
125900,1.067,241400,1.048,108900,1.21,65260,1.339,4043,0.9535,321400,0.5505,35000,1.021
265100,0.6094,185800,1.021,170500,0.9968,65620,1.293,4077,1.102,189200,0.9765,35660,1.028
