"","drug","exp","conc","block_lowest_median","block_raw","block","channel"
"1","astemizole","170816_5_3B",300,10.615,35.62,27.97449236,"INa"
"2","astemizole","170816_5_3B",3,10.615,4.68,-6.639816524,"INa"
"3","astemizole","170816_5_3B",3,10.615,7.8,-3.149297981,"INa"
"4","astemizole","170816_5_3B",300,10.615,25.69,16.86524585,"INa"
"5","astemizole","170816_5_3B",300,10.615,30.32,22.04508586,"INa"
"6","astemizole","170816_5_3B",300,10.615,30.73,22.5037758,"INa"
"7","astemizole","170816_5_3B",3000,10.615,99.51,99.45180959,"INa"
"8","astemizole","170816_5_3B",300,10.615,29.05,20.62426582,"INa"
"9","astemizole","170816_5_3B",0.3,10.615,4.92,-6.371315098,"INa"
"10","astemizole","170816_5_3B",3,10.615,3.92,-7.490071041,"INa"
"11","astemizole","170816_5_3B",3,10.615,9.07,-1.728477933,"INa"
"12","astemizole","170816_5_3B",0.3,10.615,8.1,-2.813671198,"INa"
"13","astemizole","170816_5_3B",3000,10.615,101,101.1187559,"INa"
"14","astemizole","170816_5_3B",3000,10.615,96.61,96.20741735,"INa"
"15","astemizole","170816_5_3B",3000,10.615,100.29,100.3244392,"INa"
"16","astemizole","170816_5_3B",3000,10.615,99.71,99.67556078,"INa"
"17","astemizole","170816_5_3B",0.3,10.615,7.26,-3.75342619,"INa"
"18","astemizole","170816_5_3B",3,10.615,8.19,-2.712983163,"INa"
"19","astemizole","170816_5_3B",3000,10.615,105.88,106.5782849,"INa"
"20","astemizole","170816_5_3B",0.3,10.615,13.13,2.813671198,"INa"
"21","astemizole","170816_5_3B",3,10.615,19.3,9.716395368,"INa"
"22","astemizole","170816_5_3B",3,10.615,4.32,-7.042568664,"INa"
"23","astemizole","170816_5_3B",3,10.615,12.8,2.444481736,"INa"
"24","astemizole","170816_5_3B",3,10.615,18.83,9.190580075,"INa"
"25","astemizole","170816_5_3B",3000,10.615,111.35,112.69788,"INa"
"26","astemizole","170816_5_3B",3,10.615,20.68,11.26027857,"INa"
"27","astemizole","170816_5_3B",300,10.615,42.35,35.50371986,"INa"
"28","astemizole","170816_5_3B",300,10.615,25.42,16.56318174,"INa"
"29","astemizole","170816_5_3B",300,10.615,19.47,9.906583879,"INa"
"30","astemizole","170816_5_3B",300,10.615,57.6,52.564748,"INa"
"31","astemizole","170816_5_3B",300,10.615,39.29,32.08032668,"INa"
"32","astemizole","170816_5_3B",300,10.615,61.47,56.8943335,"INa"
"33","astemizole","170816_5_3B",0.3,10.615,13.57,3.305923813,"INa"
"34","astemizole","170816_5_3B",0.3,10.615,13.13,2.813671198,"INa"
"35","astemizole","170816_5_3B",0.3,10.615,15.14,5.062370644,"INa"
"36","astemizole","170816_5_3B",3000,10.615,97.76,97.49398669,"INa"
"37","astemizole","170816_5_3B",3,10.615,27.68,19.09157017,"INa"
"38","astemizole","170816_5_3B",3,10.615,13.64,3.384236729,"INa"
"39","astemizole","170816_5_3B",300,10.615,29.9,21.57520837,"INa"
"40","astemizole","170816_5_3B",0.3,10.615,5.85,-5.33087207,"INa"
"41","astemizole","170816_5_3B",300,10.615,32.49,24.47278626,"INa"
"42","astemizole","170816_5_3B",3000,10.615,96.54,96.12910444,"INa"
"43","astemizole","170816_5_4B",3,14.24,15.93,1.970615672,"INa"
"44","astemizole","170816_5_4B",3000,14.24,95.35,94.57789179,"INa"
"45","astemizole","170816_5_4B",3,14.24,3.57,-12.44169776,"INa"
"46","astemizole","170816_5_4B",3,14.24,10.88,-3.917910448,"INa"
"47","astemizole","170816_5_4B",0.3,14.24,5.86,-9.771455224,"INa"
"48","astemizole","170816_5_4B",3000,14.24,99.72,99.67350746,"INa"
"49","astemizole","170816_5_4B",300,14.24,33.47,22.42304104,"INa"
"50","astemizole","170816_5_4B",3,14.24,2.55,-13.63106343,"INa"
"51","astemizole","170816_5_4B",3000,14.24,94.09,93.10867537,"INa"
"52","astemizole","170816_5_4B",0.3,14.24,13.66,-0.67630597,"INa"
"53","astemizole","170816_5_4B",300,14.24,37.28,26.86567164,"INa"
"54","astemizole","170816_5_4B",3,14.24,14.4,0.186567164,"INa"
"55","astemizole","170816_5_4B",300,14.24,41.35,31.61147388,"INa"
"56","astemizole","170816_5_4B",0.3,14.24,14.82,0.67630597,"INa"
"57","astemizole","170816_5_4B",300,14.24,33.3,22.22481343,"INa"
"58","astemizole","170816_5_4B",3,14.24,18.22,4.640858209,"INa"
"59","astemizole","170816_5_4B",3000,14.24,87.82,85.79757463,"INa"
"60","astemizole","170816_5_4B",0.3,14.24,13.2,-1.212686567,"INa"
"61","astemizole","170816_5_4B",3000,14.24,94.54,93.63339552,"INa"
"62","astemizole","170816_5_4B",3,14.24,21.58,8.558768657,"INa"
"63","astemizole","170816_5_4B",3,14.24,-1.77,-18.66837687,"INa"
"64","astemizole","170816_5_4B",300,14.24,39.73,29.72248134,"INa"
"65","astemizole","170816_5_4B",0.3,14.24,22.74,9.911380597,"INa"
"66","astemizole","170816_5_4B",3000,14.24,105.27,106.145056,"INa"
"67","astemizole","170816_5_4B",0.3,14.24,10.39,-4.489272388,"INa"
"68","astemizole","170816_5_4B",300,14.24,38.24,27.98507463,"INa"
"69","astemizole","170816_5_4B",0.3,14.24,8.56,-6.623134328,"INa"
"70","astemizole","170816_5_4B",3000,14.24,104.45,105.1888993,"INa"
"71","astemizole","170816_5_4B",0.3,14.24,12.12,-2.472014925,"INa"
"72","astemizole","170816_5_4B",0.3,14.24,17.33,3.603078358,"INa"
"73","astemizole","170816_5_4B",3000,14.24,99.71,99.66184701,"INa"
"74","astemizole","170816_5_4B",300,14.24,36.4,25.83955224,"INa"
"75","astemizole","170816_5_4B",0.3,14.24,21.87,8.896921642,"INa"
"76","astemizole","170816_5_4B",0.3,14.24,19.59,6.238339552,"INa"
"77","astemizole","170816_5_4B",0.3,14.24,23.01,10.22621269,"INa"
"78","azimilide","170816_5_3B",30,17.22,17.81,0.712732544,"INa"
"79","azimilide","170816_5_3B",3000,17.22,37.06,23.96714182,"INa"
"80","azimilide","170816_5_3B",18000,17.22,87.87,85.3467021,"INa"
"81","azimilide","170816_5_3B",18000,17.22,82.39,78.72674559,"INa"
"82","azimilide","170816_5_3B",30,17.22,26.74,11.50036241,"INa"
"83","azimilide","170816_5_3B",300,17.22,14.21,-3.636143996,"INa"
"84","azimilide","170816_5_3B",300,17.22,19.74,3.044213578,"INa"
"85","azimilide","170816_5_3B",30,17.22,25.39,9.869533704,"INa"
"86","azimilide","170816_5_3B",18000,17.22,86.65,83.87291616,"INa"
"87","azimilide","170816_5_3B",30,17.22,6.73,-12.67214303,"INa"
"88","azimilide","170816_5_3B",18000,17.22,77.44,72.74704035,"INa"
"89","azimilide","170816_5_3B",300,17.22,20.97,4.530079729,"INa"
"90","azimilide","170816_5_3B",30,17.22,17.22,0,"INa"
"91","azimilide","170816_5_3B",18000,17.22,85.38,82.33872916,"INa"
"92","azimilide","170816_5_3B",3000,17.22,66.89,60.00241604,"INa"
"93","azimilide","170816_5_3B",3000,17.22,36.35,23.10944673,"INa"
"94","azimilide","170816_5_3B",300,17.22,17.32,0.120802126,"INa"
"95","azimilide","170816_5_3B",18000,17.22,89.66,87.50906016,"INa"
"96","azimilide","170816_5_3B",18000,17.22,87.02,84.31988403,"INa"
"97","azimilide","170816_5_3B",18000,17.22,88.99,86.69968591,"INa"
"98","azimilide","170816_5_3B",30,17.22,13.42,-4.590480792,"INa"
"99","azimilide","170816_5_3B",300,17.22,6.98,-12.37013771,"INa"
"100","azimilide","170816_5_3B",3000,17.22,40.07,27.60328582,"INa"
"101","azimilide","170816_5_3B",300,17.22,15.36,-2.246919546,"INa"
"102","azimilide","170816_5_3B",3000,17.22,59.09,50.57985021,"INa"
"103","azimilide","170816_5_3B",300,17.22,13.86,-4.058951438,"INa"
"104","azimilide","170816_5_3B",18000,17.22,87.04,84.34404446,"INa"
"105","azimilide","170816_5_3B",300,17.22,15.55,-2.017395506,"INa"
"106","azimilide","170816_5_3B",30,17.22,11.78,-6.571635661,"INa"
"107","azimilide","170816_5_3B",3000,17.22,34.43,20.7900459,"INa"
"108","azimilide","170816_5_3B",30,17.22,9.8,-8.963517758,"INa"
"109","azimilide","170816_5_3B",300,17.22,22.93,6.897801401,"INa"
"110","azimilide","170816_5_3B",300,17.22,13.59,-4.385117178,"INa"
"111","azimilide","170816_5_3B",3000,17.22,41.33,29.12539261,"INa"
"112","azimilide","170816_5_3B",30,17.22,23.28,7.320608843,"INa"
"113","azimilide","170816_5_3B",300,17.22,19.05,2.210678908,"INa"
"114","azimilide","170816_5_3B",3000,17.22,46.37,35.21381976,"INa"
"115","azimilide","170816_5_3B",3000,17.22,31.93,17.76999275,"INa"
"116","azimilide","170816_5_4B",18000,11.97,88.55,86.99307054,"INa"
"117","azimilide","170816_5_4B",300,11.97,19.4,8.440304442,"INa"
"118","azimilide","170816_5_4B",300,11.97,16.15,4.748381234,"INa"
"119","azimilide","170816_5_4B",300,11.97,23.96,13.6203567,"INa"
"120","azimilide","170816_5_4B",300,11.97,18.19,7.065773032,"INa"
"121","azimilide","170816_5_4B",18000,11.97,89.99,88.62887652,"INa"
"122","azimilide","170816_5_4B",300,11.97,7.53,-5.04373509,"INa"
"123","azimilide","170816_5_4B",18000,11.97,76.92,73.78166534,"INa"
"124","azimilide","170816_5_4B",300,11.97,19.06,8.054072475,"INa"
"125","azimilide","170816_5_4B",18000,11.97,78.11,75.13347722,"INa"
"126","azimilide","170816_5_4B",30,11.97,13.93,2.226513689,"INa"
"127","azimilide","170816_5_4B",30,11.97,11.68,-0.329433148,"INa"
"128","azimilide","170816_5_4B",18000,11.97,91,89.77621265,"INa"
"129","azimilide","170816_5_4B",18000,11.97,94.36,93.59309326,"INa"
"130","azimilide","170816_5_4B",300,11.97,14.29,2.635465182,"INa"
"131","azimilide","170816_5_4B",18000,11.97,92.44,91.41201863,"INa"
"132","azimilide","170816_5_4B",3000,11.97,30.92,21.52675224,"INa"
"133","azimilide","170816_5_4B",3000,11.97,32.71,23.56014995,"INa"
"134","azimilide","170816_5_4B",30,11.97,10.17,-2.044757469,"INa"
"135","azimilide","170816_5_4B",30,11.97,12.1,0.147676928,"INa"
"136","azimilide","170816_5_4B",30,11.97,11.97,0,"INa"
"137","azimilide","170816_5_4B",300,11.97,14.14,2.465068727,"INa"
"138","azimilide","170816_5_4B",30,11.97,13.65,1.908440304,"INa"
"139","azimilide","170816_5_4B",3000,11.97,40.28,32.15949108,"INa"
"140","azimilide","170816_5_4B",3000,11.97,34.18,25.23003522,"INa"
"141","azimilide","170816_5_4B",18000,11.97,76.21,72.97512212,"INa"
"142","azimilide","170816_5_4B",300,11.97,11.79,-0.204475747,"INa"
"143","azimilide","170816_5_4B",3000,11.97,37.38,28.8651596,"INa"
"144","azimilide","170816_5_4B",18000,11.97,89.28,87.8223333,"INa"
"145","azimilide","170816_5_4B",3000,11.97,45.84,38.47551971,"INa"
"146","azimilide","170816_5_4B",30,11.97,3.69,-9.405884358,"INa"
"147","azimilide","170816_5_4B",3000,11.97,34.11,25.15051687,"INa"
"148","azimilide","170816_5_4B",300,11.97,21.48,10.80313529,"INa"
"149","azimilide","170816_5_4B",300,11.97,17.97,6.81585823,"INa"
"150","azimilide","170816_5_4B",18000,11.97,92.96,92.00272634,"INa"
"151","azimilide","170816_5_4B",3000,11.97,48.7,41.72441213,"INa"
"152","bepridil","161118_n2",99.9,-1.695,-0.86,0.821082649,"INa"
"153","bepridil","161118_n2",99.9,-1.695,5.07,6.652244456,"INa"
"154","bepridil","161118_n2",99.9,-1.695,-13.55,-11.65740695,"INa"
"155","bepridil","161118_n2",30,-1.695,12.63,14.08623826,"INa"
"156","bepridil","161118_n2",9.9,-1.695,-1.89,-0.19174984,"INa"
"157","bepridil","161118_n2",30,-1.695,6.15,7.714243571,"INa"
"158","bepridil","161118_n2",9.9,-1.695,-5.01,-3.259747284,"INa"
"159","bepridil","161118_n2",9.9,-1.695,-1.5,0.19174984,"INa"
"160","bepridil","161118_n2",300,-1.695,5.07,6.652244456,"INa"
"161","bepridil","161118_n2",300,-1.695,-7.42,-5.629578642,"INa"
"162","bepridil","161118_n2",300,-1.695,18.02,19.38640051,"INa"
"163","bepridil","161118_n2",300,-1.695,23.5,24.77506269,"INa"
"164","bepridil","161118_n2",300,-1.695,-2.29,-0.585082846,"INa"
"165","bepridil","161118_n2",300,-1.695,19.3,20.64506613,"INa"
"166","bepridil","161118_n2",300,-1.695,22.68,23.96873003,"INa"
"167","bepridil","161118_n2",300,-1.695,12.48,13.93873838,"INa"
"168","bepridil","161118_n2",30,-1.695,-0.64,1.037415802,"INa"
"169","bepridil","161118_n2",9.9,-1.695,-2.41,-0.703082747,"INa"
"170","bepridil","161118_n2",300,-1.695,-13.89,-11.99174001,"INa"
"171","bepridil","161118_n2",99.9,-1.695,0.42,2.079748267,"INa"
"172","bepridil","161118_n2",30,-1.695,2.48,4.105413245,"INa"
"173","bepridil","161118_n2",30,-1.695,1.14,2.787747677,"INa"
"174","bepridil","161118_n2",9.9,-1.695,15.41,16.81990265,"INa"
"175","bepridil","161118_n2",9.9,-1.695,9.19,10.70357441,"INa"
"176","bepridil","161118_n2",9.9,-1.695,-14.91,-12.99473917,"INa"
"177","bepridil","161118_n2",9.9,-1.695,21.78,23.08373076,"INa"
"178","bepridil","161118_n2",9.9,-1.695,2.54,4.164413196,"INa"
"179","bepridil","161118_n2",9.9,-1.695,-5.05,-3.299080584,"INa"
"180","bepridil","161118_n2",9.9,-1.695,-14.71,-12.79807267,"INa"
"181","bepridil","161118_n2",99.9,-1.695,-4.17,-2.433747972,"INa"
"182","bepridil","161118_n2",300,-1.695,9.95,11.45090712,"INa"
"183","bepridil","161118_n2",30,-1.695,3.71,5.314912238,"INa"
"184","bepridil","161118_n2",30,-1.695,1.99,3.623580314,"INa"
"185","bepridil","161118_n2",300,-1.695,-14.91,-12.99473917,"INa"
"186","bepridil","161118_n2",9.9,-1.695,-4.51,-2.768081027,"INa"
"187","bepridil","161118_n2",99.9,-1.695,2.73,4.351246374,"INa"
"188","bepridil","161118_n2",99.9,-1.695,-2.87,-1.155415704,"INa"
"189","bepridil","161118_n2",99.9,-1.695,6.98,8.530409558,"INa"
"190","bepridil","161118_n2",9.9,-1.695,14.95,16.36756969,"INa"
"191","bepridil","161118_n2",9.9,-1.695,2.26,3.889080092,"INa"
"192","bepridil","161118_n2",99.9,-1.695,2.31,3.938246718,"INa"
"193","bepridil","161118_n2",99.9,-1.695,6.15,7.714243571,"INa"
"194","bepridil","161118_n2",300,-1.695,12.52,13.97807168,"INa"
"195","bepridil","161118_n2",30,-1.695,1.33,2.974580855,"INa"
"196","bepridil","161118_n2",99.9,-1.695,4.46,6.052411623,"INa"
"197","bepridil","161118_n2",99.9,-1.695,3.91,5.51157874,"INa"
"198","bepridil","161118_n2",30,-1.695,5.75,7.320910566,"INa"
"199","bepridil","161118_n2",300,-1.695,8.95,10.46757461,"INa"
"200","bepridil","161118_n2",30,-1.695,0.02,1.686415261,"INa"
"201","bepridil","161118_n2",30,-1.695,1.27,2.915580904,"INa"
"202","bepridil","161118_n2",30,-1.695,-4.46,-2.718914401,"INa"
"203","bepridil","161118_n2",99.9,-1.695,0.9,2.551747874,"INa"
"204","bepridil","161118_n2",99.9,-1.695,2.63,4.252913123,"INa"
"205","bepridil","161118_n3",300,2.96,8.52,5.729596043,"INa"
"206","bepridil","161118_n3",9.9,2.96,2.96,0,"INa"
"207","bepridil","161118_n3",300,2.96,15.39,12.80915087,"INa"
"208","bepridil","161118_n3",9.9,2.96,11.73,9.037510305,"INa"
"209","bepridil","161118_n3",9.9,2.96,9.27,6.502473207,"INa"
"210","bepridil","161118_n3",300,2.96,7.65,4.833058533,"INa"
"211","bepridil","161118_n3",9.9,2.96,-2.27,-5.389530091,"INa"
"212","bepridil","161118_n3",30,2.96,15.57,12.99464138,"INa"
"213","bepridil","161118_n3",9.9,2.96,5.49,2.6071723,"INa"
"214","bepridil","161118_n3",99.9,2.96,13.77,11.13973619,"INa"
"215","bepridil","161118_n3",30,2.96,1.09,-1.927040396,"INa"
"216","bepridil","161118_n3",99.9,2.96,13.54,10.90272053,"INa"
"217","bepridil","161118_n3",99.9,2.96,2.94,-0.020610058,"INa"
"218","bepridil","161118_n3",30,2.96,6.46,3.606760099,"INa"
"219","bepridil","161118_n3",30,2.96,-7.91,-11.20156636,"INa"
"220","bepridil","161118_n3",9.9,2.96,9.59,6.83223413,"INa"
"221","bepridil","161118_n3",9.9,2.96,2.32,-0.659521847,"INa"
"222","bepridil","161118_n3",9.9,2.96,-10.27,-13.63355317,"INa"
"223","bepridil","161118_n3",99.9,2.96,-8.52,-11.83017312,"INa"
"224","bepridil","161118_n3",9.9,2.96,0.2,-2.844187964,"INa"
"225","bepridil","161118_n3",9.9,2.96,-0.49,-3.555234955,"INa"
"226","bepridil","161118_n3",99.9,2.96,3.53,0.587386645,"INa"
"227","bepridil","161118_n3",30,2.96,-1.29,-4.379637263,"INa"
"228","bepridil","161118_n3",300,2.96,18.5,16.01401484,"INa"
"229","bepridil","161118_n3",99.9,2.96,4.09,1.164468261,"INa"
"230","bepridil","161118_n3",99.9,2.96,-6.07,-9.305441055,"INa"
"231","bepridil","161118_n3",99.9,2.96,9.33,6.56430338,"INa"
"232","bepridil","161118_n3",99.9,2.96,-6.45,-9.697032152,"INa"
"233","bepridil","161118_n3",9.9,2.96,2.27,-0.711046991,"INa"
"234","bepridil","161118_n3",9.9,2.96,9.14,6.368507832,"INa"
"235","bepridil","161118_n3",30,2.96,-11.46,-14.85985161,"INa"
"236","bepridil","161118_n3",300,2.96,7.43,4.606347898,"INa"
"237","bepridil","161118_n3",99.9,2.96,9.02,6.244847486,"INa"
"238","bepridil","161118_n3",99.9,2.96,-14.25,-17.73495466,"INa"
"239","bepridil","161118_n3",300,2.96,22.8,20.44517725,"INa"
"240","bepridil","161118_n3",30,2.96,0.47,-2.565952185,"INa"
"241","bepridil","161118_n3",30,2.96,2.41,-0.566776587,"INa"
"242","bepridil","161118_n3",30,2.96,-16.5,-20.05358615,"INa"
"243","bepridil","161118_n3",30,2.96,-5.67,-8.893239901,"INa"
"244","bepridil","161118_n3",99.9,2.96,2.29,-0.690436933,"INa"
"245","bepridil","161118_n3",9.9,2.96,5.06,2.164056059,"INa"
"246","bepridil","161118_n3",30,2.96,-2.44,-5.564715581,"INa"
"247","bepridil","161118_n3",300,2.96,14.62,12.01566364,"INa"
"248","bepridil","161118_n3",9.9,2.96,4.88,1.97856554,"INa"
"249","bepridil","161118_n3",300,2.96,19.28,16.81780709,"INa"
"250","bepridil","161118_n3",30,2.96,-6.37,-9.614591921,"INa"
"251","bepridil","161118_n3",9.9,2.96,2.21,-0.772877164,"INa"
"252","bepridil","161118_n3",300,2.96,17.51,14.99381698,"INa"
"253","bepridil","161118_n3",30,2.96,13.56,10.92333059,"INa"
"254","cisapride","161121_n1",300,0.545,0.56,0.015082198,"INa"
"255","cisapride","161121_n1",300,0.545,0.04,-0.507767332,"INa"
"256","cisapride","161121_n1",300,0.545,-1.3,-1.855110351,"INa"
"257","cisapride","161121_n1",1,0.545,5.91,5.394399477,"INa"
"258","cisapride","161121_n1",1,0.545,2.81,2.277411895,"INa"
"259","cisapride","161121_n1",300,0.545,-1.2,-1.754562365,"INa"
"260","cisapride","161121_n1",1,0.545,-5.65,-6.228947765,"INa"
"261","cisapride","161121_n1",99.9,0.545,-5.66,-6.239002564,"INa"
"262","cisapride","161121_n1",99.9,0.545,-0.56,-1.111055251,"INa"
"263","cisapride","161121_n1",1,0.545,5.34,4.821275954,"INa"
"264","cisapride","161121_n1",300,0.545,1.09,0.547986527,"INa"
"265","cisapride","161121_n1",1,0.545,-10.76,-11.36694988,"INa"
"266","cisapride","161121_n1",1,0.545,3.26,2.729877834,"INa"
"267","cisapride","161121_n1",300,0.545,8.7,8.199688301,"INa"
"268","cisapride","161121_n1",1,0.545,-5.96,-6.540646524,"INa"
"269","cisapride","161121_n1",99.9,0.545,8.79,8.290181489,"INa"
"270","cisapride","161121_n1",99.9,0.545,1.19,0.648534513,"INa"
"271","cisapride","161121_n1",99.9,0.545,7.06,6.550701322,"INa"
"272","cisapride","161121_n1",300,0.545,1.07,0.527876929,"INa"
"273","cisapride","161121_n1",9.9,0.545,-14.99,-15.62012971,"INa"
"274","cisapride","161121_n1",300,0.545,3.34,2.810316223,"INa"
"275","cisapride","161121_n1",300,0.545,-0.48,-1.030616862,"INa"
"276","cisapride","161121_n1",300,0.545,14.87,14.40349907,"INa"
"277","cisapride","161121_n1",9.9,0.545,0.53,-0.015082198,"INa"
"278","cisapride","161121_n1",300,0.545,1.98,1.442863607,"INa"
"279","cisapride","161121_n1",9.9,0.545,-4.89,-5.464783068,"INa"
"280","cisapride","161121_n1",9.9,0.545,11.78,11.29656629,"INa"
"281","cisapride","161121_n1",1,0.545,0.3,-0.246342567,"INa"
"282","cisapride","161121_n1",1,0.545,-5.12,-5.696043437,"INa"
"283","cisapride","161121_n1",9.9,0.545,-5.15,-5.726207833,"INa"
"284","cisapride","161121_n1",99.9,0.545,2.13,1.593685586,"INa"
"285","cisapride","161121_n1",9.9,0.545,-6.71,-7.294756423,"INa"
"286","cisapride","161121_n1",99.9,0.545,3.86,3.333165753,"INa"
"287","cisapride","161121_n1",99.9,0.545,9,8.501332261,"INa"
"288","cisapride","161121_n1",99.9,0.545,-0.13,-0.678698909,"INa"
"289","cisapride","161121_n1",1,0.545,0.79,0.246342567,"INa"
"290","cisapride","161121_n1",9.9,0.545,2.11,1.573575989,"INa"
"291","cisapride","161121_n1",1,0.545,6,5.484892665,"INa"
"292","cisapride","161121_n1",9.9,0.545,-0.07,-0.618370117,"INa"
"293","cisapride","161121_n1",9.9,0.545,-13.75,-14.37333467,"INa"
"294","cisapride","161121_n1",99.9,0.545,2.17,1.633904781,"INa"
"295","cisapride","161121_n1",1,0.545,-7.95,-8.541551455,"INa"
"296","cisapride","161121_n1",9.9,0.545,8.47,7.968427932,"INa"
"297","cisapride","161121_n1",1,0.545,6.68,6.168618973,"INa"
"298","cisapride","161121_n1",300,0.545,-3.13,-3.695138505,"INa"
"299","cisapride","161121_n1",1,0.545,-11.87,-12.48303253,"INa"
"300","cisapride","161121_n1",300,0.545,6.7,6.188728571,"INa"
"301","cisapride","161121_n1",9.9,0.545,-1.89,-2.448343472,"INa"
"302","cisapride","161121_n1",99.9,0.545,1.07,0.527876929,"INa"
"303","cisapride","161121_n2",9.9,1.44,12.82,11.54626623,"INa"
"304","cisapride","161121_n2",1,1.44,-0.5,-1.968344156,"INa"
"305","cisapride","161121_n2",99.9,1.44,8.07,6.726866883,"INa"
"306","cisapride","161121_n2",300,1.44,7.4,6.047077922,"INa"
"307","cisapride","161121_n2",300,1.44,4.15,2.749594156,"INa"
"308","cisapride","161121_n2",300,1.44,5.77,4.393262987,"INa"
"309","cisapride","161121_n2",99.9,1.44,-0.22,-1.684253247,"INa"
"310","cisapride","161121_n2",9.9,1.44,0.61,-0.842126623,"INa"
"311","cisapride","161121_n2",300,1.44,4.01,2.607548701,"INa"
"312","cisapride","161121_n2",99.9,1.44,-10.63,-12.2463474,"INa"
"313","cisapride","161121_n2",300,1.44,14.08,12.82467532,"INa"
"314","cisapride","161121_n2",99.9,1.44,2.14,0.710227273,"INa"
"315","cisapride","161121_n2",1,1.44,2.17,0.740665584,"INa"
"316","cisapride","161121_n2",99.9,1.44,3.2,1.785714286,"INa"
"317","cisapride","161121_n2",9.9,1.44,8.25,6.909496753,"INa"
"318","cisapride","161121_n2",300,1.44,0.53,-0.923295455,"INa"
"319","cisapride","161121_n2",300,1.44,9.36,8.035714286,"INa"
"320","cisapride","161121_n2",300,1.44,14.5,13.25081169,"INa"
"321","cisapride","161121_n2",99.9,1.44,-2.82,-4.32224026,"INa"
"322","cisapride","161121_n2",1,1.44,1.44,0,"INa"
"323","cisapride","161121_n2",300,1.44,5.06,3.67288961,"INa"
"324","cisapride","161121_n2",9.9,1.44,11.55,10.25771104,"INa"
"325","cisapride","161121_n2",99.9,1.44,4.63,3.236607143,"INa"
"326","cisapride","161121_n2",1,1.44,-5.51,-7.051542208,"INa"
"327","cisapride","161121_n2",1,1.44,4.18,2.780032468,"INa"
"328","cisapride","161121_n2",300,1.44,1.31,-0.131899351,"INa"
"329","cisapride","161121_n2",9.9,1.44,-1.84,-3.327922078,"INa"
"330","cisapride","161121_n2",300,1.44,-0.15,-1.613230519,"INa"
"331","cisapride","161121_n2",1,1.44,-6.49,-8.04586039,"INa"
"332","cisapride","161121_n2",1,1.44,3.23,1.816152597,"INa"
"333","cisapride","161121_n2",99.9,1.44,-2.45,-3.946834416,"INa"
"334","cisapride","161121_n2",1,1.44,4.28,2.881493506,"INa"
"335","cisapride","161121_n2",99.9,1.44,5.72,4.342532468,"INa"
"336","cisapride","161121_n2",300,1.44,6.1,4.728084416,"INa"
"337","cisapride","161121_n2",300,1.44,2.05,0.618912338,"INa"
"338","cisapride","161121_n2",9.9,1.44,-1.72,-3.206168831,"INa"
"339","cisapride","161121_n2",9.9,1.44,6.97,5.610795455,"INa"
"340","cisapride","161121_n2",1,1.44,0.54,-0.913149351,"INa"
"341","cisapride","161121_n2",1,1.44,4.59,3.196022727,"INa"
"342","cisapride","161121_n2",9.9,1.44,7.01,5.65137987,"INa"
"343","cisapride","161121_n2",9.9,1.44,3.13,1.714691558,"INa"
"344","cisapride","161121_n2",99.9,1.44,-5.93,-7.477678571,"INa"
"345","cisapride","161121_n2",9.9,1.44,3.18,1.765422078,"INa"
"346","cisapride","161121_n2",99.9,1.44,5.65,4.27150974,"INa"
"347","cisapride","161121_n2",1,1.44,1.14,-0.304383117,"INa"
"348","cisapride","161121_n2",9.9,1.44,2.96,1.542207792,"INa"
"349","cisapride","161121_n2",99.9,1.44,0.62,-0.831980519,"INa"
"350","cisapride","161121_n2",9.9,1.44,1.63,0.192775974,"INa"
"351","cisapride","161121_n2",9.9,1.44,-4.6,-6.128246753,"INa"
"352","cisapride","161121_n2",1,1.44,1.06,-0.385551948,"INa"
"353","cisapride","161121_n2",9.9,1.44,-0.16,-1.623376623,"INa"
"354","cisapride","161121_n2",1,1.44,5.41,4.028003247,"INa"
"355","cisapride","161121_n2",9.9,1.44,9.72,8.400974026,"INa"
"356","cisapride","161121_n2",9.9,1.44,6.28,4.910714286,"INa"
"357","clarithromycin","170816_5_3B",1e+05,11.71,20.73,10.21633254,"INa"
"358","clarithromycin","170816_5_3B",12100,11.71,13.13,1.608336165,"INa"
"359","clarithromycin","170816_5_3B",1e+05,11.71,38.92,30.81889229,"INa"
"360","clarithromycin","170816_5_3B",121,11.71,12.89,1.3365047,"INa"
"361","clarithromycin","170816_5_3B",1e+05,11.71,31.89,22.85649564,"INa"
"362","clarithromycin","170816_5_3B",121,11.71,6.35,-6.070902707,"INa"
"363","clarithromycin","170816_5_3B",1e+05,11.71,24.33,14.29380451,"INa"
"364","clarithromycin","170816_5_3B",12100,11.71,8.4,-3.749008948,"INa"
"365","clarithromycin","170816_5_3B",1210,11.71,1.2,-11.90395288,"INa"
"366","clarithromycin","170816_5_3B",1e+05,11.71,15.01,3.737682637,"INa"
"367","clarithromycin","170816_5_3B",121,11.71,-0.82,-14.19186771,"INa"
"368","clarithromycin","170816_5_3B",1e+05,11.71,27.51,17.89557141,"INa"
"369","clarithromycin","170816_5_3B",12100,11.71,14.47,3.126061842,"INa"
"370","clarithromycin","170816_5_3B",12100,11.71,11.22,-0.55498924,"INa"
"371","clarithromycin","170816_5_3B",121,11.71,9.54,-2.457809491,"INa"
"372","clarithromycin","170816_5_3B",1210,11.71,0.82,-12.3343527,"INa"
"373","clarithromycin","170816_5_3B",1210,11.71,10.91,-0.906104882,"INa"
