"","drug","exp","conc","block_lowest_median","block_raw","block","channel"
"1362","mexiletine","161121_n1",1000,4.25,8.35,4.281984334,"INa"
"1363","mexiletine","161121_n1",10000,4.25,17.01,13.32637076,"INa"
"1364","mexiletine","161121_n1",1e+05,4.25,55.58,53.60835509,"INa"
"1365","mexiletine","161121_n1",30000,4.25,24.59,21.24281984,"INa"
"1366","mexiletine","161121_n1",10000,4.25,10.97,7.018276762,"INa"
"1367","mexiletine","161121_n1",1e+05,4.25,48.01,45.70234987,"INa"
"1368","mexiletine","161121_n1",1e+05,4.25,77.81,76.82506527,"INa"
"1369","mexiletine","161121_n1",1e+05,4.25,49.51,47.2689295,"INa"
"1370","mexiletine","161121_n1",10000,4.25,14.8,11.01827676,"INa"
"1371","mexiletine","161121_n1",30000,4.25,19.38,15.80156658,"INa"
"1372","mexiletine","161121_n1",1000,4.25,12.22,8.323759791,"INa"
"1373","mexiletine","161121_n1",30000,4.25,51.02,48.845953,"INa"
"1374","mexiletine","161121_n1",30000,4.25,35.57,32.71018277,"INa"
"1375","mexiletine","161121_n1",30000,4.25,15.1,11.33159269,"INa"
"1376","mexiletine","161121_n1",1000,4.25,6.27,2.109660574,"INa"
"1377","mexiletine","161121_n1",1e+05,4.25,58.53,56.68929504,"INa"
"1378","mexiletine","161121_n1",30000,4.25,25.44,22.1305483,"INa"
"1379","mexiletine","161121_n2",1000,2.23,2.74,0.521632403,"INa"
"1380","mexiletine","161121_n2",30000,2.23,49.24,48.08223381,"INa"
"1381","mexiletine","161121_n2",30000,2.23,42.56,41.24987215,"INa"
"1382","mexiletine","161121_n2",10000,2.23,1.49,-0.756878388,"INa"
"1383","mexiletine","161121_n2",1000,2.23,5.96,3.815076199,"INa"
"1384","mexiletine","161121_n2",30000,2.23,54.13,53.08376803,"INa"
"1385","mexiletine","161121_n2",30000,2.23,49.17,48.01063721,"INa"
"1386","mexiletine","161121_n2",1e+05,2.23,70.01,69.32596911,"INa"
"1387","mexiletine","161121_n2",1000,2.23,-0.96,-3.262759538,"INa"
"1388","mexiletine","161121_n2",30000,2.23,49.6,48.45044492,"INa"
"1389","mexiletine","161121_n2",30000,2.23,37.6,36.17674133,"INa"
"1390","mexiletine","161121_n2",1e+05,2.23,74.72,74.14339777,"INa"
"1391","mexiletine","161121_n2",1000,2.23,-2.66,-5.001534213,"INa"
"1392","mexiletine","161121_n2",1000,2.23,5.39,3.232075279,"INa"
"1393","mexiletine","161121_n2",30000,2.23,24.15,22.41996522,"INa"
"1394","mexiletine","161121_n2",10000,2.23,22.71,20.94712079,"INa"
"1395","mexiletine","161121_n2",10000,2.23,7.07,4.950393781,"INa"
"1396","mexiletine","161121_n2",10000,2.23,0.3,-1.974020661,"INa"
"1397","mexiletine","161121_n2",1e+05,2.23,65.64,64.85629539,"INa"
"1398","mexiletine","161121_n2",1e+05,2.23,74.32,73.73427432,"INa"
"1399","mexiletine","161121_n2",10000,2.23,18.01,16.13992022,"INa"
"1400","mexiletine","161121_n2",1e+05,2.23,88.28,88.01268283,"INa"
"1401","mexiletine","161121_n2",10000,2.23,12.68,10.68835021,"INa"
"1402","mexiletine","161121_n2",30000,2.23,21.37,19.57655723,"INa"
"1403","mexiletine","161121_n2",10000,2.23,24.22,22.49156183,"INa"
"1404","mexiletine","161121_n2",1000,2.23,-3.72,-6.085711363,"INa"
"1405","mexiletine","161121_n2",1000,2.23,3.99,1.800143193,"INa"
"1406","mexiletine","161121_n2",1000,2.23,2.23,0,"INa"
"1407","mexiletine","161121_n2",1e+05,2.23,52.34,51.25294057,"INa"
"1408","mexiletine","161121_n2",10000,2.23,25.56,23.8621254,"INa"
"1409","mexiletine","161121_n2",1e+05,2.23,79.61,79.14493198,"INa"
"1410","mexiletine","161121_n2",1e+05,2.23,66.4,65.63362995,"INa"
"1411","mexiletine","161121_n2",1000,2.23,0.13,-2.147898128,"INa"
"1412","mexiletine","161121_n2",1000,2.23,11.1,9.07231257,"INa"
"1413","mexiletine","161121_n2",30000,2.23,22.97,21.21305104,"INa"
"1414","mexiletine","161121_n2",10000,2.23,16.98,15.08642733,"INa"
"1415","mexiletine","161121_n2",30000,2.23,63.61,62.77999386,"INa"
"1416","mexiletine","161121_n2",10000,2.23,11.79,9.778050527,"INa"
"1417","mexiletine","161121_n2",1000,2.23,2.12,-0.11250895,"INa"
"1418","mexiletine","161121_n2",30000,2.23,50.27,49.13572671,"INa"
"1419","mexiletine","161121_n2",10000,2.23,19.42,17.58208039,"INa"
"1420","mexiletine","161121_n2",30000,2.23,24.96,23.24844022,"INa"
"1421","mexiletine","161121_n2",10000,2.23,7.38,5.267464457,"INa"
"1422","mexiletine","161121_n2",10000,2.23,8.43,6.341413522,"INa"
"1423","mexiletine","161121_n2",1000,2.23,-3.15,-5.502710443,"INa"
"1424","mexiletine","161121_n2",1e+05,2.23,72.51,71.88299069,"INa"
"1425","mexiletine","161121_n2",30000,2.23,37.23,35.79830214,"INa"
"1426","mexiletine","161121_n2",1000,2.23,11.71,9.696225836,"INa"
"1427","nifedipine","170816_5_3",7.7,4.92,-0.28,-5.469078671,"INa"
"1428","nifedipine","170816_5_3",7.7,4.92,2.39,-2.660917122,"INa"
"1429","nifedipine","170816_5_3",7.7,4.92,9.69,5.016827934,"INa"
"1430","nifedipine","170816_5_3",7700,4.92,15.28,10.89608751,"INa"
"1431","nifedipine","170816_5_3",7.7,4.92,7.45,2.660917122,"INa"
"1432","nifedipine","170816_5_3",7.7,4.92,13.28,8.792595709,"INa"
"1433","nifedipine","170816_5_3",77,4.92,1.17,-3.944047118,"INa"
"1434","nifedipine","170816_5_3",51100,4.92,57.13,54.91165334,"INa"
"1435","nifedipine","170816_5_3",51100,4.92,58.3,56.14219605,"INa"
"1436","nifedipine","170816_5_3",51100,4.92,64.25,62.40008414,"INa"
"1437","nifedipine","170816_5_3",51100,4.92,52.26,49.78965082,"INa"
"1438","nifedipine","170816_5_3",51100,4.92,55.39,53.08161548,"INa"
"1439","nifedipine","170816_5_3",51100,4.92,49.37,46.75010517,"INa"
"1440","nifedipine","170816_5_3",7700,4.92,13.02,8.519141775,"INa"
"1441","nifedipine","170816_5_3",7700,4.92,7.95,3.186790072,"INa"
"1442","nifedipine","170816_5_3",7700,4.92,7.35,2.555742533,"INa"
"1443","nifedipine","170816_5_3",7700,4.92,14.94,10.5384939,"INa"
"1444","nifedipine","170816_5_3",7700,4.92,3.45,-1.54606647,"INa"
"1445","nifedipine","170816_5_3",7700,4.92,12.09,7.54101809,"INa"
"1446","nifedipine","170816_5_3",7700,4.92,8.43,3.691628103,"INa"
"1447","nifedipine","170816_5_3",7.7,4.92,10.56,5.931846866,"INa"
"1448","nifedipine","170816_5_3",77,4.92,6.29,1.440891881,"INa"
"1449","nifedipine","170816_5_3",77,4.92,2.2,-2.860748843,"INa"
"1450","nifedipine","170816_5_3",77,4.92,3.01,-2.008834666,"INa"
"1451","nifedipine","170816_5_3",77,4.92,9.19,4.490954985,"INa"
"1452","nifedipine","170816_5_3",77,4.92,4.73,-0.199831721,"INa"
"1453","nifedipine","170816_5_3",7.7,4.92,-0.3,-5.490113589,"INa"
"1454","nifedipine","170816_5_3",7.7,4.92,-7.68,-13.25199832,"INa"
"1455","nifedipine","170816_5_3",51100,4.92,35.85,32.53050063,"INa"
"1456","nifedipine","170816_5_3",77,4.92,11.06,6.457719815,"INa"
"1457","nifedipine","170816_5_3",77,4.92,7.52,2.734539335,"INa"
"1458","nifedipine","170816_5_3",77,4.92,0,-5.174589819,"INa"
"1459","nifedipine","170816_5_3",77,4.92,-1.34,-6.583929323,"INa"
"1460","nifedipine","170816_5_3",51100,4.92,52.61,50.15776188,"INa"
"1461","nifedipine","170816_5_3",7.7,4.92,11.28,6.689103912,"INa"
"1462","nifedipine","170816_5_3",51100,4.92,48.03,45.34076567,"INa"
"1463","nifedipine","170816_5_3",51100,4.92,63,61.08540177,"INa"
"1464","nifedipine","170816_5_3",7.7,4.92,1.55,-3.544383677,"INa"
"1465","nifedipine","170816_5_3",51100,4.92,54.91,52.57677745,"INa"
"1466","nifedipine","170816_5_4",51100,9.78,59.21,54.78829528,"INa"
"1467","nifedipine","170816_5_4",51100,9.78,64.88,61.07293283,"INa"
"1468","nifedipine","170816_5_4",7.7,9.78,12.11,2.582575926,"INa"
"1469","nifedipine","170816_5_4",7.7,9.78,-0.23,-11.09510086,"INa"
"1470","nifedipine","170816_5_4",51100,9.78,64.56,60.71824429,"INa"
"1471","nifedipine","170816_5_4",51100,9.78,61.04,56.81667036,"INa"
"1472","nifedipine","170816_5_4",7700,9.78,12.86,3.413877189,"INa"
"1473","nifedipine","170816_5_4",7700,9.78,-0.66,-11.57171359,"INa"
"1474","nifedipine","170816_5_4",7700,9.78,14.2,4.899135447,"INa"
"1475","nifedipine","170816_5_4",7.7,9.78,3.19,-7.304367103,"INa"
"1476","nifedipine","170816_5_4",7.7,9.78,10.15,0.410108623,"INa"
"1477","nifedipine","170816_5_4",7700,9.78,19.46,10.72932831,"INa"
"1478","nifedipine","170816_5_4",7.7,9.78,1.88,-8.75637331,"INa"
"1479","nifedipine","170816_5_4",51100,9.78,61.35,57.16027488,"INa"
"1480","nifedipine","170816_5_4",7700,9.78,17.25,8.279760585,"INa"
"1481","nifedipine","170816_5_4",7700,9.78,4.2,-6.184881401,"INa"
"1482","nifedipine","170816_5_4",7700,9.78,-2,-13.05697185,"INa"
"1483","nifedipine","170816_5_4",51100,9.78,75.53,72.87741077,"INa"
"1484","nifedipine","170816_5_4",7700,9.78,15.27,6.085125249,"INa"
"1485","nifedipine","170816_5_4",77,9.78,12.01,2.471735757,"INa"
"1486","nifedipine","170816_5_4",7700,9.78,8.17,-1.784526712,"INa"
"1487","nifedipine","170816_5_4",7.7,9.78,4.93,-5.375748171,"INa"
"1488","nifedipine","170816_5_4",7.7,9.78,-7.04,-18.64331634,"INa"
"1489","nifedipine","170816_5_4",51100,9.78,72.96,70.02881844,"INa"
"1490","nifedipine","170816_5_4",7.7,9.78,15.59,6.439813789,"INa"
"1491","nifedipine","170816_5_4",7700,9.78,13.89,4.555530924,"INa"
"1492","nifedipine","170816_5_4",77,9.78,-0.25,-11.1172689,"INa"
"1493","nifedipine","170816_5_4",51100,9.78,50.78,45.44446908,"INa"
"1494","nifedipine","170816_5_4",77,9.78,-2.64,-13.76634892,"INa"
"1495","nifedipine","170816_5_4",7.7,9.78,14.41,5.1318998,"INa"
"1496","nifedipine","170816_5_4",7700,9.78,2.39,-8.19108845,"INa"
"1497","nifedipine","170816_5_4",7.7,9.78,17.91,9.011305697,"INa"
"1498","nifedipine","170816_5_4",7.7,9.78,9.78,0,"INa"
"1499","nifedipine","170816_5_4",77,9.78,13.33,3.934825981,"INa"
"1500","nifedipine","170816_5_4",7700,9.78,4.56,-5.785856795,"INa"
"1501","nifedipine","170816_5_4",77,9.78,18.53,9.698514742,"INa"
"1502","nifedipine","170816_5_4",77,9.78,11.87,2.316559521,"INa"
"1503","nifedipine","170816_5_4",77,9.78,19.1,10.3303037,"INa"
"1504","nifedipine","170816_5_4",77,9.78,11.24,1.61826646,"INa"
"1505","nifedipine","170816_5_4",77,9.78,8.78,-1.108401685,"INa"
"1506","nifedipine","170816_5_4",77,9.78,3.67,-6.772334294,"INa"
"1507","nitrendipine","170816_5_3",30200,8.775,45.99,40.79473828,"INa"
"1508","nitrendipine","170816_5_3",30.2,8.775,3.9,-5.343929844,"INa"
"1509","nitrendipine","170816_5_3",3.02,8.775,12.39,3.962729515,"INa"
"1510","nitrendipine","170816_5_3",3.02,8.775,3.88,-5.365853659,"INa"
"1511","nitrendipine","170816_5_3",3020,8.775,43.41,37.96656618,"INa"
"1512","nitrendipine","170816_5_3",3.02,8.775,13.47,5.146615511,"INa"
"1513","nitrendipine","170816_5_3",3.02,8.775,9.26,0.531652508,"INa"
"1514","nitrendipine","170816_5_3",3020,8.775,42.72,37.21019457,"INa"
"1515","nitrendipine","170816_5_3",3020,8.775,37.24,31.20306933,"INa"
"1516","nitrendipine","170816_5_3",3020,8.775,34.95,28.69279255,"INa"
"1517","nitrendipine","170816_5_3",3020,8.775,34.76,28.48451631,"INa"
"1518","nitrendipine","170816_5_3",30200,8.775,55.95,51.71279803,"INa"
"1519","nitrendipine","170816_5_3",30200,8.775,61.69,58.00493286,"INa"
"1520","nitrendipine","170816_5_3",30200,8.775,47.68,42.64730063,"INa"
"1521","nitrendipine","170816_5_3",30.2,8.775,10.23,1.594957523,"INa"
"1522","nitrendipine","170816_5_3",3020,8.775,41.87,36.27843245,"INa"
"1523","nitrendipine","170816_5_3",3020,8.775,44.22,38.85448068,"INa"
"1524","nitrendipine","170816_5_3",30200,8.775,54.74,50.38640723,"INa"
"1525","nitrendipine","170816_5_3",3020,8.775,55.73,51.47163606,"INa"
"1526","nitrendipine","170816_5_3",3020,8.775,41.28,35.63167991,"INa"
"1527","nitrendipine","170816_5_3",3.02,8.775,3.6,-5.672787065,"INa"
"1528","nitrendipine","170816_5_3",30.2,8.775,-0.11,-9.7396547,"INa"
"1529","nitrendipine","170816_5_3",30200,8.775,51.69,47.04302549,"INa"
"1530","nitrendipine","170816_5_3",30.2,8.775,1.15,-8.358454371,"INa"
"1531","nitrendipine","170816_5_3",30.2,8.775,5.43,-3.666758016,"INa"
"1532","nitrendipine","170816_5_3",30.2,8.775,0.98,-8.544806796,"INa"
"1533","nitrendipine","170816_5_3",30.2,8.775,12.95,4.576596328,"INa"
"1534","nitrendipine","170816_5_3",3.02,8.775,3.1,-6.220882434,"INa"
"1535","nitrendipine","170816_5_3",3.02,8.775,8.29,-0.531652508,"INa"
"1536","nitrendipine","170816_5_3",3.02,8.775,7.76,-1.112633598,"INa"
"1537","nitrendipine","170816_5_3",3.02,8.775,15.69,7.580158948,"INa"
"1538","nitrendipine","170816_5_3",3.02,8.775,7.73,-1.14551932,"INa"
"1539","nitrendipine","170816_5_3",3.02,8.775,10.76,2.175938613,"INa"
"1540","nitrendipine","170816_5_3",30.2,8.775,7.81,-1.057824061,"INa"
"1541","nitrendipine","170816_5_3",30200,8.775,52.7,48.15017813,"INa"
"1542","nitrendipine","170816_5_3",30.2,8.775,5.98,-3.06385311,"INa"
"1543","nitrendipine","170816_5_3",3.02,8.775,11.68,3.184434092,"INa"
"1544","nitrendipine","170816_5_3",30200,8.775,69.93,67.03754453,"INa"
"1545","nitrendipine","170816_5_3",30200,8.775,52.31,47.72266374,"INa"
"1546","nitrendipine","170816_5_3",30200,8.775,44.18,38.81063305,"INa"
"1547","nitrendipine","170816_5_3",30200,8.775,62.53,58.92573308,"INa"
"1548","nitrendipine","170816_5_3",30200,8.775,46.36,41.20032886,"INa"
"1549","nitrendipine","170816_5_4",3.02,10.9,13.85,3.310886644,"INa"
"1550","nitrendipine","170816_5_4",3.02,10.9,10.9,0,"INa"
"1551","nitrendipine","170816_5_4",30200,10.9,44.23,37.40740741,"INa"
"1552","nitrendipine","170816_5_4",3.02,10.9,10.57,-0.37037037,"INa"
"1553","nitrendipine","170816_5_4",30200,10.9,59.26,54.27609428,"INa"
"1554","nitrendipine","170816_5_4",30200,10.9,46.93,40.43771044,"INa"
"1555","nitrendipine","170816_5_4",3020,10.9,37.66,30.03367003,"INa"
"1556","nitrendipine","170816_5_4",3.02,10.9,12.87,2.210998878,"INa"
"1557","nitrendipine","170816_5_4",30200,10.9,49.14,42.91806958,"INa"
"1558","nitrendipine","170816_5_4",30200,10.9,50,43.88327722,"INa"
"1559","nitrendipine","170816_5_4",30200,10.9,49.78,43.63636364,"INa"
"1560","nitrendipine","170816_5_4",3020,10.9,32.87,24.65768799,"INa"
"1561","nitrendipine","170816_5_4",3020,10.9,40.21,32.8956229,"INa"
"1562","nitrendipine","170816_5_4",30200,10.9,56.49,51.16722783,"INa"
"1563","nitrendipine","170816_5_4",3020,10.9,32.81,24.59034792,"INa"
"1564","nitrendipine","170816_5_4",3020,10.9,35.12,27.18294052,"INa"
"1565","nitrendipine","170816_5_4",30200,10.9,57.92,52.77216611,"INa"
"1566","nitrendipine","170816_5_4",30.2,10.9,4.52,-7.160493827,"INa"
"1567","nitrendipine","170816_5_4",30200,10.9,52.51,46.7003367,"INa"
"1568","nitrendipine","170816_5_4",3.02,10.9,11.59,0.774410774,"INa"
"1569","nitrendipine","170816_5_4",3.02,10.9,10.72,-0.202020202,"INa"
"1570","nitrendipine","170816_5_4",3.02,10.9,15.92,5.634118967,"INa"
"1571","nitrendipine","170816_5_4",3.02,10.9,-5.32,-18.20426487,"INa"
"1572","nitrendipine","170816_5_4",3020,10.9,40.94,33.71492705,"INa"
"1573","nitrendipine","170816_5_4",3020,10.9,41.01,33.79349046,"INa"
"1574","nitrendipine","170816_5_4",3.02,10.9,1.09,-11.01010101,"INa"
"1575","nitrendipine","170816_5_4",30.2,10.9,13.09,2.457912458,"INa"
"1576","nitrendipine","170816_5_4",30.2,10.9,1.82,-10.19079686,"INa"
"1577","nitrendipine","170816_5_4",30.2,10.9,0.25,-11.95286195,"INa"
"1578","nitrendipine","170816_5_4",3020,10.9,42.44,35.39842873,"INa"
"1579","nitrendipine","170816_5_4",30.2,10.9,17.14,7.003367003,"INa"
"1580","nitrendipine","170816_5_4",30200,10.9,52.03,46.16161616,"INa"
"1581","nitrendipine","170816_5_4",3020,10.9,28.86,20.15712682,"INa"
"1582","nitrendipine","170816_5_4",30200,10.9,43.26,36.31874299,"INa"
"1583","nitrendipine","170816_5_4",3020,10.9,46.51,39.96632997,"INa"
"1584","nitrendipine","170816_5_4",30.2,10.9,12.66,1.975308642,"INa"
"1585","nitrendipine","170816_5_4",30.2,10.9,21.26,11.62738496,"INa"
"1586","nitrendipine","170816_5_4",30.2,10.9,9.04,-2.087542088,"INa"
"1587","nitrendipine","170816_5_4",30.2,10.9,16.45,6.228956229,"INa"
"1588","ondansetron","161118_n2",1000,1.96,-3.56,-5.630354957,"INa"
"1589","ondansetron","161118_n2",10000,1.96,34.08,32.7621379,"INa"
"1590","ondansetron","161118_n2",3000,1.96,14.02,12.30110159,"INa"
"1591","ondansetron","161118_n2",1000,1.96,7.07,5.212158303,"INa"
"1592","ondansetron","161118_n2",3000,1.96,14.29,12.57649939,"INa"
"1593","ondansetron","161118_n2",1000,1.96,0.59,-1.397388821,"INa"
"1594","ondansetron","161118_n2",300,1.96,1.2,-0.775193798,"INa"
"1595","ondansetron","161118_n2",10000,1.96,32.27,30.91595267,"INa"
"1596","ondansetron","161118_n2",1000,1.96,17.31,15.65687475,"INa"
"1597","ondansetron","161118_n2",300,1.96,-9.36,-11.54630763,"INa"
"1598","ondansetron","161118_n2",3000,1.96,4.48,2.570379437,"INa"
"1599","ondansetron","161118_n2",300,1.96,8.38,6.548347613,"INa"
"1600","ondansetron","161118_n2",3000,1.96,1.08,-0.897592819,"INa"
"1601","ondansetron","161118_n2",300,1.96,5.65,3.76376989,"INa"
"1602","ondansetron","161118_n2",10000,1.96,16.15,14.47368421,"INa"
"1603","ondansetron","161118_n2",10000,1.96,13.16,11.42390861,"INa"
"1604","ondansetron","161118_n2",1000,1.96,-0.2,-2.203182375,"INa"
"1605","ondansetron","161118_n2",1000,1.96,11.91,10.14891881,"INa"
"1606","ondansetron","161118_n2",1000,1.96,1.7,-0.265197878,"INa"
"1607","ondansetron","161118_n2",10000,1.96,14.85,13.14769482,"INa"
"1608","ondansetron","161118_n2",3000,1.96,7.92,6.079151367,"INa"
"1609","ondansetron","161118_n2",1000,1.96,-4.86,-6.956344349,"INa"
"1610","ondansetron","161118_n2",10000,1.96,12.14,10.38351693,"INa"
"1611","ondansetron","161118_n2",10000,1.96,7.89,6.048551612,"INa"
"1612","ondansetron","161118_n2",300,1.96,14.08,12.3623011,"INa"
"1613","ondansetron","161118_n2",3000,1.96,16.52,14.85108119,"INa"
"1614","ondansetron","161118_n2",10000,1.96,13.54,11.81150551,"INa"
"1615","ondansetron","161118_n2",3000,1.96,5.78,3.896368829,"INa"
"1616","ondansetron","161118_n2",3000,1.96,-0.97,-2.988576091,"INa"
"1617","ondansetron","161118_n2",1000,1.96,12.78,11.03631171,"INa"
"1618","ondansetron","161118_n2",3000,1.96,-0.77,-2.784577723,"INa"
"1619","ondansetron","161118_n2",300,1.96,2.72,0.775193798,"INa"
"1620","ondansetron","161118_n2",1000,1.96,-1.94,-3.977968176,"INa"
"1621","ondansetron","161118_n2",10000,1.96,13.06,11.32190942,"INa"
"1622","ondansetron","161118_n2",10000,1.96,9.48,7.670338637,"INa"
"1623","ondansetron","161118_n2",10000,1.96,31.34,29.96736026,"INa"
"1624","ondansetron","161118_n2",1000,1.96,9.1,7.282741738,"INa"
"1625","ondansetron","161118_n2",10000,1.96,11.02,9.241126071,"INa"
"1626","ondansetron","161118_n2",3000,1.96,10.5,8.710730314,"INa"
"1627","ondansetron","161118_n2",10000,1.96,-2.49,-4.538963688,"INa"
"1628","ondansetron","161118_n2",1000,1.96,-2.53,-4.579763362,"INa"
"1629","ondansetron","161118_n2",300,1.96,-11.64,-13.87188902,"INa"
"1630","ondansetron","161118_n2",10000,1.96,-0.17,-2.172582619,"INa"
"1631","ondansetron","161118_n2",1000,1.96,-2.71,-4.763361893,"INa"
"1632","ondansetron","161118_n2",3000,1.96,5.17,3.274173807,"INa"
"1633","ondansetron","161118_n2",300,1.96,-7.8,-9.955120359,"INa"
"1634","ondansetron","161118_n2",300,1.96,-1.74,-3.773969808,"INa"
"1635","ondansetron","161118_n2",300,1.96,-1.68,-3.712770298,"INa"
"1636","ondansetron","161118_n2",300,1.96,5.79,3.906568747,"INa"
"1637","ondansetron","161118_n2",1000,1.96,2.51,0.560995512,"INa"
"1638","ondansetron","161118_n2",1000,1.96,4.4,2.48878009,"INa"
"1639","ondansetron","161118_n2",300,1.96,10.88,9.098327213,"INa"
"1640","ondansetron","161118_n2",10000,1.96,14.7,12.99469604,"INa"
"1641","ondansetron","161118_n2",3000,1.96,25.04,23.54141167,"INa"
"1642","ondansetron","161118_n2",300,1.96,5.72,3.835169319,"INa"
"1643","ondansetron","161118_n2",3000,1.96,10.17,8.374133007,"INa"
"1644","ondansetron","161118_n2",300,1.96,0.92,-1.060791514,"INa"
"1645","ondansetron","161118_n3",10000,1.47,12.71,11.40769309,"INa"
"1646","ondansetron","161118_n3",1000,1.47,-4.55,-6.10981427,"INa"
"1647","ondansetron","161118_n3",3000,1.47,-3.09,-4.628032071,"INa"
"1648","ondansetron","161118_n3",3000,1.47,3.97,2.537298285,"INa"
"1649","ondansetron","161118_n3",300,1.47,2.35,0.893128996,"INa"
"1650","ondansetron","161118_n3",10000,1.47,17.29,16.05602355,"INa"
"1651","ondansetron","161118_n3",10000,1.47,19.52,18.31929362,"INa"
"1652","ondansetron","161118_n3",3000,1.47,-5.06,-6.62742312,"INa"
"1653","ondansetron","161118_n3",3000,1.47,3.19,1.74566122,"INa"
"1654","ondansetron","161118_n3",10000,1.47,12.12,10.80889069,"INa"
"1655","ondansetron","161118_n3",300,1.47,6.32,4.922358672,"INa"
"1656","ondansetron","161118_n3",3000,1.47,12.37,11.06262052,"INa"
"1657","ondansetron","161118_n3",300,1.47,8.6,7.236374708,"INa"
"1658","ondansetron","161118_n3",3000,1.47,4.62,3.196995839,"INa"
"1659","ondansetron","161118_n3",3000,1.47,7.23,5.845935248,"INa"
"1660","ondansetron","161118_n3",300,1.47,-0.14,-1.634020095,"INa"
"1661","ondansetron","161118_n3",3000,1.47,14.29,13.0112656,"INa"
"1662","ondansetron","161118_n3",300,1.47,0.59,-0.893128996,"INa"
"1663","ondansetron","161118_n3",300,1.47,1.47,0,"INa"
"1664","ondansetron","161118_n3",300,1.47,6.75,5.358773977,"INa"
"1665","ondansetron","161118_n3",10000,1.47,4.43,3.004161169,"INa"
"1666","ondansetron","161118_n3",10000,1.47,5.67,4.262661118,"INa"
"1667","ondansetron","161118_n3",1000,1.47,-0.18,-1.674616868,"INa"
"1668","ondansetron","161118_n3",10000,1.47,5.43,4.019080483,"INa"
"1669","ondansetron","161118_n3",1000,1.47,13.34,12.04709226,"INa"
"1670","ondansetron","161118_n3",1000,1.47,-5.7,-7.276971481,"INa"
"1671","ondansetron","161118_n3",10000,1.47,15.63,14.37125749,"INa"
"1672","ondansetron","161118_n3",3000,1.47,4.04,2.608342637,"INa"
"1673","ondansetron","161118_n3",300,1.47,-2.45,-3.978483711,"INa"
"1674","ondansetron","161118_n3",1000,1.47,0.9,-0.578504009,"INa"
"1675","ondansetron","161118_n3",1000,1.47,-7.69,-9.296660915,"INa"
"1676","ondansetron","161118_n3",3000,1.47,10.23,8.89069319,"INa"
"1677","ondansetron","161118_n3",10000,1.47,22.64,21.48584188,"INa"
"1678","ondansetron","161118_n3",3000,1.47,14.17,12.88947529,"INa"
"1679","ondansetron","161118_n3",3000,1.47,4.56,3.13610068,"INa"
"1680","ondansetron","161118_n3",1000,1.47,0.83,-0.649548361,"INa"
"1681","ondansetron","161118_n3",300,1.47,12.79,11.48888663,"INa"
"1682","ondansetron","161118_n3",1000,1.47,7.23,5.845935248,"INa"
"1683","ondansetron","161118_n3",1000,1.47,-13.85,-15.54856389,"INa"
"1684","ondansetron","161118_n3",1000,1.47,3.71,2.273419263,"INa"
"1685","ondansetron","161118_n3",3000,1.47,16.11,14.85841876,"INa"
"1686","ondansetron","161118_n3",1000,1.47,7.01,5.622652999,"INa"
"1687","ondansetron","161118_n3",300,1.47,-3.66,-5.20653608,"INa"
"1688","ondansetron","161118_n3",300,1.47,6.83,5.439967523,"INa"
"1689","ondansetron","161118_n3",10000,1.47,7.7,6.322947326,"INa"
"1690","ondansetron","161118_n3",300,1.47,-2.28,-3.805947427,"INa"
"1691","ondansetron","161118_n3",3000,1.47,19.75,18.55272506,"INa"
"1692","ondansetron","161118_n3",300,1.47,0.03,-1.461483812,"INa"
"1693","ondansetron","161118_n3",1000,1.47,5.99,4.587435299,"INa"
"1694","ondansetron","161118_n3",1000,1.47,3.93,2.496701512,"INa"
"1695","ondansetron","161118_n3",1000,1.47,-9.48,-11.11336649,"INa"
"1696","ondansetron","161118_n3",1000,1.47,1.43,-0.040596773,"INa"
"1697","pimozide","170816_5_3",4.3,10.44,11.03,0.658776239,"INa"
"1698","pimozide","170816_5_3",4.3,10.44,1.12,-10.40643144,"INa"
"1699","pimozide","170816_5_3",4.3,10.44,3.61,-7.626172398,"INa"
"1700","pimozide","170816_5_3",4.3,10.44,6.85,-4.008485931,"INa"
"1701","pimozide","170816_5_3",4.3,10.44,-2.89,-14.88387673,"INa"
"1702","pimozide","170816_5_3",43,10.44,8.7,-1.942831621,"INa"
"1703","pimozide","170816_5_3",43,10.44,2.45,-8.921393479,"INa"
"1704","pimozide","170816_5_3",43,10.44,14.29,4.298794105,"INa"
"1705","pimozide","170816_5_3",43,10.44,5.14,-5.917820456,"INa"
"1706","pimozide","170816_5_3",43,10.44,9.24,-1.339883877,"INa"
"1707","pimozide","170816_5_3",43,10.44,1.57,-9.903974989,"INa"
"1708","pimozide","170816_5_3",43,10.44,13.64,3.573023671,"INa"
"1709","pimozide","170816_5_3",0.43,10.44,4.77,-6.330951318,"INa"
"1710","pimozide","170816_5_3",0.43,10.44,2.05,-9.368021438,"INa"
"1711","pimozide","170816_5_3",4.3,10.44,7.47,-3.316212595,"INa"
"1712","pimozide","170816_5_3",0.43,10.44,1.47,-10.01563198,"INa"
"1713","pimozide","170816_5_3",0.43,10.44,16.09,6.30861992,"INa"
"1714","pimozide","170816_5_3",430,10.44,11.91,1.641357749,"INa"
"1715","pimozide","170816_5_3",430,10.44,15.64,5.806163466,"INa"
"1716","pimozide","170816_5_3",0.43,10.44,15.92,6.118803037,"INa"
"1717","pimozide","170816_5_3",0.43,10.44,13.85,3.80750335,"INa"
