ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
709800000,0.6259,2.527e+09,0.7685,234100000,1.123,86810000,1.954,124.1,1.134,1.043e+09,1.806,303.9,0.6465
13420000,1.806,1602,1.36,15880000,0.9864,70590,1.882,108.4,0.9759,773500000,1.257,218.3,0.9195
648300,1.482,931800,0.5693,133500,1.255,3813000,1.92,112.2,1.035,788600,0.6919,149.9,1.139
11040000,0.5839,2377,0.5681,269800,1.633,8.916e+09,1.246,93.21,1.086,30810000,0.9196,140.4,0.851
6.249e+09,1.337,23260,0.7869,6324000,1.433,558200000,0.7191,103.1,0.8862,19370,1.748,173.1,1.09
46880,0.5633,10330,0.6727,63450,0.9502,110200,1.396,86.06,1.224,2.57e+08,1.528,139.5,1.044
165300,0.964,16320000,1.054,46610000,1.687,11790,0.9845,113.8,1.166,2744,1.723,122.3,0.7732
2011,1.214,1.155e+09,1.301,562200,0.7993,144600,0.7354,106.7,0.9021,1026000,0.7706,180.7,1.168
55200,1.618,104900000,1.035,89800,1.205,334100,0.7766,89.28,1.073,127300,0.6911,77.25,1.351
15700000,1.252,145700,1.354,4020,1.151,104400,1.7,80.91,1.087,631800,1.093,100.6,0.889
2.082e+09,0.5009,11800000,1.878,44630,1.559,7.929e+09,1.531,89.96,1.384,4916,1.524,145.1,1.029
2.325e+09,1.015,673400,1.437,200800,0.9616,33810,0.8787,119.7,1.193,2754,1.513,154.2,0.8486
5042000,1.861,436400,1.869,213400,1.703,58920000,1.426,100.8,1.117,20630,1.901,151.1,0.5871
22770,1.488,1.887e+09,1.523,28930,1.141,456800,0.6424,98.3,0.9243,44860000,1.827,122.3,1.594
1.938e+09,1.21,7688000,1.864,1108,1.356,61420000,1.429,93,1.121,23710,0.8497,151.5,1.672
11600,1.303,23430,1.198,474600,1.404,571100000,1.925,113,1.059,52810,0.6025,166.4,1.158
32630,0.5291,3063,1.438,4322,1.898,1.861e+09,1.287,109.5,1.258,71850000,1.782,99.99,0.909
141100000,1.403,16120,0.9157,1615,1.531,7976,1.12,87.3,1.226,108200000,0.8836,262.6,1.295
2.87e+09,1.237,790800000,1.359,1924000,1.38,10120,1.639,108.8,1.202,53960000,0.6023,435.9,0.5687
3179000,1.744,200400000,0.6578,5476,1.736,8240000,1.7,104.9,1.197,1105000,0.9621,171.6,1.464
8876,0.9317,3857000,1.024,194700,1.46,4.141e+09,0.8689,103.4,1.261,212200000,1.475,84.65,1.057
1695000,0.6531,60440000,1.475,5.443e+09,1.085,215400,0.8296,89.7,1.178,1085000,0.7897,86.49,1.202
23530000,1.885,5669,1.842,387100,1.723,1152000,0.618,95.64,1.012,48790,0.7381,146.4,1.727
22020,0.6923,2.156e+09,1.862,367300000,1.554,62020,1.574,88.9,1.13,349000,1.438,92.07,1.164
1546,1.693,4404,1.33,53450000,1.005,3366000,1.579,90.69,1.32,217100,1.536,142.5,1.409
5437,1.535,3172000,1.698,2786000,1.277,1.57e+08,1.947,104.4,1.072,459800000,1.023,198.4,0.5967
264100,0.7173,78210,1.947,8.17e+08,1.091,7663000,1.256,114.9,1.093,5855,1.383,151.1,1.235
9.27e+09,1.738,2107,1.137,1134000,1.896,29780000,0.899,111.2,0.8961,3074,1.979,141,1.336
70350000,1.472,14230,1.622,27610,0.8525,2063000,1.326,127.5,1.129,4499000,0.6561,321.2,0.7485
462200,0.5062,1640,0.9868,16450,1.76,5.714e+09,0.5744,93.68,1.281,11370000,1.581,187.7,0.911
30170,0.8912,5.511e+09,0.6217,1.4e+08,1.292,1.69e+09,1.04,117.8,1.092,79800000,1.064,235.8,1.445
536800,1.789,6409,1.966,167400,1.698,16800000,0.932,79.81,1.094,66900,1.668,193.8,0.5775
1047,1.619,1606,1.297,337300000,1.487,412600000,1.559,77.63,1.294,17970000,1.663,54.22,0.7522
3713,1.14,33950000,0.8717,2.895e+09,1.236,70340,0.752,92.24,1.225,31610000,1.567,76.92,0.7074
1255,1.536,572500,1.265,33120000,1.845,136700,1.393,95.64,1.289,5664000,1.711,427.8,1.057
5050,1.132,78320,1.916,36690000,0.695,20890,1.799,80.26,1.179,1.544e+09,1.144,115.7,0.9898
964.3,1.236,229100000,0.5642,1478000,1.847,27280,1.677,100.3,1.291,49710,1.645,75.39,1.071
16600,1.961,823700,1.676,5.242e+09,0.6072,10820,1.072,106.5,1.109,904500000,1.437,65.89,0.5114
185700,1.579,202300,0.5322,455800000,1.248,651100000,1.953,95.83,1.138,175900,1.143,133.4,0.9254
70340,1.151,35600,0.5989,1.909e+09,0.6285,8.072e+09,1.935,84.12,1.46,6.262e+09,1.962,191.4,0.8124
4352,0.7839,8.203e+09,0.6495,927.5,1.187,1.98e+09,1.451,84.48,1.262,10310000,1.894,151.8,0.6516
34040000,1.629,88350000,0.7385,518200,1.275,1.722e+09,1.787,122.2,0.9246,464800,0.5848,210.1,0.768
101200,0.6143,9.62e+08,0.8774,99330000,0.7458,5943,1.636,83.36,1.308,11230,0.9934,178.6,1.01
3954,1.399,160500,0.9127,1.128e+09,0.9775,8739000,1.893,119.3,1.022,1.52e+09,0.8973,153.9,1.094
7438,1.445,790.3,1.737,57710000,1.471,112900000,1.764,99.32,1.044,26960000,1.386,147.5,0.8106
2544,1.752,25250,0.9078,834100000,1.209,59550000,1.435,97.02,1.121,57820,1.697,152.2,1.075
