hERG_IC50,hERG_h,hERG_Bmax
67.96,1.025,99
84.12,1.159,99
67.28,1.066,99
79.83,1.177,99
65.99,0.8835,99
69.81,1.091,99
69.02,1.084,99
72.66,0.9773,99
75.72,1.051,99
77.31,1.049,99
68.77,1.054,99
73.38,1.015,99
64.62,1.073,99
75,1.012,99
65.92,1.043,99
83.93,1.075,99
63.59,1.056,99
79.16,1.012,99
73.15,1.079,99
74.06,0.9661,99
76.32,1.058,99
71.76,0.9963,99
68.39,1.137,99
73.3,1.038,99
75.83,1.098,99
63.25,1.032,99
70.92,1.102,99
70.38,1.019,99
79.41,0.973,99
74.1,1.051,99
70.33,0.985,99
71.78,0.987,99
73.21,1.023,99
68.82,0.9605,99
75.5,1.018,99
71.94,1.139,99
88.78,1.038,99
73.09,1.094,99
75.87,1.085,99
77.04,1.002,99
71.64,1.164,99
68.47,1.003,99
73.05,1.04,99
75.36,1.131,99
83.6,1.129,99
82.94,1.081,99
69.13,1.078,99
74.49,1.132,99
63.51,1.027,99
65.29,1.175,99
72.87,1.095,99
74.18,1.048,99
77.98,1.153,99
85.71,1.112,99
67.98,1.072,99
76.07,1.115,99
85.87,1.041,99
73.69,1.112,99
68.17,1.028,99
77.14,1.028,99
76.72,1.101,99
69.17,1.148,99
79.62,1.082,99
72.53,1.214,99
75.68,1.019,99
83.88,1.062,99
75.16,1.082,99
66.03,1.045,99
74.08,1.106,99
71.31,1.083,99
77.24,1.104,99
84.16,1.158,99
83.89,1.123,99
73.74,0.8814,99
75.31,0.9899,99
80.29,1.075,99
75.49,1.03,99
94.31,1.286,99
75.61,1.119,99
79.19,1.024,99
80.47,1.077,99
67.23,0.9911,99
76.19,1.043,99
72.51,0.9176,99
81.96,1.124,99
77.55,1.062,99
79.46,1.075,99
67.77,0.9168,99
72.83,1.139,99
72.8,1.17,99
76.15,1.1,99
74.92,1.092,99
68.51,0.9539,99
63.28,0.9448,99
72.02,0.9313,99
68.09,1.03,99
82.96,1.064,99
74.99,1.013,99
70.07,0.969,99
75.1,1.027,99
78.75,1.029,99
75.45,1.247,99
73.54,0.9256,99
79.82,1.104,99
72.67,0.9383,99
65.38,1.082,99
83.16,0.9974,99
79.1,1.094,99
71.41,1.059,99
69.2,1.166,99
76.9,1.041,99
70.71,1.026,99
73.34,1.069,99
74.54,1.099,99
66.34,1.023,99
82.33,1.022,99
72.64,1.056,99
67.31,0.9697,99
74.48,1.009,99
76.96,1.051,99
87.61,1.2,99
80.84,0.9794,99
62.32,0.9727,99
83.66,1.129,99
83.08,1.043,99
70.28,1.061,99
80.22,0.9841,99
83.57,1.137,99
68.38,1.282,99
81.4,1.168,99
66.75,1.015,99
76.43,1.022,99
74.03,1.223,99
75.21,1.097,99
78.14,1.191,99
70.45,1.09,99
76.55,1.147,99
78.54,1.123,99
79.65,0.976,99
71.45,1.03,99
77.95,1.003,99
67.75,0.9656,99
89.04,1.248,99
71.71,1.138,99
72.89,1.088,99
77.72,0.972,99
60.74,0.9371,99
58.33,0.9993,99
80.05,0.9526,99
80.75,1.218,99
68.32,1.016,99
74.98,1.05,99
76.74,1.028,99
77.15,0.9942,99
70.47,1.086,99
67.19,0.9215,99
84.83,1.222,99
81.75,1.123,99
73.35,0.9924,99
75.4,1.047,99
63.07,1.162,99
74.51,0.9993,99
74.51,1.079,99
81.72,1.191,99
67.01,0.9808,99
78.15,1.04,99
83.8,1.151,99
66.83,1.016,99
75.98,1.268,99
64.23,0.978,99
84.19,1.055,99
72.87,1.115,99
77.84,0.9422,99
75.96,1.074,99
74.51,0.9721,99
67.09,0.9194,99
76.77,1.105,99
67.84,0.9653,99
79.01,1.134,99
81.7,1.208,99
76.86,1.065,99
71.9,0.8954,99
76.91,0.9741,99
73.46,0.9722,99
66.52,0.9467,99
82.86,1.031,99
69.82,1.053,99
75.5,0.9308,99
67.95,1.083,99
64.67,0.9931,99
74.13,1.188,99
75.99,1.089,99
64.15,1.04,99
72.53,1.077,99
72.52,1.105,99
71.94,1.06,99
66.43,1.195,99
72.98,1.113,99
75.77,1.063,99
72.21,1.022,99
87.78,1.175,99
70.83,0.9538,99
73.15,0.9976,99
81.01,0.9534,99
77.16,1.106,99
63.02,0.9625,99
77.44,1.162,99
76.17,1.022,99
73.35,1.166,99
71.44,0.9221,99
80.02,0.8798,99
69.66,1.07,99
76.03,1.073,99
79,1.092,99
83.68,1.074,99
63.28,0.8974,99
64.61,1.085,99
71.56,1.04,99
71.56,0.9234,99
88.51,0.9976,99
65.73,0.8763,99
67.59,1.175,99
81.36,1.07,99
73.74,1.031,99
51.5,1.282,89.49
80.7,1.023,99
58.84,1.054,99
77.86,1.017,99
57.84,1.002,99
72.9,0.9883,99
63.21,0.9655,99
73.46,1.102,99
78.72,0.9976,99
71.28,0.9363,99
77.64,1.082,99
60.24,0.9771,99
71.25,1.02,99
82.17,1.175,99
71.1,1.083,99
88,1.01,99
78.22,1.13,99
72.1,1.09,99
78.68,1.168,99
67.84,1.011,99
82.08,1.059,99
71.32,1.005,99
70.91,1.054,99
71.22,1.072,99
70.05,0.9465,99
75.51,1.094,99
63.91,0.9751,99
77.77,1.075,99
78.1,1.044,99
80.15,1.14,99
86.11,1.119,99
70.47,1.085,99
73.47,1.117,99
62.65,0.958,99
