ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
21010,1.438,9773,0.9713,793.2,0.8765,1.382,1.682
19960,1.219,7052,0.8091,717.1,0.8246,0.7746,1.602
22870,1.071,11370,1.199,850.5,1.219,1.067,1.684
28130,0.8566,21420,0.5434,799.5,1.205,0.1292,0.8647
33540,1.439,8009,1.172,832.8,0.8926,0.02523,1.078
52530,0.9653,8437,0.6787,788.5,0.9543,0.4477,0.963
139000,0.5634,9649,1.135,898,0.9738,0.06707,0.7528
75640,0.6023,5668,0.6093,875.1,0.8968,0.03545,0.6892
46810,0.6409,15890,1.012,753.2,0.9753,0.0009279,0.6544
46270,1.141,7210,0.5092,663.8,0.944,0.4731,0.9275
20920,1.835,4075,0.7495,611.3,1.176,0.00173,0.8664
23380,1.373,7083,0.8838,649.2,0.9533,1.265e-06,0.5417
18730,1.846,6389,0.8543,791.1,0.9304,0.656,1.357
17510,1.875,7504,1.755,824.6,0.8714,1.219,1.45
22090,1.938,6740,0.9122,832.7,0.955,1.426,1.862
24580,1.421,3650,1.364,738.1,0.8324,2.159,1.906
53290,0.7087,7047,1.012,892.1,1.017,2.159,1.906
14180,1.595,3729,1.009,774.9,0.8131,2.159,1.906
75540,0.7563,10040,1.778,716.9,1.133,2.484,1.887
18060,1.054,9079,1.481,695.7,0.8809,0.9119,1.62
21420,1.006,12750,0.7509,732.4,0.9971,0.4963,1.263
24030,1.411,9061,1.23,948.2,0.8153,0.9059,1.414
118800,0.727,5796,0.9175,619.2,0.9644,2.1e-07,1.16
108500,0.6171,4412,0.7527,770.2,1.171,0.0001061,1.691
20640,0.6694,5623,1.081,913,1.271,6.277e-05,1.384
37280,1.236,1688,0.6861,905.8,1.11,0.001768,1.5
21120,1.414,12900,1.49,800.2,0.8579,8.768e-08,0.672
23660,0.9791,7330,0.7101,773.6,0.8507,2.968e-09,0.6736
19650,1.382,6411,1.518,835.2,1.029,2.012e-08,1.511
52030,0.7656,6171,0.9398,1280,1.084,0.02196,0.9467
19680,1.292,3989,1.98,1121,0.8976,0.0001672,1.409
34100,1.342,4886,1.596,562.1,1.023,1.931e-05,1.67
84150,0.6425,5405,1.542,802.9,1.042,2.316e-06,0.9128
52930,0.6752,6476,1.247,756.4,1.101,1.222e-09,1.406
20660,1.218,16730,0.9685,786.8,0.9414,7.66e-07,0.8583
18620,1.844,7342,0.5877,829.9,0.8512,1.109e-05,1.659
17440,1.706,5882,0.8299,783.1,1.139,5.419e-05,0.7696
25490,1.293,11280,0.7974,844.6,1.078,8.207e-07,1.533
38130,0.6978,6861,0.6912,948.4,0.9669,0.8107,1.991
28970,1.471,8260,0.8675,830.7,0.8686,1.725,1.621
46620,0.8507,6528,0.8967,966,0.8905,1.444,1.751
18360,1.545,8906,0.5012,752.9,0.9253,0.002614,1.578
30950,1.325,8818,0.6197,801.7,0.9257,0.3567,1.156
11970,1.515,8153,0.6531,896.2,0.8256,0.8299,1.194
18330,1.279,9221,1.238,919.8,1.13,0.2388,0.8209
59250,0.6823,8813,0.5467,774.4,0.9509,0.01247,0.5627
23090,1.679,5597,0.9143,877.8,0.9195,0.3148,0.9812
87950,0.6207,8432,0.6401,875,0.9706,0.01973,1.68
26380,1.718,7463,0.6936,836.9,0.9857,0.0152,0.6344
28270,1.23,9520,0.506,855.4,0.9996,4.937e-10,1.651
39810,0.9452,9018,0.8257,886.3,1.149,0.7745,1.172
24970,1.362,8143,1.691,792.3,0.92,0.7745,1.172
27500,1.019,9613,1.446,866.9,0.8792,0.9837,1.359
27220,1.087,6047,1.869,724.4,0.9065,0.08667,0.8057
81100,0.7829,10210,1.361,831.3,0.8416,0.02864,1.121
28300,0.9872,5166,0.9401,735.7,0.8796,0.2576,0.9413
24390,0.8327,10390,1.475,671.6,0.9422,0.6108,1.338
28990,0.8663,4944,1.543,872.3,0.9439,1.06,1.216
32470,0.7885,11930,1.585,830.4,0.9142,0.7525,1.272
32850,0.8719,13740,1.11,887.5,0.9504,0.3455,1.104
58590,0.8247,6617,0.8552,856.2,0.8663,0.4247,1.118
33920,0.7103,4804,0.6815,914.6,0.9704,0.2268,0.912
25830,0.7078,14240,0.5088,963.5,0.9589,0.3479,0.9092
18260,1.045,12750,0.7752,1472,0.8135,0.07987,0.747
20470,0.7283,32730,0.6111,1025,0.9297,0.5926,1.089
16410,1.494,20540,0.6357,1086,1.017,1.048,1.456
17890,1.613,16950,0.6905,576.8,0.9594,1.048,1.456
51610,1.161,8808,0.5335,957.3,0.7905,0.9745,1.493
40250,0.7069,10240,0.5059,819.4,1.261,0.9745,1.493
55200,0.5007,8703,0.7434,782.8,0.9735,0.00988,1.208
28070,1.037,21230,0.6047,848.2,0.9616,0.4546,1.155
63150,0.9031,17810,0.523,879.7,0.8909,0.0004332,0.5772
75700,1.144,5257,1.112,959.8,0.9107,3.476e-06,0.7169
20620,1.474,11740,1.187,685.5,1.061,4.448e-10,1.98
25500,1.091,8112,0.987,1002,1.13,7.075e-10,1.773
22980,1.818,10330,0.6683,1106,0.8447,1.049e-08,1.194
50460,1.151,15840,1.27,951.9,0.9044,2.944e-09,1.748
57720,0.9791,3423,1.444,647.6,0.8357,0.0001709,1.7
20910,1.496,6532,1.258,829.6,0.9948,4.051e-06,1.446
22250,1.273,11750,1.176,776.2,1.194,3.244e-05,1.202
17370,1.861,9513,0.5858,837.1,1.066,0.008767,1.576
17870,1.262,8846,1.478,1032,1.12,0.7427,1.549
31610,0.7448,9357,1.704,1051,0.8025,1.535,1.516
28860,0.915,22250,0.5149,990.9,1.023,1.684,1.758
28960,1.081,25440,0.5343,750.5,0.9012,0.9897,1.215
26410,1.187,4975,0.8709,874.2,1.133,0.4504,1.433
28820,1.242,4753,1.548,966.5,1.087,0.00709,0.6081
28460,0.7373,6122,0.7244,832.7,1.037,0.001494,1.002
175500,0.5419,6070,0.6946,756.9,0.959,0.01781,1.312
176800,0.557,5931,0.6959,760.4,1.027,0.009686,1.07
256900,0.7212,5576,0.967,800.7,0.9301,0.004589,1.662
29600,1.183,9239,1.672,874.1,0.9638,6.684e-06,0.8753
25560,0.7773,7163,1.302,774.7,0.9524,4.658e-06,1.224
21640,1.072,7403,1.131,834.3,1.26,0.0004545,1.599
64030,0.6091,3803,0.8962,758.6,0.8975,1.041e-10,1.704
18480,1.261,5737,0.6763,734.6,0.9153,1.722e-05,1.304
61210,0.7639,4934,0.7795,708.9,0.8535,0.03842,1.654
42520,0.7924,7863,0.7656,753.9,0.9153,0.172,0.8714
44660,0.7363,3597,0.5761,830.6,1,0.1732,0.8057
22300,1.826,2124,1.167,946.2,1.234,1.362,1.733
34710,1.252,1293,0.9381,921.7,1.015,1.469,1.672
35580,1.041,8311,1.024,869.9,1.063,0.1592,1.374
20260,1.799,6121,0.742,846.8,1.109,0.02868,1.195
19200,1.947,5740,0.7145,972.1,0.9026,0.02911,0.7267
18200,1.585,6957,0.8094,760.2,0.8358,4.138e-06,1.412
47510,0.6697,5295,0.6625,871.4,1.139,1.184e-08,1.732
14880,1.71,9146,0.7753,851.7,1.131,0.2423,1.424
34080,0.9101,7389,1.065,772.5,1.63,1.222,1.274
20600,0.5456,6539,1.129,853.7,1.62,0.6807,1.215
38540,1.032,5979,1.028,538.8,1.029,0.6613,1.235
31990,0.6304,6699,1.138,980.2,0.9621,1.164,1.428
56070,0.7058,4497,0.7448,903,0.8895,0.0009594,1.65
25180,0.7815,6569,0.6821,652.5,0.9696,0.2881,0.8921
28490,1.369,11750,0.5321,836.5,1.038,0.06423,0.8356
16770,1.76,6446,0.6488,793.9,0.9603,1.975e-05,1.49
49170,0.9358,6287,0.5712,735.4,1.073,1.148e-06,1.01
115400,0.6704,13820,0.7205,698.2,0.8456,0.1897,0.9042
40340,1.598,6487,0.6774,778.1,1.223,1.31,1.496
20130,1.678,5842,0.659,689.3,1.035,1.487,1.484
27590,1.395,6912,0.7717,606.2,1.045,0.2357,1.27
17090,1.711,13230,0.813,867,0.9961,0.07076,1.304
18650,1.677,9397,0.705,617.9,0.9244,0.4219,1.495
19410,1.442,7984,0.5777,709.2,0.907,1.814,1.732
23610,1.247,7256,0.6572,922.2,0.9327,1.614,1.529
30450,0.662,9302,0.7182,974.5,1.066,0.6793,1.439
51860,0.7993,12020,0.5101,788.2,0.8762,1.057,1.702
34750,1.138,9068,0.6447,752.9,0.8068,9.754e-06,0.9728
46210,1.241,6662,0.6328,1035,0.7608,0.07658,0.6485
39080,1.127,4432,1.408,784.1,1.081,0.01794,0.5959
